organ,age,Tsoil,Ksoil,SRWC,t,Tr,soil_water_potential,proteins,sucrose,green_area,xylem_water_potential,plant,axis,amino_acids,mstruct,total_water_potential
xylem,NA,NA,NA,NA,1236,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490518
phloem,NA,NA,NA,NA,1237,NA,NA,NA,1707.87983943,NA,NA,1,MS,106.33649232,NA,NA
roots,NA,NA,NA,NA,1237,NA,NA,NA,817.77885966,NA,NA,1,MS,12.28302871,0.43691413,NA
xylem,NA,NA,NA,NA,1237,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490510
phloem,NA,NA,NA,NA,1238,NA,NA,NA,1670.96541479,NA,NA,1,MS,105.79538982,NA,NA
roots,NA,NA,NA,NA,1238,NA,NA,NA,800.73939539,NA,NA,1,MS,12.16744923,0.43772324,NA
xylem,NA,NA,NA,NA,1238,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490603
phloem,NA,NA,NA,NA,1239,NA,NA,NA,1634.58289767,NA,NA,1,MS,105.25242862,NA,NA
roots,NA,NA,NA,NA,1239,NA,NA,NA,783.23579564,NA,NA,1,MS,12.02782310,0.43851908,NA
xylem,NA,NA,NA,NA,1239,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490692
phloem,NA,NA,NA,NA,1240,NA,NA,NA,1598.82892291,NA,NA,1,MS,104.70660635,NA,NA
roots,NA,NA,NA,NA,1240,NA,NA,NA,765.49699983,NA,NA,1,MS,11.87931806,0.43930072,NA
xylem,NA,NA,NA,NA,1240,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490791
phloem,NA,NA,NA,NA,1241,NA,NA,NA,1563.62360780,NA,NA,1,MS,104.15706094,NA,NA
roots,NA,NA,NA,NA,1241,NA,NA,NA,747.68074369,NA,NA,1,MS,11.73032402,0.44006733,NA
xylem,NA,NA,NA,NA,1241,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490876
phloem,NA,NA,NA,NA,1242,NA,NA,NA,1527.40878052,NA,NA,1,MS,103.84629916,NA,NA
roots,NA,NA,NA,NA,1242,NA,NA,NA,729.89904637,NA,NA,1,MS,11.50558005,0.44081824,NA
xylem,NA,NA,NA,NA,1242,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490962
phloem,NA,NA,NA,NA,1243,NA,NA,NA,1494.32967951,NA,NA,1,MS,106.95928516,NA,NA
roots,NA,NA,NA,NA,1243,NA,NA,NA,715.24058456,NA,NA,1,MS,8.49764124,0.44155282,NA
xylem,NA,NA,NA,NA,1243,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03495426
phloem,NA,NA,NA,NA,1244,NA,NA,NA,1483.66054600,NA,NA,1,MS,109.67069739,NA,NA
roots,NA,NA,NA,NA,1244,NA,NA,NA,701.73714979,NA,NA,1,MS,6.00400262,0.44227345,NA
xylem,NA,NA,NA,NA,1244,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03694193
phloem,NA,NA,NA,NA,1245,NA,NA,NA,1506.40584856,NA,NA,1,MS,113.08859697,NA,NA
roots,NA,NA,NA,NA,1245,NA,NA,NA,692.64668373,NA,NA,1,MS,4.21369284,0.44298083,NA
xylem,NA,NA,NA,NA,1245,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03787365
phloem,NA,NA,NA,NA,1246,NA,NA,NA,1556.38101480,NA,NA,1,MS,116.43470678,NA,NA
roots,NA,NA,NA,NA,1246,NA,NA,NA,691.21034598,NA,NA,1,MS,3.99670618,0.44367905,NA
xylem,NA,NA,NA,NA,1246,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04098349
phloem,NA,NA,NA,NA,1247,NA,NA,NA,1624.99203951,NA,NA,1,MS,119.23608566,NA,NA
roots,NA,NA,NA,NA,1247,NA,NA,NA,699.14047674,NA,NA,1,MS,4.42078073,0.44437580,NA
xylem,NA,NA,NA,NA,1247,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04302768
phloem,NA,NA,NA,NA,1248,NA,NA,NA,1708.79685787,NA,NA,1,MS,121.75230179,NA,NA
roots,NA,NA,NA,NA,1248,NA,NA,NA,716.95327443,NA,NA,1,MS,5.07329968,0.44508059,NA
xylem,NA,NA,NA,NA,1248,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04395837
phloem,NA,NA,NA,NA,1249,NA,NA,NA,1804.70292503,NA,NA,1,MS,124.08396365,NA,NA
roots,NA,NA,NA,NA,1249,NA,NA,NA,744.68382729,NA,NA,1,MS,5.78993912,0.44580308,NA
xylem,NA,NA,NA,NA,1249,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04574588
phloem,NA,NA,NA,NA,1250,NA,NA,NA,1894.79902852,NA,NA,1,MS,125.67254557,NA,NA
roots,NA,NA,NA,NA,1250,NA,NA,NA,780.54826548,NA,NA,1,MS,6.37220519,0.44655208,NA
xylem,NA,NA,NA,NA,1250,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04809803
phloem,NA,NA,NA,NA,1251,NA,NA,NA,1973.40964940,NA,NA,1,MS,126.72998876,NA,NA
roots,NA,NA,NA,NA,1251,NA,NA,NA,820.82259804,NA,NA,1,MS,6.75606246,0.44733345,NA
xylem,NA,NA,NA,NA,1251,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04550572
phloem,NA,NA,NA,NA,1252,NA,NA,NA,2034.14554383,NA,NA,1,MS,127.41007785,NA,NA
roots,NA,NA,NA,NA,1252,NA,NA,NA,861.44215296,NA,NA,1,MS,6.86482390,0.44814880,NA
xylem,NA,NA,NA,NA,1252,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04388197
phloem,NA,NA,NA,NA,1253,NA,NA,NA,2055.74094154,NA,NA,1,MS,127.33318097,NA,NA
roots,NA,NA,NA,NA,1253,NA,NA,NA,897.18094424,NA,NA,1,MS,7.73946334,0.44899600,NA
xylem,NA,NA,NA,NA,1253,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04161043
phloem,NA,NA,NA,NA,1254,NA,NA,NA,2044.28818378,NA,NA,1,MS,126.68711035,NA,NA
roots,NA,NA,NA,NA,1254,NA,NA,NA,922.48096173,NA,NA,1,MS,9.41076192,0.44986948,NA
xylem,NA,NA,NA,NA,1254,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03805013
phloem,NA,NA,NA,NA,1255,NA,NA,NA,2010.71392323,NA,NA,1,MS,125.49399810,NA,NA
roots,NA,NA,NA,NA,1255,NA,NA,NA,935.46296253,NA,NA,1,MS,11.20489176,0.45076075,NA
xylem,NA,NA,NA,NA,1255,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03643973
phloem,NA,NA,NA,NA,1256,NA,NA,NA,1973.80183095,NA,NA,1,MS,124.98935612,NA,NA
roots,NA,NA,NA,NA,1256,NA,NA,NA,931.62652871,NA,NA,1,MS,12.48213434,0.45166117,NA
xylem,NA,NA,NA,NA,1256,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03548622
phloem,NA,NA,NA,NA,1257,NA,NA,NA,1935.75530675,NA,NA,1,MS,124.38092944,NA,NA
roots,NA,NA,NA,NA,1257,NA,NA,NA,923.34475393,NA,NA,1,MS,13.24811165,0.45255963,NA
xylem,NA,NA,NA,NA,1257,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492174
phloem,NA,NA,NA,NA,1258,NA,NA,NA,1896.33280907,NA,NA,1,MS,123.74689195,NA,NA
roots,NA,NA,NA,NA,1258,NA,NA,NA,911.52360146,NA,NA,1,MS,13.64811070,0.45345311,NA
xylem,NA,NA,NA,NA,1258,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492335
phloem,NA,NA,NA,NA,1259,NA,NA,NA,1857.07300156,NA,NA,1,MS,123.11920573,NA,NA
roots,NA,NA,NA,NA,1259,NA,NA,NA,897.23024791,NA,NA,1,MS,13.81220672,0.45433904,NA
xylem,NA,NA,NA,NA,1259,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492387
phloem,NA,NA,NA,NA,1260,NA,NA,NA,1818.19886857,NA,NA,1,MS,122.50178232,NA,NA
roots,NA,NA,NA,NA,1260,NA,NA,NA,881.21849089,NA,NA,1,MS,13.82707437,0.45521540,NA
xylem,NA,NA,NA,NA,1260,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492470
phloem,NA,NA,NA,NA,1261,NA,NA,NA,1779.73532505,NA,NA,1,MS,121.94402965,NA,NA
roots,NA,NA,NA,NA,1261,NA,NA,NA,864.04964012,NA,NA,1,MS,13.75288118,0.45608056,NA
xylem,NA,NA,NA,NA,1261,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492553
phloem,NA,NA,NA,NA,1262,NA,NA,NA,1741.88965304,NA,NA,1,MS,121.42246732,NA,NA
roots,NA,NA,NA,NA,1262,NA,NA,NA,846.17668405,NA,NA,1,MS,13.63250196,0.45693321,NA
xylem,NA,NA,NA,NA,1262,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492624
phloem,NA,NA,NA,NA,1263,NA,NA,NA,1704.48527958,NA,NA,1,MS,120.91944241,NA,NA
roots,NA,NA,NA,NA,1263,NA,NA,NA,827.86161926,NA,NA,1,MS,13.48858501,0.45777224,NA
xylem,NA,NA,NA,NA,1263,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492720
phloem,NA,NA,NA,NA,1264,NA,NA,NA,1667.62929776,NA,NA,1,MS,120.42319637,NA,NA
roots,NA,NA,NA,NA,1264,NA,NA,NA,809.33928792,NA,NA,1,MS,13.33790866,0.45859672,NA
xylem,NA,NA,NA,NA,1264,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492771
phloem,NA,NA,NA,NA,1265,NA,NA,NA,1631.33619479,NA,NA,1,MS,119.92838562,NA,NA
roots,NA,NA,NA,NA,1265,NA,NA,NA,790.75537217,NA,NA,1,MS,13.18773002,0.45940586,NA
xylem,NA,NA,NA,NA,1265,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492828
phloem,NA,NA,NA,NA,1266,NA,NA,NA,1594.12946302,NA,NA,1,MS,119.72306764,NA,NA
roots,NA,NA,NA,NA,1266,NA,NA,NA,772.05664051,NA,NA,1,MS,12.93809461,0.46019894,NA
xylem,NA,NA,NA,NA,1266,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492933
phloem,NA,NA,NA,NA,1267,NA,NA,NA,1560.22361078,NA,NA,1,MS,123.38928600,NA,NA
roots,NA,NA,NA,NA,1267,NA,NA,NA,756.87325513,NA,NA,1,MS,9.54082410,0.46097520,NA
xylem,NA,NA,NA,NA,1267,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497455
phloem,NA,NA,NA,NA,1268,NA,NA,NA,1550.04947662,NA,NA,1,MS,126.54867790,NA,NA
roots,NA,NA,NA,NA,1268,NA,NA,NA,743.00962262,NA,NA,1,MS,6.73231887,0.46173731,NA
xylem,NA,NA,NA,NA,1268,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03697512
phloem,NA,NA,NA,NA,1269,NA,NA,NA,1575.03168528,NA,NA,1,MS,130.38694130,NA,NA
roots,NA,NA,NA,NA,1269,NA,NA,NA,734.02942994,NA,NA,1,MS,4.82647830,0.46248608,NA
xylem,NA,NA,NA,NA,1269,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03794749
phloem,NA,NA,NA,NA,1270,NA,NA,NA,1627.07986127,NA,NA,1,MS,134.05881262,NA,NA
roots,NA,NA,NA,NA,1270,NA,NA,NA,733.29968220,NA,NA,1,MS,4.64461849,0.46322601,NA
xylem,NA,NA,NA,NA,1270,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04111668
phloem,NA,NA,NA,NA,1271,NA,NA,NA,1697.41430329,NA,NA,1,MS,137.06970543,NA,NA
roots,NA,NA,NA,NA,1271,NA,NA,NA,742.41973104,NA,NA,1,MS,5.16755207,0.46396522,NA
xylem,NA,NA,NA,NA,1271,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04318905
phloem,NA,NA,NA,NA,1272,NA,NA,NA,1783.99504821,NA,NA,1,MS,139.77188997,NA,NA
roots,NA,NA,NA,NA,1272,NA,NA,NA,762.01848837,NA,NA,1,MS,5.92767708,0.46471350,NA
xylem,NA,NA,NA,NA,1272,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04413075
phloem,NA,NA,NA,NA,1273,NA,NA,NA,1883.07074300,NA,NA,1,MS,142.27515523,NA,NA
roots,NA,NA,NA,NA,1273,NA,NA,NA,791.95494875,NA,NA,1,MS,6.74744878,0.46548084,NA
xylem,NA,NA,NA,NA,1273,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04605260
phloem,NA,NA,NA,NA,1274,NA,NA,NA,1975.60478847,NA,NA,1,MS,143.93501169,NA,NA
roots,NA,NA,NA,NA,1274,NA,NA,NA,830.32147738,NA,NA,1,MS,7.40718423,0.46627611,NA
xylem,NA,NA,NA,NA,1274,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04847228
phloem,NA,NA,NA,NA,1275,NA,NA,NA,2056.53664226,NA,NA,1,MS,145.04669652,NA,NA
roots,NA,NA,NA,NA,1275,NA,NA,NA,873.14634333,NA,NA,1,MS,7.83221811,0.46710511,NA
xylem,NA,NA,NA,NA,1275,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04581349
phloem,NA,NA,NA,NA,1276,NA,NA,NA,2118.66936691,NA,NA,1,MS,145.78177989,NA,NA
roots,NA,NA,NA,NA,1276,NA,NA,NA,916.05273178,NA,NA,1,MS,7.93228521,0.46796924,NA
xylem,NA,NA,NA,NA,1276,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04414360
phloem,NA,NA,NA,NA,1277,NA,NA,NA,2139.33615944,NA,NA,1,MS,145.72637868,NA,NA
roots,NA,NA,NA,NA,1277,NA,NA,NA,953.40955014,NA,NA,1,MS,8.77151342,0.46886607,NA
xylem,NA,NA,NA,NA,1277,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04181473
phloem,NA,NA,NA,NA,1278,NA,NA,NA,2126.04944278,NA,NA,1,MS,145.02730726,NA,NA
roots,NA,NA,NA,NA,1278,NA,NA,NA,979.35106266,NA,NA,1,MS,10.61854065,0.46978958,NA
xylem,NA,NA,NA,NA,1278,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03815382
phloem,NA,NA,NA,NA,1279,NA,NA,NA,2090.38973303,NA,NA,1,MS,143.71456100,NA,NA
roots,NA,NA,NA,NA,1279,NA,NA,NA,992.07646508,NA,NA,1,MS,12.62221959,0.47073087,NA
xylem,NA,NA,NA,NA,1279,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03649564
phloem,NA,NA,NA,NA,1280,NA,NA,NA,2052.51364766,NA,NA,1,MS,143.21926848,NA,NA
roots,NA,NA,NA,NA,1280,NA,NA,NA,987.34715936,NA,NA,1,MS,14.04836121,0.47168095,NA
xylem,NA,NA,NA,NA,1280,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03551478
phloem,NA,NA,NA,NA,1281,NA,NA,NA,2012.60027329,NA,NA,1,MS,142.61510908,NA,NA
roots,NA,NA,NA,NA,1281,NA,NA,NA,977.92358087,NA,NA,1,MS,14.88891163,0.47262865,NA
xylem,NA,NA,NA,NA,1281,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494044
phloem,NA,NA,NA,NA,1282,NA,NA,NA,1972.34127223,NA,NA,1,MS,141.99061124,NA,NA
roots,NA,NA,NA,NA,1282,NA,NA,NA,965.07249380,NA,NA,1,MS,15.33477632,0.47357083,NA
xylem,NA,NA,NA,NA,1282,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494096
phloem,NA,NA,NA,NA,1283,NA,NA,NA,1932.18967506,NA,NA,1,MS,141.37228104,NA,NA
roots,NA,NA,NA,NA,1283,NA,NA,NA,949.77577019,NA,NA,1,MS,15.52225325,0.47450502,NA
xylem,NA,NA,NA,NA,1283,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494109
phloem,NA,NA,NA,NA,1284,NA,NA,NA,1892.31334062,NA,NA,1,MS,140.76091774,NA,NA
roots,NA,NA,NA,NA,1284,NA,NA,NA,932.80846828,NA,NA,1,MS,15.54948599,0.47542926,NA
xylem,NA,NA,NA,NA,1284,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494130
phloem,NA,NA,NA,NA,1285,NA,NA,NA,1852.96307053,NA,NA,1,MS,140.15433520,NA,NA
roots,NA,NA,NA,NA,1285,NA,NA,NA,914.70045873,NA,NA,1,MS,15.48063951,0.47634194,NA
xylem,NA,NA,NA,NA,1285,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494150
phloem,NA,NA,NA,NA,1286,NA,NA,NA,1812.27714911,NA,NA,1,MS,139.54311874,NA,NA
roots,NA,NA,NA,NA,1286,NA,NA,NA,895.92182299,NA,NA,1,MS,15.36306242,0.47724174,NA
xylem,NA,NA,NA,NA,1286,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494169
phloem,NA,NA,NA,NA,1287,NA,NA,NA,1774.22158436,NA,NA,1,MS,138.94198777,NA,NA
roots,NA,NA,NA,NA,1287,NA,NA,NA,876.47938313,NA,NA,1,MS,15.19948197,0.47812761,NA
xylem,NA,NA,NA,NA,1287,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494100
phloem,NA,NA,NA,NA,1288,NA,NA,NA,1736.54968348,NA,NA,1,MS,138.31689608,NA,NA
roots,NA,NA,NA,NA,1288,NA,NA,NA,857.03951892,NA,NA,1,MS,15.04606174,0.47899839,NA
xylem,NA,NA,NA,NA,1288,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494119
phloem,NA,NA,NA,NA,1289,NA,NA,NA,1699.33550865,NA,NA,1,MS,137.68196422,NA,NA
roots,NA,NA,NA,NA,1289,NA,NA,NA,837.54064019,NA,NA,1,MS,14.89313172,0.47985344,NA
xylem,NA,NA,NA,NA,1289,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494135
phloem,NA,NA,NA,NA,1290,NA,NA,NA,1662.66329008,NA,NA,1,MS,137.37667693,NA,NA
roots,NA,NA,NA,NA,1290,NA,NA,NA,817.83105496,NA,NA,1,MS,14.61619223,0.48069203,NA
xylem,NA,NA,NA,NA,1290,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494087
phloem,NA,NA,NA,NA,1291,NA,NA,NA,1627.72990136,NA,NA,1,MS,141.41896907,NA,NA
roots,NA,NA,NA,NA,1291,NA,NA,NA,802.14432943,NA,NA,1,MS,10.71113737,0.48151328,NA
xylem,NA,NA,NA,NA,1291,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03498597
phloem,NA,NA,NA,NA,1292,NA,NA,NA,1618.46272609,NA,NA,1,MS,144.82216121,NA,NA
roots,NA,NA,NA,NA,1292,NA,NA,NA,787.93921735,NA,NA,1,MS,7.53724734,0.48232023,NA
xylem,NA,NA,NA,NA,1292,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03702942
phloem,NA,NA,NA,NA,1293,NA,NA,NA,1646.21112663,NA,NA,1,MS,148.88228243,NA,NA
roots,NA,NA,NA,NA,1293,NA,NA,NA,779.19982765,NA,NA,1,MS,5.50107445,0.48311382,NA
xylem,NA,NA,NA,NA,1293,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03801512
phloem,NA,NA,NA,NA,1294,NA,NA,NA,1700.46732335,NA,NA,1,MS,152.68322263,NA,NA
roots,NA,NA,NA,NA,1294,NA,NA,NA,779.25997735,NA,NA,1,MS,5.36587128,0.48389901,NA
xylem,NA,NA,NA,NA,1294,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04126969
phloem,NA,NA,NA,NA,1295,NA,NA,NA,1773.68946796,NA,NA,1,MS,155.70726853,NA,NA
roots,NA,NA,NA,NA,1295,NA,NA,NA,789.90849736,NA,NA,1,MS,6.00301002,0.48468430,NA
xylem,NA,NA,NA,NA,1295,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04339997
phloem,NA,NA,NA,NA,1296,NA,NA,NA,1862.74986509,NA,NA,1,MS,158.29222758,NA,NA
roots,NA,NA,NA,NA,1296,NA,NA,NA,811.53223636,NA,NA,1,MS,6.88422199,0.48547996,NA
xylem,NA,NA,NA,NA,1296,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04436893
phloem,NA,NA,NA,NA,1297,NA,NA,NA,1960.36000623,NA,NA,1,MS,160.66067576,NA,NA
roots,NA,NA,NA,NA,1297,NA,NA,NA,843.05187455,NA,NA,1,MS,7.73903493,0.48629615,NA
xylem,NA,NA,NA,NA,1297,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04617116
phloem,NA,NA,NA,NA,1298,NA,NA,NA,2048.29231069,NA,NA,1,MS,162.12531175,NA,NA
roots,NA,NA,NA,NA,1298,NA,NA,NA,881.95368771,NA,NA,1,MS,8.40539926,0.48714097,NA
xylem,NA,NA,NA,NA,1298,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04861179
phloem,NA,NA,NA,NA,1299,NA,NA,NA,2126.91467767,NA,NA,1,MS,163.03202910,NA,NA
roots,NA,NA,NA,NA,1299,NA,NA,NA,924.81809016,NA,NA,1,MS,8.79857140,0.48801916,NA
xylem,NA,NA,NA,NA,1299,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04596671
phloem,NA,NA,NA,NA,1300,NA,NA,NA,2186.57787987,NA,NA,1,MS,163.51341405,NA,NA
roots,NA,NA,NA,NA,1300,NA,NA,NA,967.67489458,NA,NA,1,MS,8.87069854,0.48893171,NA
xylem,NA,NA,NA,NA,1300,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04427811
phloem,NA,NA,NA,NA,1301,NA,NA,NA,2202.15322634,NA,NA,1,MS,163.15744482,NA,NA
roots,NA,NA,NA,NA,1301,NA,NA,NA,1003.82614394,NA,NA,1,MS,9.66849369,0.48987631,NA
xylem,NA,NA,NA,NA,1301,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04191025
phloem,NA,NA,NA,NA,1302,NA,NA,NA,2184.20079824,NA,NA,1,MS,162.08760109,NA,NA
roots,NA,NA,NA,NA,1302,NA,NA,NA,1027.85218829,NA,NA,1,MS,11.62711860,0.49084638,NA
xylem,NA,NA,NA,NA,1302,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03820313
phloem,NA,NA,NA,NA,1303,NA,NA,NA,2143.96166983,NA,NA,1,MS,160.35029070,NA,NA
roots,NA,NA,NA,NA,1303,NA,NA,NA,1038.08901471,NA,NA,1,MS,13.75319100,0.49183284,NA
xylem,NA,NA,NA,NA,1303,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03653295
phloem,NA,NA,NA,NA,1304,NA,NA,NA,2102.02789963,NA,NA,1,MS,159.60675046,NA,NA
roots,NA,NA,NA,NA,1304,NA,NA,NA,1030.71612233,NA,NA,1,MS,15.25239879,0.49282649,NA
xylem,NA,NA,NA,NA,1304,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03554671
phloem,NA,NA,NA,NA,1305,NA,NA,NA,2058.25199076,NA,NA,1,MS,158.75139053,NA,NA
roots,NA,NA,NA,NA,1305,NA,NA,NA,1018.58554809,NA,NA,1,MS,16.11104668,0.49381610,NA
xylem,NA,NA,NA,NA,1305,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497484
phloem,NA,NA,NA,NA,1306,NA,NA,NA,2014.25102225,NA,NA,1,MS,157.87340173,NA,NA
roots,NA,NA,NA,NA,1306,NA,NA,NA,1003.09059168,NA,NA,1,MS,16.54824500,0.49479842,NA
xylem,NA,NA,NA,NA,1306,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497344
phloem,NA,NA,NA,NA,1307,NA,NA,NA,1970.18031385,NA,NA,1,MS,156.99856585,NA,NA
roots,NA,NA,NA,NA,1307,NA,NA,NA,985.19453009,NA,NA,1,MS,16.70996865,0.49577093,NA
xylem,NA,NA,NA,NA,1307,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497356
phloem,NA,NA,NA,NA,1308,NA,NA,NA,1926.74189933,NA,NA,1,MS,156.13186035,NA,NA
roots,NA,NA,NA,NA,1308,NA,NA,NA,965.67652998,NA,NA,1,MS,16.70122158,0.49673157,NA
xylem,NA,NA,NA,NA,1308,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497343
phloem,NA,NA,NA,NA,1309,NA,NA,NA,1883.68250477,NA,NA,1,MS,155.26286028,NA,NA
roots,NA,NA,NA,NA,1309,NA,NA,NA,945.12236079,NA,NA,1,MS,16.59442527,0.49767865,NA
xylem,NA,NA,NA,NA,1309,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03498580
phloem,NA,NA,NA,NA,1310,NA,NA,NA,1841.20530323,NA,NA,1,MS,154.38843847,NA,NA
roots,NA,NA,NA,NA,1310,NA,NA,NA,923.91777583,NA,NA,1,MS,16.43297995,0.49861079,NA
xylem,NA,NA,NA,NA,1310,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497265
phloem,NA,NA,NA,NA,1311,NA,NA,NA,1799.26257800,NA,NA,1,MS,153.50185157,NA,NA
roots,NA,NA,NA,NA,1311,NA,NA,NA,902.38603043,NA,NA,1,MS,16.24787123,0.49952680,NA
xylem,NA,NA,NA,NA,1311,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497299
phloem,NA,NA,NA,NA,1312,NA,NA,NA,1757.74404756,NA,NA,1,MS,152.60474682,NA,NA
roots,NA,NA,NA,NA,1312,NA,NA,NA,880.67186202,NA,NA,1,MS,16.05032396,0.50042567,NA
xylem,NA,NA,NA,NA,1312,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497282
phloem,NA,NA,NA,NA,1313,NA,NA,NA,1716.85297583,NA,NA,1,MS,151.70192102,NA,NA
roots,NA,NA,NA,NA,1313,NA,NA,NA,858.88782758,NA,NA,1,MS,15.84589112,0.50130647,NA
xylem,NA,NA,NA,NA,1313,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497403
phloem,NA,NA,NA,NA,1314,NA,NA,NA,1676.02459890,NA,NA,1,MS,151.12894726,NA,NA
roots,NA,NA,NA,NA,1314,NA,NA,NA,837.20643337,NA,NA,1,MS,15.53258387,0.50216832,NA
xylem,NA,NA,NA,NA,1314,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03497392
phloem,NA,NA,NA,NA,1315,NA,NA,NA,1637.78969758,NA,NA,1,MS,155.19341873,NA,NA
roots,NA,NA,NA,NA,1315,NA,NA,NA,819.15454147,NA,NA,1,MS,11.31377615,0.50301050,NA
