t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC,PARi
1623,53,3,7,0,10,0.75,400,3,80,0
1624,53,4,7,0,10,0.75,400,3,80,0
1625,53,5,7,0,10,0.75,400,3,80,0
1626,53,6,7,0,10,0.75,400,3,80,3.206349206
1627,53,7,13,0,10,0.75,400,3,80,81.76190476
1628,53,8,13,145.8888889,10,0.75,400,3,80,138.2698413
1629,53,9,13,482.5555556,10,0.75,400,3,80,338.6666667
1630,53,10,13,673.3333333,10,0.75,400,3,80,474.3333333
1631,53,11,13,808,10,0.75,400,3,80,535.650794
1632,53,12,13,942.6666667,10,0.75,400,3,80,649.476191
1633,53,13,13,1077.333333,10,0.75,400,3,80,795.968254
1634,53,14,13,965.1111111,10,0.75,400,3,80,635.650793
1635,53,15,13,673.3333333,10,0.75,400,3,80,529.4444444
1636,53,16,13,460.1111111,10,0.75,400,3,80,379.3492063
1637,53,17,13,101,10,0.75,400,3,80,148.4920635
1638,53,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1639,53,19,13,0,10,0.75,400,3,80,0
1640,53,20,7,0,10,0.75,400,3,80,0
1641,53,21,7,0,10,0.75,400,3,80,0
1642,53,22,7,0,10,0.75,400,3,80,0
1643,53,23,7,0,10,0.75,400,3,80,0
1644,53,24,7,0,10,0.75,400,3,80,0
1645,54,1,7,0,10,0.75,400,3,80,0
1646,54,2,7,0,10,0.75,400,3,80,0
1647,54,3,7,0,10,0.75,400,3,80,0
1648,54,4,7,0,10,0.75,400,3,80,0
1649,54,5,7,0,10,0.75,400,3,80,0
1650,54,6,7,0,10,0.75,400,3,80,3.206349206
1651,54,7,13,0,10,0.75,400,3,80,81.76190476
1652,54,8,13,33.66666667,10,0.75,400,3,80,138.2698413
1653,54,9,13,78.55555556,10,0.75,400,3,80,338.6666667
1654,54,10,13,190.7777778,10,0.75,400,3,80,474.3333333
1655,54,11,13,269.3333333,10,0.75,400,3,80,535.650794
1656,54,12,13,235.6666667,10,0.75,400,3,80,649.476191
1657,54,13,13,291.7777778,10,0.75,400,3,80,795.968254
1658,54,14,13,269.3333333,10,0.75,400,3,80,635.650793
1659,54,15,13,157.1111111,10,0.75,400,3,80,529.4444444
1660,54,16,13,56.11111111,10,0.75,400,3,80,379.3492063
1661,54,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1662,54,18,13,0,10,0.75,400,3,80,52.9047619
1663,54,19,13,0,10,0.75,400,3,80,0
1664,54,20,7,0,10,0.75,400,3,80,0
1665,54,21,7,0,10,0.75,400,3,80,0
1666,54,22,7,0,10,0.75,400,3,80,0
1667,54,23,7,0,10,0.75,400,3,80,0
1668,54,24,7,0,10,0.75,400,3,80,0
1669,55,1,7,0,10,0.75,400,3,80,0
1670,55,2,7,0,10,0.75,400,3,80,0
1671,55,3,7,0,10,0.75,400,3,80,0
1672,55,4,7,0,10,0.75,400,3,80,0
1673,55,5,7,0,10,0.75,400,3,80,0
1674,55,6,7,0,10,0.75,400,3,80,3.206349206
1675,55,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1676,55,8,13,168.3333333,10,0.75,400,3,80,138.2698413
1677,55,9,13,392.7777778,10,0.75,400,3,80,338.6666667
1678,55,10,13,751.8888889,10,0.75,400,3,80,474.3333333
1679,55,11,13,796.7777778,10,0.75,400,3,80,535.650794
1680,55,12,13,1010,10,0.75,400,3,80,649.476191
1681,55,13,13,1066.111111,10,0.75,400,3,80,795.968254
1682,55,14,13,953.8888889,10,0.75,400,3,80,635.650793
1683,55,15,13,751.8888889,10,0.75,400,3,80,529.4444444
1684,55,16,13,505,10,0.75,400,3,80,379.3492063
1685,55,17,13,190.7777778,10,0.75,400,3,80,148.4920635
1686,55,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1687,55,19,13,0,10,0.75,400,3,80,0
1688,55,20,7,0,10,0.75,400,3,80,0
1689,55,21,7,0,10,0.75,400,3,80,0
1690,55,22,7,0,10,0.75,400,3,80,0
1691,55,23,7,0,10,0.75,400,3,80,0
1692,55,24,7,0,10,0.75,400,3,80,0
1693,56,1,7,0,10,0.75,400,3,80,0
1694,56,2,7,0,10,0.75,400,3,80,0
1695,56,3,7,0,10,0.75,400,3,80,0
1696,56,4,7,0,10,0.75,400,3,80,0
1697,56,5,7,0,10,0.75,400,3,80,0
1698,56,6,7,0,10,0.75,400,3,80,3.206349206
1699,56,7,13,0,10,0.75,400,3,80,81.76190476
1700,56,8,13,112.2222222,10,0.75,400,3,80,138.2698413
1701,56,9,13,112.2222222,10,0.75,400,3,80,338.6666667
1702,56,10,13,190.7777778,10,0.75,400,3,80,474.3333333
1703,56,11,13,303,10,0.75,400,3,80,535.650794
1704,56,12,13,471.3333333,10,0.75,400,3,80,649.476191
1705,56,13,13,718.2222222,10,0.75,400,3,80,795.968254
1706,56,14,13,864.1111111,10,0.75,400,3,80,635.650793
1707,56,15,13,774.3333333,10,0.75,400,3,80,529.4444444
1708,56,16,13,460.1111111,10,0.75,400,3,80,379.3492063
1709,56,17,13,213.2222222,10,0.75,400,3,80,148.4920635
1710,56,18,13,0,10,0.75,400,3,80,52.9047619
1711,56,19,13,0,10,0.75,400,3,80,0
1712,56,20,7,0,10,0.75,400,3,80,0
1713,56,21,7,0,10,0.75,400,3,80,0
1714,56,22,7,0,10,0.75,400,3,80,0
1715,56,23,7,0,10,0.75,400,3,80,0
1716,56,24,7,0,10,0.75,400,3,80,0
1717,57,1,7,0,10,0.75,400,3,80,0
1718,57,2,7,0,10,0.75,400,3,80,0
1719,57,3,7,0,10,0.75,400,3,80,0
1720,57,4,7,0,10,0.75,400,3,80,0
1721,57,5,7,0,10,0.75,400,3,80,0
1722,57,6,7,0,10,0.75,400,3,80,3.206349206
1723,57,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1724,57,8,13,67.33333333,10,0.75,400,3,80,138.2698413
1725,57,9,13,235.6666667,10,0.75,400,3,80,338.6666667
1726,57,10,13,852.8888889,10,0.75,400,3,80,474.3333333
1727,57,11,13,909,10,0.75,400,3,80,535.650794
1728,57,12,13,1144.666667,10,0.75,400,3,80,649.476191
1729,57,13,13,931.4444444,10,0.75,400,3,80,795.968254
1730,57,14,13,280.5555556,10,0.75,400,3,80,635.650793
1731,57,15,13,67.33333333,10,0.75,400,3,80,529.4444444
1732,57,16,13,33.66666667,10,0.75,400,3,80,379.3492063
1733,57,17,13,56.11111111,10,0.75,400,3,80,148.4920635
1734,57,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1735,57,19,13,0,10,0.75,400,3,80,0
1736,57,20,7,0,10,0.75,400,3,80,0
1737,57,21,7,0,10,0.75,400,3,80,0
1738,57,22,7,0,10,0.75,400,3,80,0
1739,57,23,7,0,10,0.75,400,3,80,0
1740,57,24,7,0,10,0.75,400,3,80,0
1741,58,1,7,0,10,0.75,400,3,80,0
1742,58,2,7,0,10,0.75,400,3,80,0
1743,58,3,7,0,10,0.75,400,3,80,0
1744,58,4,7,0,10,0.75,400,3,80,0
1745,58,5,7,0,10,0.75,400,3,80,0
1746,58,6,7,0,10,0.75,400,3,80,3.206349206
1747,58,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1748,58,8,13,213.2222222,10,0.75,400,3,80,138.2698413
1749,58,9,13,561.1111111,10,0.75,400,3,80,338.6666667
1750,58,10,13,729.4444444,10,0.75,400,3,80,474.3333333
1751,58,11,13,875.3333333,10,0.75,400,3,80,535.650794
1752,58,12,13,718.2222222,10,0.75,400,3,80,649.476191
1753,58,13,13,909,10,0.75,400,3,80,795.968254
1754,58,14,13,662.1111111,10,0.75,400,3,80,635.650793
1755,58,15,13,830.4444444,10,0.75,400,3,80,529.4444444
1756,58,16,13,538.6666667,10,0.75,400,3,80,379.3492063
1757,58,17,13,157.1111111,10,0.75,400,3,80,148.4920635
1758,58,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1759,58,19,13,0,10,0.75,400,3,80,0
1760,58,20,7,0,10,0.75,400,3,80,0
1761,58,21,7,0,10,0.75,400,3,80,0
1762,58,22,7,0,10,0.75,400,3,80,0
1763,58,23,7,0,10,0.75,400,3,80,0
1764,58,24,7,0,10,0.75,400,3,80,0
1765,61,1,7,0,10,0.75,400,3,80,0
1766,61,2,7,0,10,0.75,400,3,80,0
1767,61,3,7,0,10,0.75,400,3,80,0
1768,61,4,7,0,10,0.75,400,3,80,0
1769,61,5,7,0,10,0.75,400,3,80,0
1770,61,6,7,0,10,0.75,400,3,80,3.206349206
1771,61,7,13,0,10,0.75,400,3,80,81.76190476
1772,61,8,13,33.66666667,10,0.75,400,3,80,138.2698413
1773,61,9,13,89.77777778,10,0.75,400,3,80,338.6666667
1774,61,10,13,213.2222222,10,0.75,400,3,80,474.3333333
1775,61,11,13,202,10,0.75,400,3,80,535.650794
1776,61,12,13,157.1111111,10,0.75,400,3,80,649.476191
1777,61,13,13,179.5555556,10,0.75,400,3,80,795.968254
1778,61,14,13,179.5555556,10,0.75,400,3,80,635.650793
1779,61,15,13,101,10,0.75,400,3,80,529.4444444
1780,61,16,13,67.33333333,10,0.75,400,3,80,379.3492063
1781,61,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1782,61,18,13,0,10,0.75,400,3,80,52.9047619
1783,61,19,13,0,10,0.75,400,3,80,0
1784,61,20,7,0,10,0.75,400,3,80,0
1785,61,21,7,0,10,0.75,400,3,80,0
1786,61,22,7,0,10,0.75,400,3,80,0
1787,61,23,7,0,10,0.75,400,3,80,0
1788,61,24,7,0,10,0.75,400,3,80,0
1789,62,1,7,0,10,0.75,400,3,80,0
1790,62,2,7,0,10,0.75,400,3,80,0
1791,62,3,7,0,10,0.75,400,3,80,0
1792,62,4,7,0,10,0.75,400,3,80,0
1793,62,5,7,0,10,0.75,400,3,80,0
1794,62,6,7,0,10,0.75,400,3,80,3.206349206
1795,62,7,13,0,10,0.75,400,3,80,81.76190476
1796,62,8,13,89.77777778,10,0.75,400,3,80,138.2698413
1797,62,9,13,145.8888889,10,0.75,400,3,80,338.6666667
1798,62,10,13,269.3333333,10,0.75,400,3,80,474.3333333
1799,62,11,13,707,10,0.75,400,3,80,535.650794
1800,62,12,13,493.7777778,10,0.75,400,3,80,649.476191
1801,62,13,13,246.8888889,10,0.75,400,3,80,795.968254
1802,62,14,13,168.3333333,10,0.75,400,3,80,635.650793
1803,62,15,13,202,10,0.75,400,3,80,529.4444444
1804,62,16,13,134.6666667,10,0.75,400,3,80,379.3492063
1805,62,17,13,101,10,0.75,400,3,80,148.4920635
1806,62,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1807,62,19,13,0,10,0.75,400,3,80,0
1808,62,20,7,0,10,0.75,400,3,80,0
1809,62,21,7,0,10,0.75,400,3,80,0
1810,62,22,7,0,10,0.75,400,3,80,0
1811,62,23,7,0,10,0.75,400,3,80,0
1812,62,24,7,0,10,0.75,400,3,80,0
1813,63,1,7,0,10,0.75,400,3,80,0
1814,63,2,7,0,10,0.75,400,3,80,0
1815,63,3,7,0,10,0.75,400,3,80,0
1816,63,4,7,0,10,0.75,400,3,80,0
1817,63,5,7,0,10,0.75,400,3,80,0
1818,63,6,7,0,10,0.75,400,3,80,3.206349206
1819,63,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1820,63,8,13,89.77777778,10,0.75,400,3,80,138.2698413
1821,63,9,13,291.7777778,10,0.75,400,3,80,338.6666667
1822,63,10,13,370.3333333,10,0.75,400,3,80,474.3333333
1823,63,11,13,426.4444444,10,0.75,400,3,80,535.650794
1824,63,12,13,246.8888889,10,0.75,400,3,80,649.476191
1825,63,13,13,258.1111111,10,0.75,400,3,80,795.968254
1826,63,14,13,572.3333333,10,0.75,400,3,80,635.650793
1827,63,15,13,583.5555556,10,0.75,400,3,80,529.4444444
1828,63,16,13,213.2222222,10,0.75,400,3,80,379.3492063
1829,63,17,13,67.33333333,10,0.75,400,3,80,148.4920635
1830,63,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1831,63,19,13,0,10,0.75,400,3,80,0
1832,63,20,7,0,10,0.75,400,3,80,0
1833,63,21,7,0,10,0.75,400,3,80,0
1834,63,22,7,0,10,0.75,400,3,80,0
1835,63,23,7,0,10,0.75,400,3,80,0
1836,63,24,7,0,10,0.75,400,3,80,0
1837,64,1,7,0,10,0.75,400,3,80,0
1838,64,2,7,0,10,0.75,400,3,80,0
1839,64,3,7,0,10,0.75,400,3,80,0
1840,64,4,7,0,10,0.75,400,3,80,0
1841,64,5,7,0,10,0.75,400,3,80,0
1842,64,6,7,0,10,0.75,400,3,80,3.206349206
1843,64,7,13,0,10,0.75,400,3,80,81.76190476
1844,64,8,13,123.4444444,10,0.75,400,3,80,138.2698413
1845,64,9,13,168.3333333,10,0.75,400,3,80,338.6666667
1846,64,10,13,448.8888889,10,0.75,400,3,80,474.3333333
1847,64,11,13,538.6666667,10,0.75,400,3,80,535.650794
1848,64,12,13,751.8888889,10,0.75,400,3,80,649.476191
1849,64,13,13,819.2222222,10,0.75,400,3,80,795.968254
1850,64,14,13,471.3333333,10,0.75,400,3,80,635.650793
1851,64,15,13,202,10,0.75,400,3,80,529.4444444
1852,64,16,13,235.6666667,10,0.75,400,3,80,379.3492063
1853,64,17,13,179.5555556,10,0.75,400,3,80,148.4920635
1854,64,18,13,22.44444444,10,0.75,400,3,80,52.9047619
1855,64,19,13,0,10,0.75,400,3,80,0
1856,64,20,7,0,10,0.75,400,3,80,0
1857,64,21,7,0,10,0.75,400,3,80,0
1858,64,22,7,0,10,0.75,400,3,80,0
1859,64,23,7,0,10,0.75,400,3,80,0
1860,64,24,7,0,10,0.75,400,3,80,0
1861,65,1,7,0,10,0.75,400,3,80,0
1862,65,2,7,0,10,0.75,400,3,80,0
1863,65,3,7,0,10,0.75,400,3,80,0
1864,65,4,7,0,10,0.75,400,3,80,0
1865,65,5,7,0,10,0.75,400,3,80,0
1866,65,6,7,0,10,0.75,400,3,80,3.206349206
1867,65,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1868,65,8,13,78.55555556,10,0.75,400,3,80,138.2698413
1869,65,9,13,448.8888889,10,0.75,400,3,80,338.6666667
1870,65,10,13,774.3333333,10,0.75,400,3,80,474.3333333
1871,65,11,13,572.3333333,10,0.75,400,3,80,535.650794
1872,65,12,13,549.8888889,10,0.75,400,3,80,649.476191
1873,65,13,13,336.6666667,10,0.75,400,3,80,795.968254
1874,65,14,13,258.1111111,10,0.75,400,3,80,635.650793
1875,65,15,13,157.1111111,10,0.75,400,3,80,529.4444444
1876,65,16,13,134.6666667,10,0.75,400,3,80,379.3492063
1877,65,17,13,89.77777778,10,0.75,400,3,80,148.4920635
1878,65,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1879,65,19,13,0,10,0.75,400,3,80,0
1880,65,20,7,0,10,0.75,400,3,80,0
1881,65,21,7,0,10,0.75,400,3,80,0
1882,65,22,7,0,10,0.75,400,3,80,0
1883,65,23,7,0,10,0.75,400,3,80,0
1884,65,24,7,0,10,0.75,400,3,80,0
1885,66,1,7,0,10,0.75,400,3,80,0
1886,66,2,7,0,10,0.75,400,3,80,0
1887,66,3,7,0,10,0.75,400,3,80,0
1888,66,4,7,0,10,0.75,400,3,80,0
1889,66,5,7,0,10,0.75,400,3,80,0
1890,66,6,7,0,10,0.75,400,3,80,3.206349206
1891,66,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1892,66,8,13,112.2222222,10,0.75,400,3,80,138.2698413
1893,66,9,13,471.3333333,10,0.75,400,3,80,338.6666667
1894,66,10,13,460.1111111,10,0.75,400,3,80,474.3333333
1895,66,11,13,763.1111111,10,0.75,400,3,80,535.650794
1896,66,12,13,965.1111111,10,0.75,400,3,80,649.476191
1897,66,13,13,1043.666667,10,0.75,400,3,80,795.968254
1898,66,14,13,684.5555556,10,0.75,400,3,80,635.650793
1899,66,15,13,370.3333333,10,0.75,400,3,80,529.4444444
1900,66,16,13,482.5555556,10,0.75,400,3,80,379.3492063
1901,66,17,13,190.7777778,10,0.75,400,3,80,148.4920635
1902,66,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1903,66,19,13,0,10,0.75,400,3,80,0
1904,66,20,7,0,10,0.75,400,3,80,0
1905,66,21,7,0,10,0.75,400,3,80,0
1906,66,22,7,0,10,0.75,400,3,80,0
1907,66,23,7,0,10,0.75,400,3,80,0
1908,66,24,7,0,10,0.75,400,3,80,0
1909,67,1,7,0,10,0.75,400,3,80,0
1910,67,2,7,0,10,0.75,400,3,80,0
1911,67,3,7,0,10,0.75,400,3,80,0
1912,67,4,7,0,10,0.75,400,3,80,0
1913,67,5,7,0,10,0.75,400,3,80,0
1914,67,6,7,0,10,0.75,400,3,80,3.206349206
1915,67,7,13,11.22222222,10,0.75,400,3,80,81.76190476
1916,67,8,13,89.77777778,10,0.75,400,3,80,138.2698413
1917,67,9,13,157.1111111,10,0.75,400,3,80,338.6666667
1918,67,10,13,258.1111111,10,0.75,400,3,80,474.3333333
1919,67,11,13,314.2222222,10,0.75,400,3,80,535.650794
1920,67,12,13,493.7777778,10,0.75,400,3,80,649.476191
1921,67,13,13,505,10,0.75,400,3,80,795.968254
1922,67,14,13,538.6666667,10,0.75,400,3,80,635.650793
1923,67,15,13,460.1111111,10,0.75,400,3,80,529.4444444
1924,67,16,13,168.3333333,10,0.75,400,3,80,379.3492063
1925,67,17,13,224.4444444,10,0.75,400,3,80,148.4920635
1926,67,18,13,44.88888889,10,0.75,400,3,80,52.9047619
1927,67,19,13,0,10,0.75,400,3,80,0
1928,67,20,7,0,10,0.75,400,3,80,0
1929,67,21,7,0,10,0.75,400,3,80,0
1930,67,22,7,0,10,0.75,400,3,80,0
1931,67,23,7,0,10,0.75,400,3,80,0
1932,67,24,7,0,10,0.75,400,3,80,0
1933,68,1,7,0,10,0.75,400,3,80,0
1934,68,2,7,0,10,0.75,400,3,80,0
1935,68,3,7,0,10,0.75,400,3,80,0
1936,68,4,7,0,10,0.75,400,3,80,0
1937,68,5,7,0,10,0.75,400,3,80,0
1938,68,6,7,0,10,0.75,400,3,80,3.206349206
1939,68,7,13,0,10,0.75,400,3,80,81.76190476
1940,68,8,13,44.88888889,10,0.75,400,3,80,138.2698413
1941,68,9,13,78.55555556,10,0.75,400,3,80,338.6666667
1942,68,10,13,101,10,0.75,400,3,80,474.3333333
1943,68,11,13,190.7777778,10,0.75,400,3,80,535.650794
1944,68,12,13,168.3333333,10,0.75,400,3,80,649.476191
1945,68,13,13,202,10,0.75,400,3,80,795.968254
1946,68,14,13,280.5555556,10,0.75,400,3,80,635.650793
1947,68,15,13,190.7777778,10,0.75,400,3,80,529.4444444
1948,68,16,13,258.1111111,10,0.75,400,3,80,379.3492063
1949,68,17,13,145.8888889,10,0.75,400,3,80,148.4920635
1950,68,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1951,68,19,13,0,10,0.75,400,3,80,0
1952,68,20,7,0,10,0.75,400,3,80,0
1953,68,21,7,0,10,0.75,400,3,80,0
1954,68,22,7,0,10,0.75,400,3,80,0
1955,68,23,7,0,10,0.75,400,3,80,0
1956,68,24,7,0,10,0.75,400,3,80,0
1957,69,1,7,0,10,0.75,400,3,80,0
1958,69,2,7,0,10,0.75,400,3,80,0
1959,69,3,7,0,10,0.75,400,3,80,0
1960,69,4,7,0,10,0.75,400,3,80,0
1961,69,5,7,0,10,0.75,400,3,80,0
1962,69,6,7,0,10,0.75,400,3,80,3.206349206
1963,69,7,13,0,10,0.75,400,3,80,81.76190476
1964,69,8,13,89.77777778,10,0.75,400,3,80,138.2698413
1965,69,9,13,190.7777778,10,0.75,400,3,80,338.6666667
1966,69,10,13,168.3333333,10,0.75,400,3,80,474.3333333
1967,69,11,13,246.8888889,10,0.75,400,3,80,535.650794
1968,69,12,13,774.3333333,10,0.75,400,3,80,649.476191
1969,69,13,13,448.8888889,10,0.75,400,3,80,795.968254
1970,69,14,13,303,10,0.75,400,3,80,635.650793
1971,69,15,13,190.7777778,10,0.75,400,3,80,529.4444444
1972,69,16,13,67.33333333,10,0.75,400,3,80,379.3492063
1973,69,17,13,44.88888889,10,0.75,400,3,80,148.4920635
1974,69,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1975,69,19,13,0,10,0.75,400,3,80,0
1976,69,20,7,0,10,0.75,400,3,80,0
1977,69,21,7,0,10,0.75,400,3,80,0
1978,69,22,7,0,10,0.75,400,3,80,0
1979,69,23,7,0,10,0.75,400,3,80,0
1980,69,24,7,0,10,0.75,400,3,80,0
1981,70,1,7,0,10,0.75,400,3,80,0
1982,70,2,7,0,10,0.75,400,3,80,0
1983,70,3,7,0,10,0.75,400,3,80,0
1984,70,4,7,0,10,0.75,400,3,80,0
1985,70,5,7,0,10,0.75,400,3,80,0
1986,70,6,7,0,10,0.75,400,3,80,3.206349206
1987,70,7,13,0,10,0.75,400,3,80,81.76190476
1988,70,8,13,89.77777778,10,0.75,400,3,80,138.2698413
1989,70,9,13,101,10,0.75,400,3,80,338.6666667
1990,70,10,13,157.1111111,10,0.75,400,3,80,474.3333333
1991,70,11,13,246.8888889,10,0.75,400,3,80,535.650794
1992,70,12,13,325.4444444,10,0.75,400,3,80,649.476191
1993,70,13,13,594.7777778,10,0.75,400,3,80,795.968254
1994,70,14,13,628.4444444,10,0.75,400,3,80,635.650793
1995,70,15,13,392.7777778,10,0.75,400,3,80,529.4444444
1996,70,16,13,303,10,0.75,400,3,80,379.3492063
1997,70,17,13,179.5555556,10,0.75,400,3,80,148.4920635
1998,70,18,13,22.44444444,10,0.75,400,3,80,52.9047619
1999,70,19,13,0,10,0.75,400,3,80,0
2000,70,20,7,0,10,0.75,400,3,80,0
2001,70,21,7,0,10,0.75,400,3,80,0
2002,70,22,7,0,10,0.75,400,3,80,0
2003,70,23,7,0,10,0.75,400,3,80,0
2004,70,24,7,0,10,0.75,400,3,80,0
2005,71,1,7,0,10,0.75,400,3,80,0
2006,71,2,7,0,10,0.75,400,3,80,0
2007,71,3,7,0,10,0.75,400,3,80,0
2008,71,4,7,0,10,0.75,400,3,80,0
2009,71,5,7,0,10,0.75,400,3,80,0
2010,71,6,7,0,10,0.75,400,3,80,3.206349206
2011,71,7,13,33.66666667,10,0.75,400,3,80,81.76190476
2012,71,8,13,291.7777778,10,0.75,400,3,80,138.2698413
2013,71,9,13,572.3333333,10,0.75,400,3,80,338.6666667
2014,71,10,13,628.4444444,10,0.75,400,3,80,474.3333333
2015,71,11,13,1268.111111,10,0.75,400,3,80,535.650794
2016,71,12,13,1245.666667,10,0.75,400,3,80,649.476191
2017,71,13,13,1178.333333,10,0.75,400,3,80,795.968254
2018,71,14,13,1088.555556,10,0.75,400,3,80,635.650793
2019,71,15,13,864.1111111,10,0.75,400,3,80,529.4444444
2020,71,16,13,617.2222222,10,0.75,400,3,80,379.3492063
2021,71,17,13,269.3333333,10,0.75,400,3,80,148.4920635
2022,71,18,13,44.88888889,10,0.75,400,3,80,52.9047619
2023,71,19,13,0,10,0.75,400,3,80,0
2024,71,20,7,0,10,0.75,400,3,80,0
2025,71,21,7,0,10,0.75,400,3,80,0
2026,71,22,7,0,10,0.75,400,3,80,0
2027,71,23,7,0,10,0.75,400,3,80,0
2028,71,24,7,0,10,0.75,400,3,80,0
2029,72,1,7,0,10,0.75,400,3,80,0
2030,72,2,7,0,10,0.75,400,3,80,0
2031,72,3,7,0,10,0.75,400,3,80,0
2032,72,4,7,0,10,0.75,400,3,80,0
2033,72,5,7,0,10,0.75,400,3,80,0
2034,72,6,7,0,10,0.75,400,3,80,3.206349206
2035,72,7,13,44.88888889,10,0.75,400,3,80,81.76190476
2036,72,8,13,258.1111111,10,0.75,400,3,80,138.2698413
2037,72,9,13,505,10,0.75,400,3,80,338.6666667
2038,72,10,13,830.4444444,10,0.75,400,3,80,474.3333333
2039,72,11,13,886.5555556,10,0.75,400,3,80,535.650794
2040,72,12,13,841.6666667,10,0.75,400,3,80,649.476191
2041,72,13,13,987.5555556,10,0.75,400,3,80,795.968254
2042,72,14,13,1032.444444,10,0.75,400,3,80,635.650793
2043,72,15,13,796.7777778,10,0.75,400,3,80,529.4444444
2044,72,16,13,460.1111111,10,0.75,400,3,80,379.3492063
2045,72,17,13,224.4444444,10,0.75,400,3,80,148.4920635
2046,72,18,13,33.66666667,10,0.75,400,3,80,52.9047619
2047,72,19,13,0,10,0.75,400,3,80,0
2048,72,20,7,0,10,0.75,400,3,80,0
2049,72,21,7,0,10,0.75,400,3,80,0
2050,72,22,7,0,10,0.75,400,3,80,0
2051,72,23,7,0,10,0.75,400,3,80,0
2052,72,24,7,0,10,0.75,400,3,80,0
2053,73,1,7,0,10,0.75,400,3,80,0
2054,73,2,7,0,10,0.75,400,3,80,0
2055,73,3,7,0,10,0.75,400,3,80,0
2056,73,4,7,0,10,0.75,400,3,80,0
2057,73,5,7,0,10,0.75,400,3,80,0
2058,73,6,7,0,10,0.75,400,3,80,3.206349206
2059,73,7,13,44.88888889,10,0.75,400,3,80,81.76190476
2060,73,8,13,336.6666667,10,0.75,400,3,80,138.2698413
2061,73,9,13,359.1111111,10,0.75,400,3,80,338.6666667
2062,73,10,13,864.1111111,10,0.75,400,3,80,474.3333333
2063,73,11,13,987.5555556,10,0.75,400,3,80,535.650794
2064,73,12,13,1155.888889,10,0.75,400,3,80,649.476191
2065,73,13,13,1189.555556,10,0.75,400,3,80,795.968254
2066,73,14,13,976.3333333,10,0.75,400,3,80,635.650793
2067,73,15,13,572.3333333,10,0.75,400,3,80,529.4444444
2068,73,16,13,314.2222222,10,0.75,400,3,80,379.3492063
2069,73,17,13,134.6666667,10,0.75,400,3,80,148.4920635
2070,73,18,13,22.44444444,10,0.75,400,3,80,52.9047619
2071,73,19,13,0,10,0.75,400,3,80,0
2072,73,20,7,0,10,0.75,400,3,80,0
2073,73,21,7,0,10,0.75,400,3,80,0
2074,73,22,7,0,10,0.75,400,3,80,0
2075,73,23,7,0,10,0.75,400,3,80,0
2076,73,24,7,0,10,0.75,400,3,80,0
2077,74,1,7,0,10,0.75,400,3,80,0
2078,74,2,7,0,10,0.75,400,3,80,0
2079,74,3,7,0,10,0.75,400,3,80,0
2080,74,4,7,0,10,0.75,400,3,80,0
2081,74,5,7,0,10,0.75,400,3,80,0
2082,74,6,7,0,10,0.75,400,3,80,3.206349206
2083,74,7,13,44.88888889,10,0.75,400,3,80,81.76190476
2084,74,8,13,235.6666667,10,0.75,400,3,80,138.2698413
2085,74,9,13,460.1111111,10,0.75,400,3,80,338.6666667
2086,74,10,13,998.7777778,10,0.75,400,3,80,474.3333333
2087,74,11,13,1212,10,0.75,400,3,80,535.650794
2088,74,12,13,1346.666667,10,0.75,400,3,80,649.476191
2089,74,13,13,1346.666667,10,0.75,400,3,80,795.968254
2090,74,14,13,1234.444444,10,0.75,400,3,80,635.650793
2091,74,15,13,987.5555556,10,0.75,400,3,80,529.4444444
2092,74,16,13,718.2222222,10,0.75,400,3,80,379.3492063
2093,74,17,13,381.5555556,10,0.75,400,3,80,148.4920635
2094,74,18,13,56.11111111,10,0.75,400,3,80,52.9047619
2095,74,19,13,0,10,0.75,400,3,80,0
2096,74,20,7,0,10,0.75,400,3,80,0
2097,74,21,7,0,10,0.75,400,3,80,0
2098,74,22,7,0,10,0.75,400,3,80,0
2099,74,23,7,0,10,0.75,400,3,80,0
2100,74,24,7,0,10,0.75,400,3,80,0
2101,75,1,7,0,10,0.75,400,3,80,0
2102,75,2,7,0,10,0.75,400,3,80,0
2103,75,3,7,0,10,0.75,400,3,80,0
2104,75,4,7,0,10,0.75,400,3,80,0
2105,75,5,7,0,10,0.75,400,3,80,0
2106,75,6,7,0,10,0.75,400,3,80,3.206349206
2107,75,7,13,67.33333333,10,0.75,400,3,80,81.76190476
