t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC,PARi
2542,92,10,13,1268.111111,10,0.75,400,3,80,474.3333333
2543,92,11,13,1122.222222,10,0.75,400,3,80,535.650794
2544,92,12,13,1369.111111,10,0.75,400,3,80,649.476191
2545,92,13,13,1088.555556,10,0.75,400,3,80,795.968254
2546,92,14,13,1223.222222,10,0.75,400,3,80,635.650793
2547,92,15,13,864.1111111,10,0.75,400,3,80,529.4444444
2548,92,16,13,347.8888889,10,0.75,400,3,80,379.3492063
2549,92,17,13,168.3333333,10,0.75,400,3,80,148.4920635
2550,92,18,13,44.88888889,10,0.75,400,3,80,52.9047619
2551,92,19,13,0,10,0.75,400,3,80,0
2552,92,20,7,0,10,0.75,400,3,80,0
2553,92,21,7,0,10,0.75,400,3,80,0
2554,92,22,7,0,10,0.75,400,3,80,0
2555,92,23,7,0,10,0.75,400,3,80,0
2556,92,24,7,0,10,0.75,400,3,80,0
2557,93,1,7,0,10,0.75,400,3,80,0
2558,93,2,7,0,10,0.75,400,3,80,0
2559,93,3,7,0,10,0.75,400,3,80,0
2560,93,4,7,0,10,0.75,400,3,80,0
2561,93,5,7,0,10,0.75,400,3,80,0
2562,93,6,7,0,10,0.75,400,3,80,3.206349206
2563,93,7,13,33.66666667,10,0.75,400,3,80,81.76190476
2564,93,8,13,157.1111111,10,0.75,400,3,80,138.2698413
2565,93,9,13,168.3333333,10,0.75,400,3,80,338.6666667
2566,93,10,13,258.1111111,10,0.75,400,3,80,474.3333333
2567,93,11,13,303,10,0.75,400,3,80,535.650794
2568,93,12,13,426.4444444,10,0.75,400,3,80,649.476191
2569,93,13,13,415.2222222,10,0.75,400,3,80,795.968254
2570,93,14,13,336.6666667,10,0.75,400,3,80,635.650793
2571,93,15,13,426.4444444,10,0.75,400,3,80,529.4444444
2572,93,16,13,190.7777778,10,0.75,400,3,80,379.3492063
2573,93,17,13,235.6666667,10,0.75,400,3,80,148.4920635
2574,93,18,13,112.2222222,10,0.75,400,3,80,52.9047619
2575,93,19,13,0,10,0.75,400,3,80,0
2576,93,20,7,0,10,0.75,400,3,80,0
2577,93,21,7,0,10,0.75,400,3,80,0
2578,93,22,7,0,10,0.75,400,3,80,0
2579,93,23,7,0,10,0.75,400,3,80,0
2580,93,24,7,0,10,0.75,400,3,80,0
2581,94,1,7,0,10,0.75,400,3,80,0
2582,94,2,7,0,10,0.75,400,3,80,0
2583,94,3,7,0,10,0.75,400,3,80,0
2584,94,4,7,0,10,0.75,400,3,80,0
2585,94,5,7,0,10,0.75,400,3,80,0
2586,94,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2587,94,7,13,56.11111111,10,0.75,400,3,80,81.76190476
2588,94,8,13,157.1111111,10,0.75,400,3,80,138.2698413
2589,94,9,13,258.1111111,10,0.75,400,3,80,338.6666667
2590,94,10,13,258.1111111,10,0.75,400,3,80,474.3333333
2591,94,11,13,336.6666667,10,0.75,400,3,80,535.650794
2592,94,12,13,448.8888889,10,0.75,400,3,80,649.476191
2593,94,13,13,303,10,0.75,400,3,80,795.968254
2594,94,14,13,415.2222222,10,0.75,400,3,80,635.650793
2595,94,15,13,527.4444444,10,0.75,400,3,80,529.4444444
2596,94,16,13,213.2222222,10,0.75,400,3,80,379.3492063
2597,94,17,13,112.2222222,10,0.75,400,3,80,148.4920635
2598,94,18,13,168.3333333,10,0.75,400,3,80,52.9047619
2599,94,19,13,11.22222222,10,0.75,400,3,80,0
2600,94,20,7,0,10,0.75,400,3,80,0
2601,94,21,7,0,10,0.75,400,3,80,0
2602,94,22,7,0,10,0.75,400,3,80,0
2603,94,23,7,0,10,0.75,400,3,80,0
2604,94,24,7,0,10,0.75,400,3,80,0
2605,95,1,7,0,10,0.75,400,3,80,0
2606,95,2,7,0,10,0.75,400,3,80,0
2607,95,3,7,0,10,0.75,400,3,80,0
2608,95,4,7,0,10,0.75,400,3,80,0
2609,95,5,7,0,10,0.75,400,3,80,0
2610,95,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2611,95,7,13,123.4444444,10,0.75,400,3,80,81.76190476
2612,95,8,13,561.1111111,10,0.75,400,3,80,138.2698413
2613,95,9,13,920.2222222,10,0.75,400,3,80,338.6666667
2614,95,10,13,976.3333333,10,0.75,400,3,80,474.3333333
2615,95,11,13,1077.333333,10,0.75,400,3,80,535.650794
2616,95,12,13,1111,10,0.75,400,3,80,649.476191
2617,95,13,13,1223.222222,10,0.75,400,3,80,795.968254
2618,95,14,13,1268.111111,10,0.75,400,3,80,635.650793
2619,95,15,13,1054.888889,10,0.75,400,3,80,529.4444444
2620,95,16,13,875.3333333,10,0.75,400,3,80,379.3492063
2621,95,17,13,505,10,0.75,400,3,80,148.4920635
2622,95,18,13,134.6666667,10,0.75,400,3,80,52.9047619
2623,95,19,13,11.22222222,10,0.75,400,3,80,0
2624,95,20,7,0,10,0.75,400,3,80,0
2625,95,21,7,0,10,0.75,400,3,80,0
2626,95,22,7,0,10,0.75,400,3,80,0
2627,95,23,7,0,10,0.75,400,3,80,0
2628,95,24,7,0,10,0.75,400,3,80,0
2629,96,1,7,0,10,0.75,400,3,80,0
2630,96,2,7,0,10,0.75,400,3,80,0
2631,96,3,7,0,10,0.75,400,3,80,0
2632,96,4,7,0,10,0.75,400,3,80,0
2633,96,5,7,0,10,0.75,400,3,80,0
2634,96,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2635,96,7,13,325.4444444,10,0.75,400,3,80,81.76190476
2636,96,8,13,392.7777778,10,0.75,400,3,80,138.2698413
2637,96,9,13,796.7777778,10,0.75,400,3,80,338.6666667
2638,96,10,13,1122.222222,10,0.75,400,3,80,474.3333333
2639,96,11,13,1290.555556,10,0.75,400,3,80,535.650794
2640,96,12,13,796.7777778,10,0.75,400,3,80,649.476191
2641,96,13,13,1043.666667,10,0.75,400,3,80,795.968254
2642,96,14,13,864.1111111,10,0.75,400,3,80,635.650793
2643,96,15,13,875.3333333,10,0.75,400,3,80,529.4444444
2644,96,16,13,538.6666667,10,0.75,400,3,80,379.3492063
2645,96,17,13,269.3333333,10,0.75,400,3,80,148.4920635
2646,96,18,13,179.5555556,10,0.75,400,3,80,52.9047619
2647,96,19,13,11.22222222,10,0.75,400,3,80,0
2648,96,20,7,0,10,0.75,400,3,80,0
2649,96,21,7,0,10,0.75,400,3,80,0
2650,96,22,7,0,10,0.75,400,3,80,0
2651,96,23,7,0,10,0.75,400,3,80,0
2652,96,24,7,0,10,0.75,400,3,80,0
2653,97,1,7,0,10,0.75,400,3,80,0
2654,97,2,7,0,10,0.75,400,3,80,0
2655,97,3,7,0,10,0.75,400,3,80,0
2656,97,4,7,0,10,0.75,400,3,80,0
2657,97,5,7,0,10,0.75,400,3,80,0
2658,97,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2659,97,7,13,269.3333333,10,0.75,400,3,80,81.76190476
2660,97,8,13,437.6666667,10,0.75,400,3,80,138.2698413
2661,97,9,13,448.8888889,10,0.75,400,3,80,338.6666667
2662,97,10,13,426.4444444,10,0.75,400,3,80,474.3333333
2663,97,11,13,684.5555556,10,0.75,400,3,80,535.650794
2664,97,12,13,1144.666667,10,0.75,400,3,80,649.476191
2665,97,13,13,1010,10,0.75,400,3,80,795.968254
2666,97,14,13,650.8888889,10,0.75,400,3,80,635.650793
2667,97,15,13,437.6666667,10,0.75,400,3,80,529.4444444
2668,97,16,13,606,10,0.75,400,3,80,379.3492063
2669,97,17,13,157.1111111,10,0.75,400,3,80,148.4920635
2670,97,18,13,44.88888889,10,0.75,400,3,80,52.9047619
2671,97,19,13,11.22222222,10,0.75,400,3,80,0
2672,97,20,7,0,10,0.75,400,3,80,0
2673,97,21,7,0,10,0.75,400,3,80,0
2674,97,22,7,0,10,0.75,400,3,80,0
2675,97,23,7,0,10,0.75,400,3,80,0
2676,97,24,7,0,10,0.75,400,3,80,0
2677,98,1,7,0,10,0.75,400,3,80,0
2678,98,2,7,0,10,0.75,400,3,80,0
2679,98,3,7,0,10,0.75,400,3,80,0
2680,98,4,7,0,10,0.75,400,3,80,0
2681,98,5,7,0,10,0.75,400,3,80,0
2682,98,6,7,44.88888889,10,0.75,400,3,80,3.206349206
2683,98,7,13,314.2222222,10,0.75,400,3,80,81.76190476
2684,98,8,13,673.3333333,10,0.75,400,3,80,138.2698413
2685,98,9,13,931.4444444,10,0.75,400,3,80,338.6666667
2686,98,10,13,1346.666667,10,0.75,400,3,80,474.3333333
2687,98,11,13,965.1111111,10,0.75,400,3,80,535.650794
2688,98,12,13,920.2222222,10,0.75,400,3,80,649.476191
2689,98,13,13,942.6666667,10,0.75,400,3,80,795.968254
2690,98,14,13,617.2222222,10,0.75,400,3,80,635.650793
2691,98,15,13,684.5555556,10,0.75,400,3,80,529.4444444
2692,98,16,13,516.2222222,10,0.75,400,3,80,379.3492063
2693,98,17,13,448.8888889,10,0.75,400,3,80,148.4920635
2694,98,18,13,145.8888889,10,0.75,400,3,80,52.9047619
2695,98,19,13,22.44444444,10,0.75,400,3,80,0
2696,98,20,7,0,10,0.75,400,3,80,0
2697,98,21,7,0,10,0.75,400,3,80,0
2698,98,22,7,0,10,0.75,400,3,80,0
2699,98,23,7,0,10,0.75,400,3,80,0
2700,98,24,7,0,10,0.75,400,3,80,0
2701,99,1,7,0,10,0.75,400,3,80,0
2702,99,2,7,0,10,0.75,400,3,80,0
2703,99,3,7,0,10,0.75,400,3,80,0
2704,99,4,7,0,10,0.75,400,3,80,0
2705,99,5,7,0,10,0.75,400,3,80,0
2706,99,6,7,44.88888889,10,0.75,400,3,80,3.206349206
2707,99,7,13,291.7777778,10,0.75,400,3,80,81.76190476
2708,99,8,13,594.7777778,10,0.75,400,3,80,138.2698413
2709,99,9,13,953.8888889,10,0.75,400,3,80,338.6666667
2710,99,10,13,1268.111111,10,0.75,400,3,80,474.3333333
2711,99,11,13,1481.333333,10,0.75,400,3,80,535.650794
2712,99,12,13,1616,10,0.75,400,3,80,649.476191
2713,99,13,13,1604.777778,10,0.75,400,3,80,795.968254
2714,99,14,13,1481.333333,10,0.75,400,3,80,635.650793
2715,99,15,13,1245.666667,10,0.75,400,3,80,529.4444444
2716,99,16,13,953.8888889,10,0.75,400,3,80,379.3492063
2717,99,17,13,606,10,0.75,400,3,80,148.4920635
2718,99,18,13,235.6666667,10,0.75,400,3,80,52.9047619
2719,99,19,13,11.22222222,10,0.75,400,3,80,0
2720,99,20,7,0,10,0.75,400,3,80,0
2721,99,21,7,0,10,0.75,400,3,80,0
2722,99,22,7,0,10,0.75,400,3,80,0
2723,99,23,7,0,10,0.75,400,3,80,0
2724,99,24,7,0,10,0.75,400,3,80,0
2725,100,1,7,0,10,0.75,400,3,80,0
2726,100,2,7,0,10,0.75,400,3,80,0
2727,100,3,7,0,10,0.75,400,3,80,0
2728,100,4,7,0,10,0.75,400,3,80,0
2729,100,5,7,0,10,0.75,400,3,80,0
2730,100,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2731,100,7,13,56.11111111,10,0.75,400,3,80,81.76190476
2732,100,8,13,89.77777778,10,0.75,400,3,80,138.2698413
2733,100,9,13,235.6666667,10,0.75,400,3,80,338.6666667
2734,100,10,13,437.6666667,10,0.75,400,3,80,474.3333333
2735,100,11,13,572.3333333,10,0.75,400,3,80,535.650794
2736,100,12,13,886.5555556,10,0.75,400,3,80,649.476191
2737,100,13,13,1616,10,0.75,400,3,80,795.968254
2738,100,14,13,1492.555556,10,0.75,400,3,80,635.650793
2739,100,15,13,1066.111111,10,0.75,400,3,80,529.4444444
2740,100,16,13,258.1111111,10,0.75,400,3,80,379.3492063
2741,100,17,13,123.4444444,10,0.75,400,3,80,148.4920635
2742,100,18,13,44.88888889,10,0.75,400,3,80,52.9047619
2743,100,19,13,11.22222222,10,0.75,400,3,80,0
2744,100,20,7,0,10,0.75,400,3,80,0
2745,100,21,7,0,10,0.75,400,3,80,0
2746,100,22,7,0,10,0.75,400,3,80,0
2747,100,23,7,0,10,0.75,400,3,80,0
2748,100,24,7,0,10,0.75,400,3,80,0
2749,101,1,7,0,10,0.75,400,3,80,0
2750,101,2,7,0,10,0.75,400,3,80,0
2751,101,3,7,0,10,0.75,400,3,80,0
2752,101,4,7,0,10,0.75,400,3,80,0
2753,101,5,7,0,10,0.75,400,3,80,0
2754,101,6,7,44.88888889,10,0.75,400,3,80,3.206349206
2755,101,7,13,359.1111111,10,0.75,400,3,80,81.76190476
2756,101,8,13,718.2222222,10,0.75,400,3,80,138.2698413
2757,101,9,13,841.6666667,10,0.75,400,3,80,338.6666667
2758,101,10,13,1066.111111,10,0.75,400,3,80,474.3333333
2759,101,11,13,1021.222222,10,0.75,400,3,80,535.650794
2760,101,12,13,516.2222222,10,0.75,400,3,80,649.476191
2761,101,13,13,482.5555556,10,0.75,400,3,80,795.968254
2762,101,14,13,976.3333333,10,0.75,400,3,80,635.650793
2763,101,15,13,796.7777778,10,0.75,400,3,80,529.4444444
2764,101,16,13,684.5555556,10,0.75,400,3,80,379.3492063
2765,101,17,13,695.7777778,10,0.75,400,3,80,148.4920635
2766,101,18,13,258.1111111,10,0.75,400,3,80,52.9047619
2767,101,19,13,11.22222222,10,0.75,400,3,80,0
2768,101,20,7,0,10,0.75,400,3,80,0
2769,101,21,7,0,10,0.75,400,3,80,0
2770,101,22,7,0,10,0.75,400,3,80,0
2771,101,23,7,0,10,0.75,400,3,80,0
2772,101,24,7,0,10,0.75,400,3,80,0
2773,102,1,7,0,10,0.75,400,3,80,0
2774,102,2,7,0,10,0.75,400,3,80,0
2775,102,3,7,0,10,0.75,400,3,80,0
2776,102,4,7,0,10,0.75,400,3,80,0
2777,102,5,7,0,10,0.75,400,3,80,0
2778,102,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2779,102,7,13,89.77777778,10,0.75,400,3,80,81.76190476
2780,102,8,13,190.7777778,10,0.75,400,3,80,138.2698413
2781,102,9,13,572.3333333,10,0.75,400,3,80,338.6666667
2782,102,10,13,976.3333333,10,0.75,400,3,80,474.3333333
2783,102,11,13,1234.444444,10,0.75,400,3,80,535.650794
2784,102,12,13,1447.666667,10,0.75,400,3,80,649.476191
2785,102,13,13,1032.444444,10,0.75,400,3,80,795.968254
2786,102,14,13,987.5555556,10,0.75,400,3,80,635.650793
2787,102,15,13,774.3333333,10,0.75,400,3,80,529.4444444
2788,102,16,13,572.3333333,10,0.75,400,3,80,379.3492063
2789,102,17,13,246.8888889,10,0.75,400,3,80,148.4920635
2790,102,18,13,280.5555556,10,0.75,400,3,80,52.9047619
2791,102,19,13,22.44444444,10,0.75,400,3,80,0
2792,102,20,7,0,10,0.75,400,3,80,0
2793,102,21,7,0,10,0.75,400,3,80,0
2794,102,22,7,0,10,0.75,400,3,80,0
2795,102,23,7,0,10,0.75,400,3,80,0
2796,102,24,7,0,10,0.75,400,3,80,0
2797,103,1,7,0,10,0.75,400,3,80,0
2798,103,2,7,0,10,0.75,400,3,80,0
2799,103,3,7,0,10,0.75,400,3,80,0
2800,103,4,7,0,10,0.75,400,3,80,0
2801,103,5,7,0,10,0.75,400,3,80,0
2802,103,6,7,78.55555556,10,0.75,400,3,80,3.206349206
2803,103,7,13,280.5555556,10,0.75,400,3,80,81.76190476
2804,103,8,13,639.6666667,10,0.75,400,3,80,138.2698413
2805,103,9,13,864.1111111,10,0.75,400,3,80,338.6666667
2806,103,10,13,1054.888889,10,0.75,400,3,80,474.3333333
2807,103,11,13,527.4444444,10,0.75,400,3,80,535.650794
2808,103,12,13,1133.444444,10,0.75,400,3,80,649.476191
2809,103,13,13,1313,10,0.75,400,3,80,795.968254
2810,103,14,13,1481.333333,10,0.75,400,3,80,635.650793
2811,103,15,13,336.6666667,10,0.75,400,3,80,529.4444444
2812,103,16,13,347.8888889,10,0.75,400,3,80,379.3492063
2813,103,17,13,583.5555556,10,0.75,400,3,80,148.4920635
2814,103,18,13,190.7777778,10,0.75,400,3,80,52.9047619
2815,103,19,13,33.66666667,10,0.75,400,3,80,0
2816,103,20,7,0,10,0.75,400,3,80,0
2817,103,21,7,0,10,0.75,400,3,80,0
2818,103,22,7,0,10,0.75,400,3,80,0
2819,103,23,7,0,10,0.75,400,3,80,0
2820,103,24,7,0,10,0.75,400,3,80,0
2821,104,1,7,0,10,0.75,400,3,80,0
2822,104,2,7,0,10,0.75,400,3,80,0
2823,104,3,7,0,10,0.75,400,3,80,0
2824,104,4,7,0,10,0.75,400,3,80,0
2825,104,5,7,0,10,0.75,400,3,80,0
2826,104,6,7,0,10,0.75,400,3,80,3.206349206
2827,104,7,13,67.33333333,10,0.75,400,3,80,81.76190476
2828,104,8,13,134.6666667,10,0.75,400,3,80,138.2698413
2829,104,9,13,123.4444444,10,0.75,400,3,80,338.6666667
2830,104,10,13,190.7777778,10,0.75,400,3,80,474.3333333
2831,104,11,13,157.1111111,10,0.75,400,3,80,535.650794
2832,104,12,13,190.7777778,10,0.75,400,3,80,649.476191
2833,104,13,13,145.8888889,10,0.75,400,3,80,795.968254
2834,104,14,13,157.1111111,10,0.75,400,3,80,635.650793
2835,104,15,13,168.3333333,10,0.75,400,3,80,529.4444444
2836,104,16,13,168.3333333,10,0.75,400,3,80,379.3492063
2837,104,17,13,224.4444444,10,0.75,400,3,80,148.4920635
2838,104,18,13,56.11111111,10,0.75,400,3,80,52.9047619
2839,104,19,13,0,10,0.75,400,3,80,0
2840,104,20,7,0,10,0.75,400,3,80,0
2841,104,21,7,0,10,0.75,400,3,80,0
2842,104,22,7,0,10,0.75,400,3,80,0
2843,104,23,7,0,10,0.75,400,3,80,0
2844,104,24,7,0,10,0.75,400,3,80,0
2845,105,1,7,0,10,0.75,400,3,80,0
2846,105,2,7,0,10,0.75,400,3,80,0
2847,105,3,7,0,10,0.75,400,3,80,0
2848,105,4,7,0,10,0.75,400,3,80,0
2849,105,5,7,0,10,0.75,400,3,80,0
2850,105,6,7,33.66666667,10,0.75,400,3,80,3.206349206
2851,105,7,13,190.7777778,10,0.75,400,3,80,81.76190476
2852,105,8,13,235.6666667,10,0.75,400,3,80,138.2698413
2853,105,9,13,909,10,0.75,400,3,80,338.6666667
2854,105,10,13,1088.555556,10,0.75,400,3,80,474.3333333
2855,105,11,13,1279.333333,10,0.75,400,3,80,535.650794
2856,105,12,13,1582.333333,10,0.75,400,3,80,649.476191
2857,105,13,13,707,10,0.75,400,3,80,795.968254
2858,105,14,13,448.8888889,10,0.75,400,3,80,635.650793
2859,105,15,13,538.6666667,10,0.75,400,3,80,529.4444444
2860,105,16,13,718.2222222,10,0.75,400,3,80,379.3492063
2861,105,17,13,493.7777778,10,0.75,400,3,80,148.4920635
2862,105,18,13,123.4444444,10,0.75,400,3,80,52.9047619
2863,105,19,13,33.66666667,10,0.75,400,3,80,0
2864,105,20,7,0,10,0.75,400,3,80,0
2865,105,21,7,0,10,0.75,400,3,80,0
2866,105,22,7,0,10,0.75,400,3,80,0
2867,105,23,7,0,10,0.75,400,3,80,0
2868,105,24,7,0,10,0.75,400,3,80,0
2869,106,1,7,0,10,0.75,400,3,80,0
2870,106,2,7,0,10,0.75,400,3,80,0
2871,106,3,7,0,10,0.75,400,3,80,0
2872,106,4,7,0,10,0.75,400,3,80,0
2873,106,5,7,0,10,0.75,400,3,80,0
2874,106,6,7,112.2222222,10,0.75,400,3,80,3.206349206
2875,106,7,13,460.1111111,10,0.75,400,3,80,81.76190476
2876,106,8,13,785.5555556,10,0.75,400,3,80,138.2698413
2877,106,9,13,931.4444444,10,0.75,400,3,80,338.6666667
2878,106,10,13,695.7777778,10,0.75,400,3,80,474.3333333
2879,106,11,13,1077.333333,10,0.75,400,3,80,535.650794
2880,106,12,13,1414,10,0.75,400,3,80,649.476191
2881,106,13,13,1256.888889,10,0.75,400,3,80,795.968254
2882,106,14,13,1200.777778,10,0.75,400,3,80,635.650793
2883,106,15,13,415.2222222,10,0.75,400,3,80,529.4444444
2884,106,16,13,291.7777778,10,0.75,400,3,80,379.3492063
2885,106,17,13,448.8888889,10,0.75,400,3,80,148.4920635
2886,106,18,13,269.3333333,10,0.75,400,3,80,52.9047619
2887,106,19,13,33.66666667,10,0.75,400,3,80,0
2888,106,20,7,0,10,0.75,400,3,80,0
2889,106,21,7,0,10,0.75,400,3,80,0
2890,106,22,7,0,10,0.75,400,3,80,0
2891,106,23,7,0,10,0.75,400,3,80,0
2892,106,24,7,0,10,0.75,400,3,80,0
2893,107,1,7,0,10,0.75,400,3,80,0
2894,107,2,7,0,10,0.75,400,3,80,0
2895,107,3,7,0,10,0.75,400,3,80,0
2896,107,4,7,0,10,0.75,400,3,80,0
2897,107,5,7,0,10,0.75,400,3,80,0
2898,107,6,7,56.11111111,10,0.75,400,3,80,3.206349206
2899,107,7,13,123.4444444,10,0.75,400,3,80,81.76190476
2900,107,8,13,303,10,0.75,400,3,80,138.2698413
2901,107,9,13,594.7777778,10,0.75,400,3,80,338.6666667
2902,107,10,13,1032.444444,10,0.75,400,3,80,474.3333333
2903,107,11,13,1672.111111,10,0.75,400,3,80,535.650794
2904,107,12,13,1750.666667,10,0.75,400,3,80,649.476191
2905,107,13,13,1391.555556,10,0.75,400,3,80,795.968254
2906,107,14,13,774.3333333,10,0.75,400,3,80,635.650793
2907,107,15,13,740.6666667,10,0.75,400,3,80,529.4444444
2908,107,16,13,796.7777778,10,0.75,400,3,80,379.3492063
2909,107,17,13,493.7777778,10,0.75,400,3,80,148.4920635
2910,107,18,13,213.2222222,10,0.75,400,3,80,52.9047619
2911,107,19,13,11.22222222,10,0.75,400,3,80,0
2912,107,20,7,0,10,0.75,400,3,80,0
2913,107,21,7,0,10,0.75,400,3,80,0
2914,107,22,7,0,10,0.75,400,3,80,0
2915,107,23,7,0,10,0.75,400,3,80,0
2916,107,24,7,0,10,0.75,400,3,80,0
2917,108,1,7,0,10,0.75,400,3,80,0
2918,108,2,7,0,10,0.75,400,3,80,0
2919,108,3,7,0,10,0.75,400,3,80,0
2920,108,4,7,0,10,0.75,400,3,80,0
2921,108,5,7,0,10,0.75,400,3,80,0
2922,108,6,7,78.55555556,10,0.75,400,3,80,3.206349206
2923,108,7,13,325.4444444,10,0.75,400,3,80,81.76190476
2924,108,8,13,740.6666667,10,0.75,400,3,80,138.2698413
2925,108,9,13,1043.666667,10,0.75,400,3,80,338.6666667
2926,108,10,13,1369.111111,10,0.75,400,3,80,474.3333333
2927,108,11,13,1234.444444,10,0.75,400,3,80,535.650794
2928,108,12,13,1481.333333,10,0.75,400,3,80,649.476191
2929,108,13,13,1155.888889,10,0.75,400,3,80,795.968254
2930,108,14,13,1335.444444,10,0.75,400,3,80,635.650793
2931,108,15,13,1189.555556,10,0.75,400,3,80,529.4444444
2932,108,16,13,471.3333333,10,0.75,400,3,80,379.3492063
2933,108,17,13,224.4444444,10,0.75,400,3,80,148.4920635
2934,108,18,13,157.1111111,10,0.75,400,3,80,52.9047619
2935,108,19,13,22.44444444,10,0.75,400,3,80,0
2936,108,20,7,0,10,0.75,400,3,80,0
2937,108,21,7,0,10,0.75,400,3,80,0
2938,108,22,7,0,10,0.75,400,3,80,0
2939,108,23,7,0,10,0.75,400,3,80,0
2940,108,24,7,0,10,0.75,400,3,80,0
2941,109,1,7,0,10,0.75,400,3,80,0
2942,109,2,7,0,10,0.75,400,3,80,0
2943,109,3,7,0,10,0.75,400,3,80,0
2944,109,4,7,0,10,0.75,400,3,80,0
2945,109,5,7,0,10,0.75,400,3,80,0
2946,109,6,7,123.4444444,10,0.75,400,3,80,3.206349206
2947,109,7,13,280.5555556,10,0.75,400,3,80,81.76190476
2948,109,8,13,718.2222222,10,0.75,400,3,80,138.2698413
2949,109,9,13,1010,10,0.75,400,3,80,338.6666667
2950,109,10,13,1245.666667,10,0.75,400,3,80,474.3333333
2951,109,11,13,1402.777778,10,0.75,400,3,80,535.650794
2952,109,12,13,1144.666667,10,0.75,400,3,80,649.476191
2953,109,13,13,1043.666667,10,0.75,400,3,80,795.968254
2954,109,14,13,1346.666667,10,0.75,400,3,80,635.650793
2955,109,15,13,1447.666667,10,0.75,400,3,80,529.4444444
2956,109,16,13,830.4444444,10,0.75,400,3,80,379.3492063
2957,109,17,13,516.2222222,10,0.75,400,3,80,148.4920635
2958,109,18,13,145.8888889,10,0.75,400,3,80,52.9047619
2959,109,19,13,33.66666667,10,0.75,400,3,80,0
2960,109,20,7,0,10,0.75,400,3,80,0
2961,109,21,7,0,10,0.75,400,3,80,0
2962,109,22,7,0,10,0.75,400,3,80,0
2963,109,23,7,0,10,0.75,400,3,80,0
2964,109,24,7,0,10,0.75,400,3,80,0
2965,110,1,7,0,10,0.75,400,3,80,0
2966,110,2,7,0,10,0.75,400,3,80,0
2967,110,3,7,0,10,0.75,400,3,80,0
2968,110,4,7,0,10,0.75,400,3,80,0
2969,110,5,7,0,10,0.75,400,3,80,0
2970,110,6,7,11.22222222,10,0.75,400,3,80,3.206349206
2971,110,7,13,78.55555556,10,0.75,400,3,80,81.76190476
2972,110,8,13,213.2222222,10,0.75,400,3,80,138.2698413
2973,110,9,13,314.2222222,10,0.75,400,3,80,338.6666667
2974,110,10,13,258.1111111,10,0.75,400,3,80,474.3333333
2975,110,11,13,269.3333333,10,0.75,400,3,80,535.650794
2976,110,12,13,336.6666667,10,0.75,400,3,80,649.476191
2977,110,13,13,224.4444444,10,0.75,400,3,80,795.968254
2978,110,14,13,314.2222222,10,0.75,400,3,80,635.650793
2979,110,15,13,325.4444444,10,0.75,400,3,80,529.4444444
2980,110,16,13,179.5555556,10,0.75,400,3,80,379.3492063
2981,110,17,13,89.77777778,10,0.75,400,3,80,148.4920635
2982,110,18,13,33.66666667,10,0.75,400,3,80,52.9047619
2983,110,19,13,11.22222222,10,0.75,400,3,80,0
2984,110,20,7,0,10,0.75,400,3,80,0
2985,110,21,7,0,10,0.75,400,3,80,0
2986,110,22,7,0,10,0.75,400,3,80,0
2987,110,23,7,0,10,0.75,400,3,80,0
2988,110,24,7,0,10,0.75,400,3,80,0
2989,111,1,7,0,10,0.75,400,3,80,0
2990,111,2,7,0,10,0.75,400,3,80,0
2991,111,3,7,0,10,0.75,400,3,80,0
2992,111,4,7,0,10,0.75,400,3,80,0
2993,111,5,7,0,10,0.75,400,3,80,0
2994,111,6,7,123.4444444,10,0.75,400,3,80,3.206349206
2995,111,7,13,460.1111111,10,0.75,400,3,80,81.76190476
2996,111,8,13,785.5555556,10,0.75,400,3,80,138.2698413
2997,111,9,13,841.6666667,10,0.75,400,3,80,338.6666667
2998,111,10,13,897.7777778,10,0.75,400,3,80,474.3333333
2999,111,11,13,1178.333333,10,0.75,400,3,80,535.650794
3000,111,12,13,1122.222222,10,0.75,400,3,80,649.476191
3001,111,13,13,763.1111111,10,0.75,400,3,80,795.968254
3002,111,14,13,1256.888889,10,0.75,400,3,80,635.650793
3003,111,15,13,572.3333333,10,0.75,400,3,80,529.4444444
3004,111,16,13,819.2222222,10,0.75,400,3,80,379.3492063
3005,111,17,13,527.4444444,10,0.75,400,3,80,148.4920635
3006,111,18,13,325.4444444,10,0.75,400,3,80,52.9047619
3007,111,19,13,56.11111111,10,0.75,400,3,80,0
3008,111,20,7,0,10,0.75,400,3,80,0
3009,111,21,7,0,10,0.75,400,3,80,0
3010,111,22,7,0,10,0.75,400,3,80,0
3011,111,23,7,0,10,0.75,400,3,80,0
3012,111,24,7,0,10,0.75,400,3,80,0
3013,112,1,7,0,10,0.75,400,3,80,0
3014,112,2,7,0,10,0.75,400,3,80,0
3015,112,3,7,0,10,0.75,400,3,80,0
3016,112,4,7,0,10,0.75,400,3,80,0
3017,112,5,7,0,10,0.75,400,3,80,0
3018,112,6,7,67.33333333,10,0.75,400,3,80,3.206349206
3019,112,7,13,370.3333333,10,0.75,400,3,80,81.76190476
