plant,mstruct,axis,LAI_turgor,green_area,total_water_influx,t,Tr,plant_water_content,xylem_water_potential,plant_WC_DM,Growth,delta_plant_water_content,Total_Transpiration_turgor
1,0.14737738,MS,0.00000000,0.00230691,0.15003846,383,NA,0.61724209,-0.03854459,91.86196312,0.00019092,0.00019056,0.15003882
1,0.14770098,MS,0.00000000,0.00230404,0.17823758,384,NA,0.61762126,-0.03908802,91.86655282,0.00019493,0.00019429,0.17823822
1,0.14803202,MS,0.00000000,0.00230106,0.21568464,385,NA,0.61795745,-0.04010333,91.87061800,0.00019918,0.00019848,0.21568534
1,0.14838337,MS,0.00000000,0.00229815,0.17463672,386,NA,0.61856945,-0.04145158,91.87800775,0.00020330,0.00020264,0.17463739
1,0.14873941,MS,0.00000000,0.00229574,0.14870977,387,NA,0.61895922,-0.03997400,91.88270722,0.00020875,0.00020803,0.14871049
1,0.14910296,MS,0.00000000,0.00229311,0.11245772,388,NA,0.61932038,-0.03904083,91.88705674,0.00021278,0.00021211,0.11245839
1,0.14947999,MS,0.00000000,0.00229048,0.05665444,389,NA,0.61965149,-0.03773590,91.89104042,0.00021591,0.00021527,0.05665509
1,0.14986794,MS,0.00000000,0.00228798,0.03279872,390,NA,0.61965427,-0.03572710,91.89107380,0.00021794,0.00021633,0.03280032
1,0.15025407,MS,0.00000000,0.00228537,0.01903345,391,NA,0.61958404,-0.03486836,91.89022923,0.00021658,0.00021590,0.01903413
1,0.15064911,MS,0.00000000,0.00228259,0.01300547,392,NA,0.61947383,-0.03437276,91.88890340,0.00021364,0.00021309,0.01300602
1,0.15102781,MS,0.00000000,0.00227994,0.01304616,393,NA,0.61946562,-0.03415565,91.88880463,0.00021170,0.00021114,0.01304671
1,0.15140706,MS,0.00000000,0.00227699,0.01307362,394,NA,0.61949362,-0.03415705,91.88914149,0.00020877,0.00020832,0.01307407
1,0.15178654,MS,0.00000000,0.00227410,0.01310104,395,NA,0.61954525,-0.03415793,91.88976263,0.00020629,0.00020586,0.01310147
1,0.15215891,MS,0.00000000,0.00227124,0.01312801,396,NA,0.61961245,-0.03415883,91.89057089,0.00020374,0.00020332,0.01312843
1,0.15252748,MS,0.00000000,0.00226827,0.01315459,397,NA,0.61968909,-0.03415971,91.89149253,0.00020146,0.00020105,0.01315500
1,0.15289226,MS,0.00000000,0.00226526,0.01317046,398,NA,0.61977419,-0.03416058,91.89251561,0.00020007,0.00019963,0.01317090
1,0.15325597,MS,0.00000000,0.00226220,0.01317991,399,NA,0.61986384,-0.03416110,91.89359309,0.00019779,0.00019744,0.01318026
1,0.15361512,MS,0.00000000,0.00225916,0.01322014,400,NA,0.61995767,-0.03416136,91.89472055,0.00019566,0.00019534,0.01322046
1,0.15396947,MS,0.00000000,0.00225607,0.01324632,401,NA,0.62005452,-0.03416273,91.89588401,0.00019395,0.00019359,0.01324668
1,0.15431932,MS,0.00000000,0.00225293,0.01391060,402,NA,0.62015073,-0.03416361,91.89703945,0.00019176,0.00019144,0.01391092
1,0.15466542,MS,0.00000000,0.00224972,0.04107984,403,NA,0.62019010,-0.03418745,91.89751211,0.00019018,0.00018986,0.04108016
1,0.15504736,MS,0.00000000,0.00225126,0.05558885,404,NA,0.57406918,-0.03516548,91.30316803,0.00018993,0.00018967,0.05558911
1,0.15544051,MS,0.00000000,0.00225469,0.10557620,405,NA,0.57428085,-0.03568780,91.30609481,0.00018984,0.00018948,0.10557656
1,0.15583501,MS,0.00000000,0.00225796,0.13916466,406,NA,0.57477917,-0.03748734,91.31297750,0.00019112,0.00019073,0.13916506
1,0.15622654,MS,0.00000000,0.00226150,0.15462972,407,NA,0.57531386,-0.03869657,91.32035032,0.00019450,0.00019421,0.15463002
1,0.15662851,MS,0.00000000,0.00226500,0.18324350,408,NA,0.57570161,-0.03925344,91.32568922,0.00019849,0.00019800,0.18324399
1,0.15703777,MS,0.00000000,0.00226856,0.22156443,409,NA,0.57604093,-0.04028368,91.33035588,0.00020281,0.00020184,0.22156540
1,0.15746628,MS,0.00000000,0.00227217,0.18010423,410,NA,0.57665470,-0.04166338,91.33878424,0.00020624,0.00020570,0.18010477
1,0.15789926,MS,0.00000000,0.00227624,0.15322066,411,NA,0.57705124,-0.04017094,91.34422086,0.00021174,0.00021120,0.15322120
1,0.15833986,MS,0.00000000,0.00228010,0.11592513,412,NA,0.57742257,-0.03920333,91.34930581,0.00021585,0.00021536,0.11592562
1,0.15879121,MS,0.00000000,0.00228395,0.05876339,413,NA,0.57776655,-0.03786084,91.35401074,0.00021965,0.00021980,0.05876324
1,0.15924910,MS,0.00000000,0.00228785,0.03417491,414,NA,0.57778579,-0.03580315,91.35427376,0.00022159,0.00022076,0.03417574
1,0.15971177,MS,0.00000000,0.00229153,0.01998775,415,NA,0.57773827,-0.03491804,91.35362417,0.00022023,0.00021987,0.01998811
1,0.16017296,MS,0.00000000,0.00229518,0.01366458,416,NA,0.57765305,-0.03440725,91.35245886,0.00021813,0.00021787,0.01366485
1,0.16063932,MS,0.00000000,0.00229872,0.01369158,417,NA,0.57766625,-0.03417954,91.35263931,0.00021584,0.00021551,0.01369192
1,0.16109663,MS,0.00000000,0.00230244,0.01371913,418,NA,0.57771423,-0.03418043,91.35329551,0.00021336,0.00021308,0.01371941
1,0.16154669,MS,0.00000000,0.00230602,0.01371818,419,NA,0.57778585,-0.03418133,91.35427455,0.00021137,0.00021151,0.01371804
1,0.16199279,MS,0.00000000,0.00230948,0.01379497,420,NA,0.57787318,-0.03418123,91.35546819,0.00020920,0.00020883,0.01379534
1,0.16243460,MS,0.00000000,0.00231289,0.01382140,421,NA,0.57797085,-0.03418391,91.35680277,0.00020714,0.00020679,0.01382174
1,0.16287195,MS,0.00000000,0.00231626,0.01384749,422,NA,0.57807590,-0.03418479,91.35823776,0.00020511,0.00020482,0.01384778
1,0.16330454,MS,0.00000000,0.00231958,0.01387319,423,NA,0.57818599,-0.03418566,91.35974097,0.00020320,0.00020295,0.01387344
1,0.16373216,MS,0.00000000,0.00232285,0.01389842,424,NA,0.57830028,-0.03418651,91.36130106,0.00020138,0.00020116,0.01389864
1,0.16415460,MS,0.00000000,0.00232607,0.01393958,425,NA,0.57841732,-0.03418736,91.36289802,0.00019962,0.00019943,0.01393978
1,0.16457154,MS,0.00000000,0.00232923,0.01462063,426,NA,0.57853427,-0.03418877,91.36449326,0.00019790,0.00019772,0.01462081
1,0.16498036,MS,0.00000000,0.00233235,0.04273875,427,NA,0.57859239,-0.03421323,91.36528583,0.00019625,0.00019606,0.04273894
1,0.16540250,MS,0.00000000,0.00233533,0.05758657,428,NA,0.57894849,-0.03522542,91.37013859,0.00019582,0.00019562,0.05758678
1,0.16579711,MS,0.00000000,0.00233891,0.10848044,429,NA,0.57916434,-0.03575993,91.37307730,0.00019624,0.00019597,0.10848071
1,0.16619524,MS,0.00000000,0.00234188,0.14262197,430,NA,0.57966230,-0.03759212,91.37984945,0.00019785,0.00019763,0.14262219
1,0.16659786,MS,0.00000000,0.00234516,0.15803967,431,NA,0.58019982,-0.03882128,91.38714776,0.00020106,0.00020074,0.15804000
1,0.16700429,MS,0.00000000,0.00234855,0.18679324,432,NA,0.58059412,-0.03937643,91.39249350,0.00020538,0.00020501,0.18679361
1,0.16741986,MS,0.00000000,0.00235187,0.22567518,433,NA,0.58093759,-0.04041171,91.39714471,0.00020923,0.00020878,0.22567563
1,0.16785225,MS,0.00000000,0.00235525,0.18338581,434,NA,0.58155366,-0.04181160,91.40547489,0.00021329,0.00021286,0.18338623
1,0.16828712,MS,0.00000000,0.00235904,0.15678659,435,NA,0.58195704,-0.04028933,91.41092048,0.00021913,0.00021874,0.15678698
1,0.16872836,MS,0.00000000,0.00236255,0.11915941,436,NA,0.58233527,-0.03933197,91.41602034,0.00022365,0.00022330,0.11915975
1,0.16918320,MS,0.00000000,0.00236602,0.06081414,437,NA,0.58269338,-0.03797755,91.42084316,0.00022730,0.00022703,0.06081440
1,0.16963992,MS,0.00000000,0.00236960,0.03554257,438,NA,0.58273015,-0.03587726,91.42133806,0.00023060,0.00023055,0.03554262
1,0.17009353,MS,0.00000000,0.00237285,0.02090296,439,NA,0.58270174,-0.03496760,91.42095574,0.00022986,0.00022967,0.02090314
1,0.17044058,MS,0.00000000,0.00237590,0.01426577,440,NA,0.58263750,-0.03444054,91.42009095,0.00022858,0.00022842,0.01426593
1,0.17078836,MS,0.00000000,0.00237664,0.01427137,441,NA,0.58268099,-0.03420156,91.42067640,0.00022712,0.00022697,0.01427152
1,0.17113539,MS,0.00000000,0.00237749,0.01427760,442,NA,0.58276129,-0.03420171,91.42175723,0.00022593,0.00022582,0.01427771
1,0.17148133,MS,0.00000000,0.00237836,0.01428373,443,NA,0.58286533,-0.03420189,91.42315705,0.00022428,0.00022401,0.01428400
1,0.17182605,MS,0.00000000,0.00237923,0.01429004,444,NA,0.58298502,-0.03420205,91.42476689,0.00022316,0.00022288,0.01429032
1,0.17216950,MS,0.00000000,0.00238010,0.01429652,445,NA,0.58311471,-0.03420224,91.42651061,0.00022145,0.00022132,0.01429665
1,0.17250789,MS,0.00000000,0.00238097,0.01430287,446,NA,0.58325145,-0.03420241,91.42834839,0.00021990,0.00021980,0.01430298
1,0.17284747,MS,0.00000000,0.00238177,0.01430867,447,NA,0.58339352,-0.03420258,91.43025692,0.00021862,0.00021853,0.01430876
1,0.17318159,MS,0.00000000,0.00238262,0.01431520,448,NA,0.58353873,-0.03420275,91.43220663,0.00021765,0.00021789,0.01431496
1,0.17351340,MS,0.00000000,0.00238340,0.01432054,449,NA,0.58368673,-0.03420295,91.43419305,0.00021631,0.00021624,0.01432061
1,0.17384267,MS,0.00000000,0.00238416,0.01499262,450,NA,0.58383480,-0.03420309,91.43617944,0.00021506,0.00021498,0.01499269
1,0.17416964,MS,0.00000000,0.00238492,0.04359190,451,NA,0.58392216,-0.03422724,91.43735092,0.00021405,0.00021393,0.04359202
1,0.17450165,MS,0.00000000,0.00238561,0.05869273,452,NA,0.58430689,-0.03525678,91.44250640,0.00021434,0.00021423,0.05869284
1,0.17485768,MS,0.00000000,0.00238677,0.11030758,453,NA,0.58454053,-0.03580042,91.44563431,0.00021546,0.00021527,0.11030778
1,0.17521010,MS,0.00000000,0.00238839,0.14483946,454,NA,0.58828291,-0.03765859,91.49542498,0.00021642,0.00021616,0.14483972
1,0.17565291,MS,0.00000000,0.00238982,0.16029914,455,NA,0.58885999,-0.03890178,91.50305131,0.00024384,-0.00000820,0.16055118
1,0.17606319,MS,0.00000000,0.00239276,0.19019383,456,NA,0.58928103,-0.03945931,91.50860682,0.00024776,0.00024717,0.19019443
1,0.17647700,MS,0.00000000,0.00239499,0.22936324,457,NA,0.58965937,-0.04053566,91.51359271,0.00025132,0.00004680,0.22956776
1,0.17688954,MS,0.00000000,0.00239716,0.18612744,458,NA,0.59031202,-0.04194589,91.52217995,0.00025467,0.00025396,0.18612815
1,0.17729918,MS,0.00000000,0.00239935,0.15896617,459,NA,0.59075552,-0.04038952,91.52800525,0.00026149,0.00024320,0.15898446
1,0.17771426,MS,0.00000000,0.00240119,0.12074118,460,NA,0.59117701,-0.03941196,91.53353421,0.00026657,0.00024655,0.12076120
1,0.17813020,MS,0.00000000,0.00240297,0.06108752,461,NA,0.59157783,-0.03803604,91.53878522,0.00027109,-0.00019245,0.06155106
1,0.17855630,MS,0.00000000,0.00240461,0.03559174,462,NA,0.59166673,-0.03588867,91.53994899,0.00027475,-0.00012963,0.03599612
1,0.17899015,MS,0.00000000,0.00240610,0.02124399,463,NA,0.59169368,-0.03497096,91.54030171,0.00027522,0.00027448,0.02124473
1,0.17942240,MS,0.00000000,0.00240758,0.01481768,464,NA,0.59168075,-0.03445446,91.54013244,0.00027332,0.00060950,0.01448151
1,0.17985567,MS,0.00000000,0.00240891,0.01457371,465,NA,0.59176668,-0.03422304,91.54125705,0.00027240,0.00035743,0.01448869
1,0.18028531,MS,0.00000000,0.00241033,0.01449645,466,NA,0.59188563,-0.03421422,91.54281317,0.00027002,0.00026924,0.01449722
1,0.18071814,MS,0.00000000,0.00241172,0.01450373,467,NA,0.59202757,-0.03421136,91.54466937,0.00026774,0.00026693,0.01450454
1,0.18115840,MS,0.00000000,0.00241320,0.01460059,468,NA,0.59218445,-0.03421154,91.54672002,0.00026557,0.00035915,0.01450701
1,0.18158987,MS,0.00000000,0.00241487,0.01502723,469,NA,0.59234788,-0.03421495,91.54885511,0.00026367,0.00077448,0.01451642
1,0.18201334,MS,0.00000000,0.00241638,0.01452101,470,NA,0.59251749,-0.03423024,91.55106992,0.00026103,0.00025781,0.01452423
1,0.18243541,MS,0.00000000,0.00241776,0.01455641,471,NA,0.59269408,-0.03421192,91.55337458,0.00025888,0.00028430,0.01453099
1,0.18285602,MS,0.00000000,0.00241915,0.01453669,472,NA,0.59287322,-0.03421311,91.55571132,0.00025667,0.00025570,0.01453766
1,0.18328438,MS,0.00000000,0.00242055,0.01458191,473,NA,0.59305250,-0.03421232,91.55804844,0.00025458,0.00029221,0.01454428
1,0.18370408,MS,0.00000000,0.00242215,0.01526713,474,NA,0.59323093,-0.03421388,91.56037336,0.00025235,0.00027493,0.01524455
1,0.18412807,MS,0.00000000,0.00242361,0.04488423,475,NA,0.59334687,-0.03423846,91.56188332,0.00025105,0.00034506,0.04479022
1,0.18454169,MS,0.00000000,0.00242516,0.06071088,476,NA,0.59376204,-0.03530463,91.56728592,0.00025052,0.00040233,0.06055906
1,0.18496059,MS,0.00000000,0.00242689,0.11428308,477,NA,0.59403197,-0.03587437,91.57079475,0.00025089,0.00025698,0.11427698
1,0.18537402,MS,0.00000000,0.00242863,0.15029985,478,NA,0.59457051,-0.03780299,91.57778650,0.00025199,0.00025085,0.15030100
1,0.18579072,MS,0.00000000,0.00243056,0.16684321,479,NA,0.59515281,-0.03909963,91.58533346,0.00025548,0.00037640,0.16672229
1,0.18621919,MS,0.00000000,0.00243263,0.19918497,480,NA,0.59558589,-0.03969532,91.59093773,0.00025985,0.00027427,0.19917055
1,0.18665177,MS,0.00000000,0.00243475,0.24068394,481,NA,0.59597966,-0.04085978,91.59602667,0.00026378,0.00026217,0.24068555
1,0.18710350,MS,0.00000000,0.00243684,0.19515707,482,NA,0.59664706,-0.04235388,91.60463802,0.00026760,0.00030634,0.19511833
1,0.18755521,MS,0.00000000,0.00243943,0.16604965,483,NA,0.59710443,-0.04071505,91.61052927,0.00027474,0.00029013,0.16603426
1,0.18801752,MS,0.00000000,0.00244170,0.12611200,484,NA,0.59754108,-0.03966744,91.61614585,0.00028016,0.00034683,0.12604532
1,0.18847914,MS,0.00000000,0.00244390,0.06423142,485,NA,0.59795511,-0.03822988,91.62146447,0.00028533,0.00058611,0.06393064
1,0.18893861,MS,0.00000000,0.00253782,0.03747136,486,NA,0.62114140,-0.03600237,91.90891725,0.00028853,0.00028660,0.03747329
1,0.18944008,MS,0.00000000,0.00296290,0.02270521,487,NA,0.62195979,-0.03503912,91.91870338,0.00028724,0.00028534,0.02270711
1,0.18993270,MS,0.00000000,0.00296907,0.01550892,488,NA,0.62194666,-0.03454848,91.91854662,0.00028480,0.00028254,0.01551118
1,0.19042250,MS,0.00000000,0.00297083,0.01552395,489,NA,0.62202816,-0.03431752,91.91951984,0.00028251,0.00028039,0.01552607
1,0.19091947,MS,0.00000000,0.00297264,0.01556199,490,NA,0.62214571,-0.03434621,91.92092325,0.00027995,0.00030262,0.01553932
1,0.19140876,MS,0.00000000,0.00297463,0.01558844,491,NA,0.62228582,-0.03437581,91.92259536,0.00027742,0.00031193,0.01555393
1,0.19190073,MS,0.00000000,0.00297651,0.01556563,492,NA,0.62244008,-0.03440506,91.92443558,0.00027487,0.00027281,0.01556768
1,0.19239154,MS,0.00000000,0.00297848,0.01576792,493,NA,0.62260353,-0.03443251,91.92638441,0.00027298,0.00045875,0.01558215
1,0.19287819,MS,0.00000000,0.00298046,0.01570257,494,NA,0.62277310,-0.03446847,91.92840527,0.00027033,0.00037619,0.01559671
1,0.19336132,MS,0.00000000,0.00298242,0.01560878,495,NA,0.62294685,-0.03449468,91.93047495,0.00026762,0.00026564,0.01561077
1,0.19384583,MS,0.00000000,0.00298435,0.01583368,496,NA,0.62312359,-0.03451970,91.93257905,0.00026592,0.00047473,0.01562487
1,0.19432790,MS,0.00000000,0.00298635,0.01582193,497,NA,0.62330137,-0.03455667,91.93469445,0.00026352,0.00044591,0.01563955
1,0.19480720,MS,0.00000000,0.00298835,0.01654188,498,NA,0.62347782,-0.03458508,91.93679306,0.00026115,0.00042818,0.01637485
1,0.19528020,MS,0.00000000,0.00299036,0.04755675,499,NA,0.62359990,-0.03464116,91.93824421,0.00025901,0.00043814,0.04737761
1,0.19575892,MS,0.00000000,0.00299228,0.06367123,500,NA,0.62413256,-0.03584383,91.94457031,0.00025805,0.00036608,0.06356319
1,0.19623939,MS,0.00000000,0.00299517,0.11899409,501,NA,0.62448792,-0.03653952,91.94878511,0.00025731,0.00027226,0.11897914
1,0.19671651,MS,0.00000000,0.00299789,0.15605132,502,NA,0.62516962,-0.03874780,91.95685823,0.00025659,0.00025938,0.15604852
1,0.19719285,MS,0.00000000,0.00300060,0.17302284,503,NA,0.62585097,-0.04036794,91.96491095,0.00025828,0.00027786,0.17300326
1,0.19767139,MS,0.00000000,0.00300318,0.20485061,504,NA,0.62630919,-0.04129892,91.97031755,0.00026147,0.00028884,0.20482324
1,0.19816406,MS,0.00000000,0.00300568,0.24712923,505,NA,0.62667541,-0.04282736,91.97463347,0.00026474,0.00026125,0.24713272
1,0.19866257,MS,0.00000000,0.00300831,0.20084140,506,NA,0.62731352,-0.04481645,91.98214244,0.00026689,0.00025494,0.20085335
1,0.19918014,MS,0.00000000,0.00301123,0.17127406,507,NA,0.62776171,-0.04353427,91.98740812,0.00027240,0.00030605,0.17124040
1,0.19968854,MS,0.00000000,0.00301414,0.13033761,508,NA,0.62819242,-0.04280094,91.99246187,0.00027782,0.00030844,0.13030699
1,0.20021003,MS,0.00000000,0.00301673,0.06681873,509,NA,0.62861713,-0.04158138,91.99743901,0.00028205,0.00028291,0.06681787
1,0.20075147,MS,0.00000000,0.00301941,0.03948197,510,NA,0.62875107,-0.03942601,91.99900740,0.00028729,0.00049365,0.03927560
1,0.20129358,MS,0.00000000,0.00302209,0.02346732,511,NA,0.62870890,-0.03852002,91.99851370,0.00028648,0.00041315,0.02334064
1,0.20184496,MS,0.00000000,0.00302420,0.01606770,512,NA,0.62860996,-0.03799010,91.99735509,0.00028419,0.00043801,0.01591387
1,0.20239251,MS,0.00000000,0.00302629,0.01602348,513,NA,0.62864831,-0.03775577,91.99780420,0.00028141,0.00037571,0.01592919
1,0.20293538,MS,0.00000000,0.00302860,0.01608790,514,NA,0.62873545,-0.03778616,91.99882444,0.00027934,0.00042114,0.01594610
1,0.20347320,MS,0.00000000,0.00303092,0.01601293,515,NA,0.62885267,-0.03782063,92.00019664,0.00027606,0.00032588,0.01596312
1,0.20401283,MS,0.00000000,0.00303322,0.01604407,516,NA,0.62898874,-0.03784991,92.00178884,0.00027328,0.00033734,0.01598001
1,0.20455387,MS,0.00000000,0.00303563,0.01608637,517,NA,0.62913703,-0.03788311,92.00352325,0.00027058,0.00035929,0.01599766
1,0.20508847,MS,0.00000000,0.00303813,0.01606529,518,NA,0.62929286,-0.03791682,92.00534510,0.00026759,0.00031737,0.01601550
1,0.20561620,MS,0.00000000,0.00304056,0.01607861,519,NA,0.62945406,-0.03794823,92.00722885,0.00026482,0.00031009,0.01603334
1,0.20614392,MS,0.00000000,0.00304294,0.01609991,520,NA,0.62961936,-0.03798092,92.00915963,0.00026213,0.00031184,0.01605020
1,0.20666783,MS,0.00000000,0.00304538,0.01609762,521,NA,0.62978606,-0.03801397,92.01110573,0.00025932,0.00028892,0.01606802
1,0.20718758,MS,0.00000000,0.00304780,0.01683983,522,NA,0.62995207,-0.03804619,92.01304294,0.00025661,0.00028361,0.01681283
1,0.20770042,MS,0.00000000,0.00305022,0.04827932,523,NA,0.63006638,-0.03810671,92.01437627,0.00025493,0.00026617,0.04826809
1,0.20822193,MS,0.00000000,0.00305256,0.06473518,524,NA,0.63058978,-0.03933486,92.02047554,0.00025373,0.00028419,0.06470472
1,0.20873420,MS,0.00000000,0.00305595,0.12090776,525,NA,0.63093996,-0.04005668,92.02455104,0.00025262,0.00025223,0.12090815
1,0.20925046,MS,0.00000000,0.00305897,0.15848366,526,NA,0.63162213,-0.04232139,92.03247847,0.00025200,0.00026109,0.15847457
1,0.20976698,MS,0.00000000,0.00306266,0.17571517,527,NA,0.63230171,-0.04399423,92.04036016,0.00025346,0.00023571,0.17573292
1,0.21028765,MS,0.00000000,0.00306626,0.20792637,528,NA,0.63276209,-0.04497264,92.04569067,0.00025751,0.00024268,0.20794120
1,0.21081781,MS,0.00000000,0.00306763,0.25070960,529,NA,0.63312579,-0.04656029,92.04989682,0.00026016,0.00021998,0.25074978
1,0.21136033,MS,0.00000000,0.00307065,0.20398968,530,NA,0.63376020,-0.04862274,92.05722295,0.00026318,0.00024514,0.20400773
1,0.21190757,MS,0.00000000,0.00307404,0.17405130,531,NA,0.63420375,-0.04737103,92.06233705,0.00026885,0.00021380,0.17410635
1,0.21247759,MS,0.00000000,0.00307718,0.13250089,532,NA,0.63463344,-0.04666422,92.06728501,0.00027358,0.00025795,0.13251652
1,0.21304666,MS,0.00000000,0.00308055,0.06815788,533,NA,0.63504870,-0.04545328,92.07206104,0.00027806,0.00032145,0.06811449
1,0.21363438,MS,0.00000000,0.00308378,0.04023734,534,NA,0.63516799,-0.04328462,92.07343187,0.00028133,0.00032407,0.04019460
1,0.21422508,MS,0.00000000,0.00308694,0.02416607,535,NA,0.63509505,-0.04236719,92.07259367,0.00028069,0.00039099,0.02405578
1,0.21482003,MS,0.00000000,0.00308949,0.01650699,536,NA,0.63498084,-0.04184155,92.07128089,0.00027800,0.00038125,0.01640373
1,0.21541028,MS,0.00000000,0.00309202,0.01646990,537,NA,0.63500259,-0.04160211,92.07153091,0.00027493,0.00032261,0.01642221
1,0.21599838,MS,0.00000000,0.00309477,0.01645140,538,NA,0.63507414,-0.04163700,92.07235340,0.00027152,0.00028062,0.01644231
1,0.21657976,MS,0.00000000,0.00309759,0.01651924,539,NA,0.63517676,-0.04167253,92.07353266,0.00026865,0.00032487,0.01646301
1,0.21715424,MS,0.00000000,0.00310039,0.01651041,540,NA,0.63529914,-0.04171136,92.07493856,0.00026543,0.00029234,0.01648350
1,0.21772895,MS,0.00000000,0.00310313,0.01651169,541,NA,0.63543508,-0.04174743,92.07649965,0.00026234,0.00027039,0.01650364
1,0.21829969,MS,0.00000000,0.00310596,0.01652601,542,NA,0.63557861,-0.04178389,92.07814724,0.00025936,0.00026100,0.01652437
1,0.21886244,MS,0.00000000,0.00310878,0.01658204,543,NA,0.63572840,-0.04182089,92.07986602,0.00025686,0.00029380,0.01654510
1,0.21941169,MS,0.00000000,0.00311154,0.01660080,544,NA,0.63588295,-0.04185955,92.08163845,0.00025514,0.00029063,0.01656531
1,0.21996708,MS,0.00000000,0.00311416,0.01664952,545,NA,0.63604099,-0.04189697,92.08345025,0.00025367,0.00031955,0.01658364
1,0.22051835,MS,0.00000000,0.00311692,0.01740290,546,NA,0.63619914,-0.04193561,92.08526241,0.00025190,0.00031401,0.01734079
1,0.22106506,MS,0.00000000,0.00311970,0.04939010,547,NA,0.63630423,-0.04200128,92.08646614,0.00024992,0.00026810,0.04937192
1,0.22161805,MS,0.00000000,0.00312245,0.06605495,548,NA,0.63682237,-0.04326153,92.09239569,0.00024840,0.00026463,0.06603871
1,0.22216071,MS,0.00000000,0.00312621,0.12308616,549,NA,0.63717062,-0.04400714,92.09637614,0.00024732,0.00026166,0.12307182
1,0.22271651,MS,0.00000000,0.00312962,0.16115778,550,NA,0.63785317,-0.04633268,92.10416581,0.00024650,0.00023360,0.16117068
1,0.22327425,MS,0.00000000,0.00313385,0.17865131,551,NA,0.63853271,-0.04806249,92.11190590,0.00024837,0.00021920,0.17868048
1,0.22384361,MS,0.00000000,0.00313800,0.21131141,552,NA,0.63901666,-0.04909412,92.11740888,0.00025214,0.00023897,0.21132458
1,0.22441229,MS,0.00000000,0.00314194,0.25455516,553,NA,0.63938002,-0.05075011,92.12153563,0.00025368,0.00011293,0.25469591
1,0.22500271,MS,0.00000000,0.00314541,0.20708091,554,NA,0.64001172,-0.05289234,92.12869970,0.00025632,0.00012254,0.20721469
1,0.22559510,MS,0.00000000,0.00314942,0.17723908,555,NA,0.64045242,-0.05166556,92.13368998,0.00026404,0.00024850,0.17725461
1,0.22620038,MS,0.00000000,0.00315312,0.13502273,556,NA,0.64087684,-0.05100857,92.13848990,0.00026837,0.00025096,0.13504013
1,0.22682912,MS,0.00000000,0.00315686,0.06961551,557,NA,0.64128189,-0.04980944,92.14306522,0.00027218,0.00026300,0.06962469
1,0.22745513,MS,0.00000000,0.00316082,0.04130687,558,NA,0.64136404,-0.04762138,92.14399258,0.00027508,0.00031474,0.04126721
1,0.22809115,MS,0.00000000,0.00316424,0.02491601,559,NA,0.64127167,-0.04670171,92.14294984,0.00027393,0.00029725,0.02489269
1,0.22872971,MS,0.00000000,0.00316726,0.01704876,560,NA,0.64114501,-0.04617188,92.14151971,0.00027121,0.00034408,0.01697590
1,0.22935835,MS,0.00000000,0.00317026,0.01701508,561,NA,0.64115214,-0.04593006,92.14160016,0.00026786,0.00028512,0.01699782
1,0.22998786,MS,0.00000000,0.00317338,0.01702827,562,NA,0.64120956,-0.04597017,92.14224865,0.00026439,0.00027199,0.01702068
1,0.23060909,MS,0.00000000,0.00317664,0.01709420,563,NA,0.64129930,-0.04601202,92.14326180,0.00026131,0.00031088,0.01704463
1,0.23122586,MS,0.00000000,0.00317987,0.01709203,564,NA,0.64140839,-0.04605598,92.14449311,0.00025790,0.00028185,0.01706808
1,0.23183364,MS,0.00000000,0.00318311,0.01710710,565,NA,0.64153058,-0.04609750,92.14587182,0.00025464,0.00026761,0.01709413
1,0.23244134,MS,0.00000000,0.00318628,0.01712331,566,NA,0.64166400,-0.04613971,92.14737668,0.00025270,0.00025854,0.01711746
1,0.23304453,MS,0.00000000,0.00318953,0.01713881,567,NA,0.64180334,-0.04618209,92.14894770,0.00025063,0.00025311,0.01713633
1,0.23364289,MS,0.00000000,0.00319278,0.01719686,568,NA,0.64194717,-0.04622450,92.15056857,0.00024899,0.00028558,0.01716028
1,0.23422768,MS,0.00000000,0.00319604,0.01721791,569,NA,0.64208455,-0.04626864,92.15211626,0.00024704,0.00028071,0.01718425
1,0.23481744,MS,0.00000000,0.00319917,0.01798586,570,NA,0.64226918,-0.04631151,92.15419530,0.00024487,0.00027731,0.01795342
1,0.23539658,MS,0.00000000,0.00320246,0.05065906,571,NA,0.64232907,-0.04638316,92.15486944,0.00024292,0.00026334,0.05063864
1,0.23597885,MS,0.00000000,0.00320566,0.06758303,572,NA,0.64283026,-0.04768263,92.16050645,0.00024108,0.00025109,0.06757301
1,0.23655694,MS,0.00000000,0.00320981,0.12557573,573,NA,0.64317671,-0.04845665,92.16439841,0.00023989,0.00025151,0.12556411
1,0.23714373,MS,0.00000000,0.00321375,0.16424859,574,NA,0.64389995,-0.05085165,92.17251050,0.00023879,0.00021058,0.16427680
1,0.23774208,MS,0.00000000,0.00321843,0.18203604,575,NA,0.64461705,-0.05264869,92.18053732,0.00024062,0.00021637,0.18206028
1,0.23834163,MS,0.00000000,0.00322319,0.21484385,576,NA,0.64511027,-0.05374189,92.18604857,0.00024396,0.00022139,0.21486642
1,0.23895348,MS,0.00000000,0.00322758,0.26013819,577,NA,0.64549774,-0.05546302,92.19037263,0.00024610,0.00015612,0.26022816
