sum_respi,organ,RGR_Structure,Uptake_Nitrates,WSC_g,amino_acids,senesced_mstruct,sucrose_consumption_mstruct,axis,Unloading_Sucrose,Dry_Mass,R_grain_growth_struct,R_residual,plant,Export_cytokinins,N_tot,sucrose,nitrates,R_grain_growth_starch,S_Amino_Acids,Nstruct,S_grain_structure,Conc_Nitrates,Export_Nitrates,Conc_Amino_Acids,mstruct,cytokinins,Conc_Sucrose,starch,Total_Organic_Nitrogen,S_grain_starch,t,Respi_growth,Unloading_Amino_Acids,AA_consumption_mstruct,regul_transpiration,proteins,N_exudation,R_Nnit_red,HATS_LATS,synthetized_mstruct,structure,Export_Amino_Acids,S_cytokinins,age_from_flowering,Conc_cytokinins,Proteins_N_Mass,S_Proteins,C_exudation,R_Nnit_upt
1.98646753,roots,NA,2.34756373,0.017566279793428573,8.06265072,0.00000000,19.12160880,MS,84.65125021,NA,NA,0.41033317,1,0.04974693,0.00180588,614.81979277,38.56949032,NA,1.41440717,0.00115303,NA,167.28103750484348,0.46380357,27.97503552763097,0.23056702,12.38595927,222.21297187617438,NA,90.42208784,NA,828.00000000,6.58489121,3.45176454,0.19068218,0.00066806,NA,0.22202065,0.64570899,14.18362526,NA,NA,0.87259063,1.03429177,NA,53.7195617569243,NA,NA,16.93025004,0.93198280
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03280771706428571,46.95358880,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00065735,1148.27009725,NA,NA,NA,NA,NA,NA,NA,94.89617126247178,NA,NA,241.74233932618998,NA,NA,NA,829.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.96973751,roots,NA,2.30888180,0.017248125560285717,8.16242771,0.00000000,19.00022034,MS,80.71577983,NA,NA,0.40837637,1,0.05050887,0.00183087,603.68439461,40.06575667,NA,1.41187755,0.00115568,NA,173.3716277118311,0.48186749,28.256216695339987,0.23109754,12.57381021,217.68744437594046,NA,90.71133652,NA,829.00000000,6.54308877,3.30052620,0.18947168,0.00066816,NA,0.21827191,0.64603724,14.15992190,NA,NA,0.88351950,1.03720510,NA,54.40910452789761,NA,NA,16.14315597,0.91662608
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03217456311114286,46.18598576,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00064660,1126.10970889,NA,NA,NA,NA,NA,NA,NA,93.17930732191192,NA,NA,236.65665956395983,NA,NA,NA,830.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.95197303,roots,NA,2.26916007,0.016917169132571432,8.22461116,0.00000000,18.86154873,MS,77.74531232,NA,NA,0.40603736,1,0.05127127,0.00185453,592.10091964,41.50492328,NA,1.40901416,0.00115832,NA,179.19079729971207,0.49924513,28.40674338893533,0.23162419,12.76184339,213.02500098687162,NA,90.96160881,NA,830.00000000,6.49533456,3.18862706,0.18808884,0.00066825,NA,0.21598513,0.64619630,14.13812578,NA,NA,0.89037325,1.03864030,NA,55.09719597940094,NA,NA,15.54906246,0.90085655
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.031549052171428574,45.43929203,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00063615,1104.21682600,NA,NA,NA,NA,NA,NA,NA,91.51130926674941,NA,NA,231.64681872619957,NA,NA,NA,831.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.93344036,roots,NA,2.22877572,0.01657767946628571,8.25919998,0.00000000,18.70752582,MS,75.35857124,NA,NA,0.40339338,1,0.05203387,0.00187698,580.21878132,42.88691863,NA,1.40585474,0.00116093,NA,184.74071864262976,0.51594611,28.46202223819489,0.23214654,12.94971320,208.28036080141445,NA,91.18275054,NA,831.00000000,6.44229383,3.10105773,0.18655291,0.00066835,NA,0.21454028,0.64620135,14.11822496,NA,NA,0.89425214,1.03868504,NA,55.78249497063363,NA,NA,15.07171425,0.88482396
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.030932127015142856,44.71280589,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00062598,1082.62444553,NA,NA,NA,NA,NA,NA,NA,89.89097736984368,NA,NA,226.72049146975561,NA,NA,NA,832.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.91433756,roots,NA,2.18801908,0.016232963285428573,8.27364152,0.00000000,18.53921929,MS,73.41797943,NA,NA,0.40050329,1,0.05279469,0.00189832,568.15371499,44.21201037,NA,1.40242927,0.00116352,NA,190.02498996515106,0.53196705,28.4483538958015,0.23266419,13.13709309,203.49561707727062,NA,91.38206663,NA,832.00000000,6.38433426,3.03219078,0.18487454,0.00066845,NA,0.21382736,0.64606424,14.10019524,NA,NA,0.89594981,1.03740930,NA,56.46375185626977,NA,NA,14.68359589,0.86864357
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03032466818742857,44.00566857,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00061608,1061.36338656,NA,NA,NA,NA,NA,NA,NA,88.31674749242221,NA,NA,221.88467714916644,NA,NA,NA,833.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.89482121,roots,NA,2.14712202,0.01588566692457143,8.27361810,0.00000000,18.35745868,MS,71.82004791,NA,NA,0.39741352,1,0.05354976,0.00191864,555.99834236,45.48074550,NA,1.39876256,0.00116608,NA,195.04836373916507,0.54728642,28.38573826997167,0.23317676,13.32367295,198.70417273430965,NA,91.56510521,NA,833.00000000,6.32174152,2.97776357,0.18306201,0.00066852,NA,0.21374583,0.64579468,14.08400195,NA,NA,0.89603521,1.03487049,NA,57.13979793698137,NA,NA,14.36400958,0.85240744
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.02972114885514286,43.52903031,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00060941,1040.24020993,NA,NA,NA,NA,NA,NA,NA,87.21140443241352,NA,NA,217.09843457960466,NA,NA,NA,834.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.87501247,roots,NA,2.10631379,0.015536900471714283,8.22700161,0.00000000,18.16295131,MS,70.36669680,NA,NA,0.39399355,1,0.05666919,0.00193717,543.79151651,46.66972948,NA,1.39485290,0.00116862,NA,199.71306317152946,0.58625122,28.164546236837616,0.23368391,13.50678736,193.91989679206696,NA,91.69961110,NA,834.00000000,6.25475919,2.94450652,0.18112237,0.00069787,NA,0.21291503,0.64539026,14.07057940,NA,NA,0.93010625,1.03098482,NA,57.79938961137719,NA,NA,14.07333936,0.83620658
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.029181750014000002,45.45996715,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00063644,1021.36125049,NA,NA,NA,NA,NA,NA,NA,90.92589676568039,NA,NA,212.7975480512968,NA,NA,NA,835.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.86058288,roots,NA,2.07814094,0.015249597208285713,6.87286734,0.00000000,17.95565408,MS,79.77434989,NA,NA,0.38555769,1,0.16032028,0.00192188,533.73590229,46.75310865,NA,1.39102164,0.00117112,NA,199.64155152207275,1.65190019,23.478394293475173,0.23418526,13.58528312,189.92652166707674,NA,90.52453201,NA,835.00000000,6.18337243,3.55069210,0.17905519,0.00196291,NA,0.20544937,0.64499840,14.10144437,NA,NA,2.18551494,1.02296469,NA,58.010837744442156,NA,NA,15.95486998,0.82502195
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.02916084452285714,46.65102014,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00065311,1020.62955830,NA,NA,NA,NA,NA,NA,NA,93.15095409001371,NA,NA,212.286839340099,NA,NA,NA,836.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.84358540,roots,NA,2.05656634,0.014998462734285713,5.45271367,0.00000000,17.77828046,MS,90.19139943,NA,NA,0.37724913,1,0.21209192,0.00189803,524.94619570,46.29141786,NA,1.38728188,0.00117361,NA,197.25196191300165,2.15983418,18.58760900191349,0.23468166,13.60998787,186.40364274026925,NA,89.28166474,NA,836.00000000,6.12229044,4.12247593,0.17728640,0.00259207,NA,0.18736696,0.64462785,14.15400783,NA,NA,2.28968178,1.01303369,NA,57.9934020834862,NA,NA,18.03827989,0.81645684
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.02980003832914286,48.89154723,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00068448,1043.00134152,NA,NA,NA,NA,NA,NA,NA,97.46262030846721,NA,NA,216.57979388623812,NA,NA,NA,837.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.83552678,roots,NA,2.05488358,0.014849528226571429,3.54481244,0.00000000,17.61759578,MS,115.39042418,NA,NA,0.36801903,1,0.37827796,0.00184426,519.73348793,44.18410561,NA,1.38397131,0.00117606,NA,187.87869628042404,3.71677762,12.058539705012782,0.23517358,13.46368885,184.1666227735559,NA,87.54944755,NA,837.00000000,6.06695560,5.40902121,0.17568404,0.00467335,NA,0.15740275,0.64443750,14.27261015,NA,NA,2.68371429,0.99799212,NA,57.25000593178877,NA,NA,23.07808484,0.81578878
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.030863357632285714,51.25231595,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00071753,1080.21751713,NA,NA,NA,NA,NA,NA,NA,101.9996799344923,NA,NA,223.9367117786719,NA,NA,NA,838.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.83640389,roots,NA,2.07468398,0.014862231815142858,2.47534125,0.00000000,17.52449555,MS,147.42322096,NA,NA,0.36406623,1,0.47902197,0.00179079,520.17811353,41.25911329,NA,1.38215131,0.00117851,NA,175.07683662030962,4.47909436,8.402990390213748,0.23566289,13.21108975,183.94146031010652,NA,86.65473201,NA,838.00000000,6.03489476,6.99468522,0.17475564,0.00603112,NA,0.14030686,0.64492912,14.42354486,NA,NA,2.41851013,0.98238722,NA,56.05927072353224,NA,NA,29.48464419,0.82364954
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.032137873953142854,53.26215337,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00074567,1124.82558836,NA,NA,NA,NA,NA,NA,NA,105.82538562626597,NA,NA,232.80113496581333,NA,NA,NA,839.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.85131312,roots,NA,2.11390375,0.015054189113142855,2.27951995,0.00000000,17.54767511,MS,179.85316401,NA,NA,0.36566366,1,0.51487608,0.00174861,526.89661896,38.26656430,NA,1.38230474,0.00118096,NA,162.04150269448357,4.56615968,7.722184520653276,0.23615286,12.91887293,185.93063653770696,NA,86.63389749,NA,839.00000000,6.04287708,8.51631302,0.17498679,0.00662917,NA,0.15562023,0.64634172,14.57667232,NA,NA,2.27951995,0.96940106,NA,54.70555355543863,NA,NA,35.97063280,0.83921979
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.033577077802857146,55.18177851,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00077254,1175.19772310,NA,NA,NA,NA,NA,NA,NA,109.45823615810403,NA,NA,242.82447595041648,NA,NA,NA,840.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.88042507,roots,NA,2.17360298,0.015417892436571426,2.42182269,0.00000000,17.70068146,MS,211.62219822,NA,NA,0.37042592,1,0.59036839,0.00170626,539.62623528,34.92346626,NA,1.38388942,0.00118343,NA,147.57614919329876,4.92024674,8.187120120513631,0.23664709,12.54605224,190.02495631786553,NA,86.95271282,NA,840.00000000,6.09556774,9.93678684,0.17651258,0.00782703,NA,0.18995053,0.64843695,14.74344853,NA,NA,2.42182269,0.95563965,NA,53.01587372149812,NA,NA,42.32443964,0.86292038
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03516691395057143,57.17369715,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00080043,1230.84198827,NA,NA,NA,NA,NA,NA,NA,113.21990239350694,NA,NA,253.89699999078346,NA,NA,NA,841.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.92068313,roots,NA,2.25288832,0.015945005486857143,2.67699531,0.00000000,17.97065717,MS,242.53327675,NA,NA,0.37722127,1,0.67993237,0.00166066,558.07519204,31.23145838,NA,1.38629255,0.00118594,NA,131.6955816825102,5.26475080,9.03059857717222,0.23714887,12.07629445,196.10578791007242,NA,87.38709023,NA,841.00000000,6.18853903,11.26588485,0.17920480,0.00936511,NA,0.23267848,0.65094026,14.92382662,NA,NA,2.67699531,0.93810022,NA,50.92284205275783,NA,NA,48.50665535,0.89439666
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.036601160455142855,58.48522147,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00081879,1281.04061593,NA,NA,NA,NA,NA,NA,NA,115.62165848296695,NA,NA,263.80603238133887,NA,NA,NA,842.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.96514481,roots,NA,2.33638912,0.01660131246714286,2.91766356,0.00000000,18.33783923,MS,262.30490799,NA,NA,0.38503646,1,0.53264855,0.00163663,581.04593635,29.09141283,NA,1.39069851,0.00118850,NA,122.40723675653994,3.94594514,9.821266124182232,0.23766089,11.75731221,203.73774875552024,NA,87.81062485,NA,842.00000000,6.31498519,11.97538973,0.18286637,0.00753553,NA,0.26342753,0.65441900,15.04306669,NA,NA,2.91766356,0.93070398,NA,49.47095927310547,NA,NA,52.46098160,0.92754648
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.037813535111142854,59.29485298,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00083013,1323.47372889,NA,NA,NA,NA,NA,NA,NA,117.02273641261418,NA,NA,272.0804546074203,NA,NA,NA,843.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.01062979,roots,NA,2.42063085,0.01732087617457143,3.06543351,0.00000000,18.76350078,MS,270.52927746,NA,NA,0.39279055,1,0.45065706,0.00162307,606.23066611,27.78778178,NA,1.39595595,0.00119112,NA,116.66479884526636,3.25395376,10.295983656387813,0.23818480,11.52238050,212.10094924543185,NA,88.14550590,NA,843.00000000,6.46156987,12.12037185,0.18711110,0.00650556,NA,0.27358877,0.65834107,15.13000284,NA,NA,3.06543351,0.92877064,NA,48.37580105867377,NA,NA,54.10585549,0.96099045
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.038697512844285714,59.45925187,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00083243,1354.41294955,NA,NA,NA,NA,NA,NA,NA,117.14353609531854,NA,NA,277.95772814588724,NA,NA,NA,844.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.05291305,roots,NA,2.49780435,0.018037831447142858,3.48551624,0.00000000,19.19613623,MS,265.68362911,NA,NA,0.40149425,1,0.34391155,0.00162609,631.32410065,27.39237105,NA,1.40174035,0.00119380,NA,114.74648291001384,2.47464805,11.68064579544999,0.23872079,11.39768056,220.38441528629883,NA,88.75701400,NA,844.00000000,6.61055616,11.66361399,0.19142537,0.00501893,NA,0.29336583,0.66255665,15.18203022,NA,NA,2.83395817,0.93375285,NA,47.744817533487556,NA,NA,53.13672582,0.99162833
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03884877505428572,58.65276708,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00082114,1359.70712690,NA,NA,NA,NA,NA,NA,NA,115.35213231337227,NA,NA,278.55519479668095,NA,NA,NA,845.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.08807765,roots,NA,2.55610148,0.01865683481285714,4.57953074,0.00000000,19.59701687,MS,236.81410586,NA,NA,0.41226772,1,0.18437343,0.00165558,652.98921845,28.20882634,NA,1.40778965,0.00119654,NA,117.89637017038386,1.36145265,15.311804747129141,0.23926798,11.43758518,227.42603587896159,NA,90.04645149,NA,845.00000000,6.74860706,10.21528998,0.19542298,0.00268130,NA,0.33216398,0.66694119,15.18723222,NA,NA,1.98921174,0.94868465,NA,47.80240623923017,NA,NA,47.36282117,1.01477229
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.038414851838571434,57.40747343,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00080370,1344.51981435,NA,NA,NA,NA,NA,NA,NA,112.70171918667536,NA,NA,274.9527585872646,NA,NA,NA,846.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.11431791,roots,NA,2.59003833,0.01907428270542857,5.67911505,0.00000000,19.92473060,MS,196.78800633,NA,NA,0.42134859,1,0.11288095,0.00169276,667.59989469,29.56634179,NA,1.41246640,0.00119932,NA,123.28333933286412,0.86487253,18.944251481428214,0.23982431,11.55366212,231.97533460014958,NA,91.34472677,NA,846.00000000,6.86146154,8.40233229,0.19869097,0.00162511,NA,0.33480584,0.67071269,15.17173310,NA,NA,1.49512563,0.96555655,NA,48.17552532518492,NA,NA,39.35760127,1.02824522
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03762919212285715,55.75101365,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00078051,1317.02172430,NA,NA,NA,NA,NA,NA,NA,109.25413976250738,NA,NA,268.8480182475918,NA,NA,NA,847.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.12811362,roots,NA,2.59923790,0.019263813501142858,6.71105432,0.00000000,20.14423523,MS,157.46658319,NA,NA,0.42824222,1,0.06952115,0.00173357,674.23347254,31.24868625,NA,1.41538879,0.00120213,NA,129.99336423575372,0.55508989,22.334187662066938,0.24038678,11.71760688,233.73216576912702,NA,92.57754593,NA,847.00000000,6.93705215,6.66573790,0.20087989,0.00098687,NA,0.31347206,0.67367668,15.14374074,NA,NA,1.07291377,0.98178479,NA,48.74480568357378,NA,NA,31.49331664,1.03189745
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.036896491376,54.77515194,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00076685,1291.37719816,NA,NA,NA,NA,NA,NA,NA,107.14801589786549,NA,NA,263.1373055305788,NA,NA,NA,848.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.12635493,roots,NA,2.57903904,0.01915902062742857,7.43798562,0.00000000,20.25652497,MS,117.25727985,NA,NA,0.43127811,1,0.04798878,0.00177214,670.56572196,33.07511064,NA,1.41585214,0.00120496,NA,137.26824628169268,0.39910956,24.695288322115765,0.24095238,11.90700174,231.91502333365622,NA,93.50647687,NA,848.00000000,6.97572127,4.97359356,0.20199965,0.00067038,NA,0.26012602,0.67548281,15.11011288,NA,NA,0.80777177,0.99474313,NA,49.41641057872099,NA,NA,23.45145597,1.02387850
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.036175474138571424,53.78616776,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00075301,1266.14159485,NA,NA,NA,NA,NA,NA,NA,105.02519619548946,NA,NA,257.53362603170547,NA,NA,NA,849.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.11910599,roots,NA,2.55144207,0.018973870166571427,7.95232303,0.00000000,20.23673043,MS,104.53924770,NA,NA,0.43261377,1,0.04876280,0.00180708,664.08545583,34.85468063,NA,1.41541497,0.00120778,NA,144.31538987953746,0.42058679,26.34119900750844,0.24151742,12.09894856,229.13649314612584,NA,94.22261654,NA,849.00000000,6.96890464,4.44086628,0.20180226,0.00067038,NA,0.25036834,0.67685780,15.07812863,NA,NA,0.86363660,1.00513686,NA,50.09555236222712,NA,NA,20.90784954,1.01292250
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03547117329485714,52.85447300,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00073996,1241.49106532,NA,NA,NA,NA,NA,NA,NA,103.04263537554935,NA,NA,252.12016107765353,NA,NA,NA,850.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.10793219,roots,NA,2.51867795,0.018731687338571428,8.31447471,0.00000000,20.17851254,MS,95.41796393,NA,NA,0.43270020,1,0.04950756,0.00183916,655.60905685,36.58245322,NA,1.41427139,0.00121060,NA,151.11668160107178,0.44110680,27.47668823356694,0.24208084,12.29289317,225.68530442489103,NA,94.78598992,NA,850.00000000,6.94885620,4.06226540,0.20122170,0.00066988,NA,0.24201931,0.67788866,15.04792572,NA,NA,0.90229438,1.01329131,NA,50.78011613806363,NA,NA,19.08359279,0.99991515
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
