sum_respi,organ,RGR_Structure,Uptake_Nitrates,WSC_g,amino_acids,senesced_mstruct,sucrose_consumption_mstruct,axis,Unloading_Sucrose,Dry_Mass,R_grain_growth_struct,R_residual,plant,Export_cytokinins,N_tot,sucrose,nitrates,R_grain_growth_starch,S_Amino_Acids,Nstruct,S_grain_structure,Conc_Nitrates,Export_Nitrates,Conc_Amino_Acids,mstruct,cytokinins,Conc_Sucrose,starch,Total_Organic_Nitrogen,S_grain_starch,t,Respi_growth,Unloading_Amino_Acids,AA_consumption_mstruct,regul_transpiration,proteins,N_exudation,R_Nnit_red,HATS_LATS,synthetized_mstruct,structure,Export_Amino_Acids,S_cytokinins,age_from_flowering,Conc_cytokinins,Proteins_N_Mass,S_Proteins,C_exudation,R_Nnit_upt
0.23990496,roots,NA,0.20455396,0.0021553941405714288,1.53072963,0.00000000,2.64248090,MS,66.53626169,NA,NA,0.05929370,1,0.02442057,0.00052511,75.43879492,23.03558658,NA,1.38801068,0.00018118,NA,636.3940315578203,0.18577037,33.831036065093706,0.03619705,9.06634250,173.67620409213828,NA,14.47231817,NA,20.00000000,0.90998877,2.48503486,0.02635103,0.00044803,NA,0.27001764,0.09947894,1.48599602,NA,NA,0.11110105,1.14124490,NA,250.47186165723446,NA,NA,13.30725234,0.08120792
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.004848371093142856,6.09572881,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00008534,169.69298826,NA,NA,NA,NA,NA,NA,NA,84.6456036327299,NA,NA,245.45474570560842,NA,NA,NA,21.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23855644,roots,NA,0.20288834,0.0021097152554285714,1.44484702,0.00000000,2.59699993,MS,87.94983607,NA,NA,0.05843194,1,0.04657932,0.00052143,73.84003394,22.83268897,NA,1.38322621,0.00018154,NA,629.5275975225505,0.35144576,31.869082944485683,0.03626956,9.06036006,169.65566060538552,NA,14.41233304,NA,21.00000000,0.89432653,3.15934297,0.02589749,0.00085512,NA,0.34418743,0.09933463,1.50081141,NA,NA,0.20015462,1.12718677,NA,249.80617520587515,NA,NA,17.58996721,0.08054667
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.005230748374571428,6.24206725,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00008739,183.07619311,NA,NA,NA,NA,NA,NA,NA,86.50380857947226,NA,NA,264.28190323362594,NA,NA,NA,22.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23830207,roots,NA,0.20364396,0.0020882836845714284,1.33811398,0.00000000,2.56067233,MS,120.94117783,NA,NA,0.05778364,1,0.06150897,0.00051592,73.08992896,22.52035304,NA,1.38064018,0.00018190,NA,619.6944458967349,0.45882300,29.45679581167968,0.03634106,9.03903357,167.6018094500637,NA,14.33113523,NA,22.00000000,0.88181642,4.12354525,0.02553522,0.00113187,NA,0.44283278,0.09934438,1.52070163,NA,NA,0.24536104,1.11879512,NA,248.727845858101,NA,NA,24.18823557,0.08084665
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.005675151473428572,6.42929767,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009001,198.63030157,NA,NA,NA,NA,NA,NA,NA,88.91813047533351,NA,NA,286.1548151961043,NA,NA,NA,23.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23959703,roots,NA,0.20698857,0.002097942588285714,1.25596743,0.00000000,2.54377787,MS,160.18026065,NA,NA,0.05762420,1,0.06818759,0.00051016,73.42799059,22.16574358,NA,1.38106480,0.00018226,NA,608.7468085462823,0.50219513,27.594514459345785,0.03641209,9.01091053,168.04855793318464,NA,14.27435543,NA,23.00000000,0.87599850,5.18474054,0.02536675,0.00125869,NA,0.54796867,0.09956915,1.54248520,NA,NA,0.25610088,1.11885413,NA,247.4702915982027,NA,NA,32.03605213,0.08217446
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006164319741142857,6.66663561,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009333,215.75119094,NA,NA,NA,NA,NA,NA,NA,92.01226036876616,NA,NA,310.18511305426574,NA,NA,NA,24.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.24293315,roots,NA,0.21354516,0.002142593910857143,1.18077443,0.00000000,2.55357225,MS,204.46073987,NA,NA,0.05791993,1,0.08072343,0.00050337,74.99078688,21.73094267,NA,1.38479111,0.00018261,NA,595.6393490297914,0.58548738,25.891770035624432,0.03648339,8.97044894,171.2897907787626,NA,14.22462686,NA,24.00000000,0.87937138,6.31776466,0.02546442,0.00149681,NA,0.64387113,0.10003330,1.56796762,NA,NA,0.28631785,1.12792270,NA,245.87761553956474,NA,NA,40.89214797,0.08477743
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.00669498093542857,6.96672124,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009753,234.32433274,NA,NA,NA,NA,NA,NA,NA,95.95544084608622,NA,NA,336.19196346766245,NA,NA,NA,25.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.24841145,roots,NA,0.22374593,0.002225271652857143,1.10665518,0.00000000,2.59296025,MS,253.44782417,NA,NA,0.05864999,1,0.09716062,0.00049521,77.88450785,21.19537201,NA,1.39173841,0.00018298,NA,579.8088896451151,0.69168847,24.218438282964204,0.03655579,8.91403470,177.54713149863994,NA,14.17636481,NA,25.00000000,0.89293539,7.53528376,0.02585720,0.00181300,NA,0.72024426,0.10073466,1.59810988,NA,NA,0.32503066,1.14493275,NA,243.84740967162796,NA,NA,50.68956483,0.08882713
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007149837467428572,7.18657336,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010061,250.24431136,NA,NA,NA,NA,NA,NA,NA,98.77280336180074,NA,NA,358.26839452596397,NA,NA,NA,26.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.25510006,roots,NA,0.23566647,0.002342799667142857,1.13575704,0.00000000,2.66141062,MS,292.75278014,NA,NA,0.06015516,1,0.07832804,0.00049067,81.99798835,20.81558860,NA,1.40112866,0.00018335,NA,568.2645856822668,0.54988438,24.80489084113885,0.03663010,8.87744745,186.54510077322564,NA,14.23200646,NA,26.00000000,0.91650758,8.40734129,0.02653979,0.00146761,NA,0.81098583,0.10162049,1.62100680,NA,NA,0.27002914,1.16748308,NA,242.35389611275974,NA,NA,58.55055603,0.09355959
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007513322826285714,7.31441595,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010240,262.96629892,NA,NA,NA,NA,NA,NA,NA,100.3096744509441,NA,NA,375.65746899328724,NA,NA,NA,27.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.26293614,roots,NA,0.24871073,0.0024848006234285715,1.21482598,0.00000000,2.75109338,MS,319.01955976,NA,NA,0.06206845,1,0.06630633,0.00048829,86.96802182,20.53922509,NA,1.41154370,0.00018373,NA,559.5465564930417,0.46052679,26.476235237452567,0.03670691,8.85396219,197.4378979779738,NA,14.33850952,NA,27.00000000,0.94739155,8.87353918,0.02743412,0.00124566,NA,0.89125460,0.10259056,1.63921756,NA,NA,0.24514747,1.19089953,NA,241.20696048782096,NA,NA,63.80391195,0.09873816
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007757510119999999,7.33706259,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010272,271.51285420,NA,NA,NA,NA,NA,NA,NA,100.39204957028957,NA,NA,386.98689563347796,NA,NA,NA,28.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27093477,roots,NA,0.26155194,0.0026382491682857144,1.34095008,0.00000000,2.84915153,MS,328.35844573,NA,NA,0.06422768,1,0.04999148,0.00048841,92.33872089,20.39307979,NA,1.42174335,0.00018413,NA,554.3635959090394,0.34498009,29.16181041562292,0.03678647,8.84786058,209.17727108635322,NA,14.49304558,NA,28.00000000,0.98115975,8.87319488,0.02841196,0.00093981,NA,0.95368937,0.10355581,1.65157104,NA,NA,0.20415797,1.21216223,NA,240.51942412522865,NA,NA,65.67168915,0.10383612
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007791933853999999,7.22525403,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010115,272.71768489,NA,NA,NA,NA,NA,NA,NA,98.63378620803455,NA,NA,387.80611430901234,NA,NA,NA,29.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27809900,roots,NA,0.27232758,0.0027849533191428573,1.53781385,0.00000000,2.94419339,MS,310.41688217,NA,NA,0.06657500,1,0.02512784,0.00049210,97.47336617,20.43093308,NA,1.43059180,0.00018454,NA,554.1543288651312,0.17333867,33.36846921790235,0.03686867,8.86750493,220.3166133784231,NA,14.71926907,NA,29.00000000,1.01388923,8.22403883,0.02935973,0.00047134,NA,0.97947449,0.10443317,1.65561779,NA,NA,0.11742310,1.22958135,NA,240.51599718677133,NA,NA,62.08337643,0.10811405
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007680045936285713,7.03858147,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009854,268.80160777,NA,NA,NA,NA,NA,NA,NA,95.86474721473127,NA,NA,381.3593674381202,NA,NA,NA,30.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28415759,roots,NA,0.28053236,0.002907471038571428,1.74282399,0.00000000,3.02618107,MS,277.22382337,NA,NA,0.06870110,1,0.01454088,0.00049707,101.76148635,20.55062903,NA,1.43733109,0.00018496,NA,556.1262817235977,0.10054414,37.73043535913157,0.03695317,8.89841264,229.48298786004014,NA,14.95445654,NA,30.00000000,1.04212325,7.25911754,0.03017731,0.00027181,NA,0.94957798,0.10516560,1.65605073,NA,NA,0.07674104,1.24216938,NA,240.80241668035515,NA,NA,55.44476467,0.11137135
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.0074803440414285705,6.79496632,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009513,261.81204145,NA,NA,NA,NA,NA,NA,NA,92.33359116433134,NA,NA,370.5875309429187,NA,NA,NA,31.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28869144,roots,NA,0.28593778,0.0029974716691428573,1.93793854,0.00000000,3.08943618,MS,239.03506470,NA,NA,0.07047759,1,0.00832428,0.00050260,104.91150842,20.71958223,NA,1.44188995,0.00018539,NA,559.3925778555448,0.05778775,41.85676809821317,0.03703943,8.93605154,236.03564368206173,NA,15.18037918,NA,31.00000000,1.06390636,6.20382166,0.03080810,0.00015495,NA,0.88309714,0.10574544,1.65433038,NA,NA,0.04864490,1.25050824,NA,241.25780391328917,NA,NA,47.80701294,0.11351730
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007294091928857143,6.62543093,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009276,255.29321751,NA,NA,NA,NA,NA,NA,NA,89.82054926607827,NA,NA,360.5202134353312,NA,NA,NA,32.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.29081664,roots,NA,0.28720716,0.003030040627142857,2.08697299,0.00000000,3.13406970,MS,181.13446294,NA,NA,0.07153780,1,0.00571457,0.00050778,106.05142195,20.90943985,NA,1.44327694,0.00018583,NA,563.18780513557,0.03985351,44.96945861953611,0.03712694,8.97662041,238.0378909717131,NA,15.36066682,NA,32.00000000,1.07927676,4.70084511,0.03125319,0.00010589,NA,0.71290460,0.10609723,1.65172382,NA,NA,0.03580004,1.25341656,NA,241.78185463170414,NA,NA,36.22689259,0.11402124
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.007114532539714286,6.45460538,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009036,249.00863889,NA,NA,NA,NA,NA,NA,NA,87.30218740516254,NA,NA,350.83152483843287,NA,NA,NA,33.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.29200006,roots,NA,0.28721518,0.003044053103428571,2.21466312,0.00000000,3.15247984,MS,161.80849500,NA,NA,0.07233875,1,0.00574651,0.00051267,106.54185862,21.09942082,NA,1.44368134,0.00018627,NA,566.9605758112931,0.04025770,47.60800548811406,0.03721497,9.01735152,238.57303172173275,NA,15.51979372,NA,33.00000000,1.08561664,4.19427209,0.03143678,0.00010600,NA,0.67269580,0.10637857,1.64913837,NA,NA,0.03803020,1.25467857,NA,242.3044145944495,NA,NA,32.36169900,0.11402443
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006943690755999999,6.28716545,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00008802,243.02917646,NA,NA,NA,NA,NA,NA,NA,84.8408686885282,NA,NA,341.61536790538116,NA,NA,NA,34.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.29250479,roots,NA,0.28623109,0.0030431279448571427,2.32496920,0.00000000,3.16286764,MS,145.74712654,NA,NA,0.07292796,1,0.00576931,0.00051730,106.50947807,21.28838096,NA,1.44330989,0.00018671,NA,570.6838905318782,0.04059555,49.86090660124257,0.03730328,9.05818919,237.9359090987888,NA,15.66164016,NA,34.00000000,1.08919388,3.77047856,0.03154036,0.00010594,NA,0.63629563,0.10660358,1.64661140,NA,NA,0.03990208,1.25464912,NA,242.82554215071704,NA,NA,29.14942531,0.11363374
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006780310500571428,6.12512101,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00008575,237.31086752,NA,NA,NA,NA,NA,NA,NA,82.46158809803244,NA,NA,332.8000747636961,NA,NA,NA,35.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.29244400,roots,NA,0.28442992,0.0030296894431428574,2.42045057,0.00000000,3.16689461,MS,132.32871935,NA,NA,0.07333515,1,0.00580172,0.00052170,106.03913051,21.47543077,NA,1.44228434,0.00018716,NA,574.3368386567072,0.04099723,51.785836321964496,0.03739170,9.09907974,236.32501889902483,NA,15.78870206,NA,35.00000000,1.09058065,3.41547535,0.03158052,0.00010606,NA,0.60410741,0.10678035,1.64417196,NA,NA,0.04158640,1.25350870,NA,243.34490648994296,NA,NA,26.46574387,0.11291868
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006624638039428571,5.96959910,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00008357,231.86233138,NA,NA,NA,NA,NA,NA,NA,80.18037228621749,NA,NA,324.40076338206154,NA,NA,NA,36.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.29191696,roots,NA,0.28197256,0.003006074240857143,2.50360789,0.00000000,3.16549171,MS,121.15166644,NA,NA,0.07358878,1,0.00583391,0.00052589,105.21259843,21.65984761,NA,1.44071014,0.00018760,NA,577.9027641075568,0.04139265,53.43867402666323,0.03748009,9.13998060,233.92997551055328,NA,15.90342591,NA,36.00000000,1.09009753,3.11920818,0.03156653,0.00010617,NA,0.57657785,0.10691593,1.64184340,NA,NA,0.04306026,1.25139362,NA,243.86229061883253,NA,NA,24.23033329,0.11194311
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006477418751714287,5.82169122,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00008150,226.70965631,NA,NA,NA,NA,NA,NA,NA,78.01397170067955,NA,NA,316.462319597639,NA,NA,NA,37.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.29101088,roots,NA,0.27899900,0.0029743286908571432,2.57615039,0.00000000,3.15944308,MS,111.92902110,NA,NA,0.07371137,1,0.00592527,0.00052988,104.10150418,21.84063678,NA,1.43867269,0.00018804,NA,581.3579791052618,0.04220332,54.85794575268358,0.03756831,9.18079390,230.91603929836967,NA,16.00747462,NA,37.00000000,1.08801457,2.87423222,0.03150621,0.00010735,NA,0.55397084,0.10701603,1.63966343,NA,NA,0.04480175,1.24839788,NA,244.3760153171649,NA,NA,22.38580422,0.11076260
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006336226379714285,5.68042837,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00007953,221.76792329,NA,NA,NA,NA,NA,NA,NA,75.94686086026731,NA,NA,308.8561379148254,NA,NA,NA,38.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28978220,roots,NA,0.27559942,0.0029358943165714285,2.64000159,0.00000000,3.14936834,MS,104.17833542,NA,NA,0.07372136,1,0.00596154,0.00053369,102.75630108,22.01776708,NA,1.43622451,0.00018848,NA,584.7043432907799,0.04261688,56.086355727496944,0.03765624,9.22154139,227.3998968032921,NA,16.10273157,NA,38.00000000,1.08454514,2.66845432,0.03140575,0.00010753,NA,0.53530726,0.10708398,1.63762624,NA,NA,0.04598912,1.24456001,NA,244.8874712398264,NA,NA,20.83566708,0.10941297
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.0062009272408571426,5.54571247,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00007764,217.03245343,NA,NA,NA,NA,NA,NA,NA,73.9779601347373,NA,NA,301.5771619863054,NA,NA,NA,39.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28828431,roots,NA,0.27185681,0.0028920730094285714,2.69651092,0.00000000,3.13561505,MS,97.67175654,NA,NA,0.07363366,1,0.00599768,0.00053734,101.22255533,22.19087826,NA,1.43341111,0.00018892,NA,587.934396112739,0.04302270,57.153989158484315,0.03774380,9.26218878,223.4860545087317,NA,16.19050950,NA,39.00000000,1.07980893,2.49575338,0.03126860,0.00010771,NA,0.52038393,0.10712271,1.63574207,NA,NA,0.04705090,1.23990345,NA,245.3962976700809,NA,NA,19.53435131,0.10792715
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.006070080022,5.41695956,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00007584,212.45280077,NA,NA,NA,NA,NA,NA,NA,72.09803329418067,NA,NA,294.5500172055426,NA,NA,NA,40.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28655705,roots,NA,0.26783469,0.002843883117142857,2.74673761,0.00000000,3.11848035,MS,92.11989402,NA,NA,0.07345970,1,0.00603369,0.00054084,99.53590910,22.35968258,NA,1.43026418,0.00018935,NA,591.0433088110318,0.04342036,58.08457717202907,0.03783087,9.30270188,219.25636633962333,NA,16.27183392,NA,40.00000000,1.07390827,2.34880283,0.03109773,0.00010788,NA,0.50841788,0.10713411,1.63401838,NA,NA,0.04800510,1.23442682,NA,245.90240404199005,NA,NA,18.42397880,0.10633037
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.005940424531142856,5.29363812,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00007411,207.91485859,NA,NA,NA,NA,NA,NA,NA,70.29869019235356,NA,NA,287.6121829928243,NA,NA,NA,41.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28462991,roots,NA,0.26358061,0.0027921043257142855,2.79152360,0.00000000,3.09815268,MS,87.15016911,NA,NA,0.07320803,1,0.00606992,0.00054420,97.72365140,22.52392623,NA,1.42680374,0.00018978,NA,594.0264393267678,0.04381189,58.896972311905515,0.03791738,9.34304345,214.77321525555473,NA,16.34751493,NA,41.00000000,1.06690805,2.21889604,0.03089502,0.00010806,NA,0.49789739,0.10711929,1.63246145,NA,NA,0.04886880,1.22810642,NA,246.40530147388876,NA,NA,17.43003382,0.10464150
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.005813670823714287,5.21092774,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00007295,203.47847883,NA,NA,NA,NA,NA,NA,NA,69.04635753384748,NA,NA,280.84905775458094,NA,NA,NA,42.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.28251988,roots,NA,0.25912827,0.0027370815999999995,2.82902314,0.00000000,3.07472844,MS,82.82468947,NA,NA,0.07287110,1,0.00641985,0.00054735,95.79785600,22.68125598,NA,1.42302402,0.00019021,NA,596.8244272921012,0.04646327,59.55331986254853,0.03800323,9.38287393,210.0651620050892,NA,16.41567591,NA,42.00000000,1.05884147,2.12107676,0.03066143,0.00011381,NA,0.48918206,0.10707742,1.63117616,NA,NA,0.05215809,1.22085752,NA,246.89674877635403,NA,NA,16.56493789,0.10287392
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
