xylem_water_potential,axis,Ksoil,mstruct,SRWC,Tsoil,organ,proteins,Tr,soil_water_potential,total_water_potential,plant,age,amino_acids,t,sucrose,green_area
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00620303,1,NA,NA,1228,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.34784123,1229,4093.03586173,NA
NA,MS,NA,0.25194649,NA,NA,roots,NA,NA,NA,NA,1,NA,0.82753042,1229,1185.07030974,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00483022,1,NA,NA,1229,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.39173770,1230,4056.43668828,NA
NA,MS,NA,0.25233225,NA,NA,roots,NA,NA,NA,NA,1,NA,0.95440994,1230,1193.05273804,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00293304,1,NA,NA,1230,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.03391517,1231,3990.07891094,NA
NA,MS,NA,0.25271894,NA,NA,roots,NA,NA,NA,NA,1,NA,1.06352052,1231,1191.35778400,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00213506,1,NA,NA,1231,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.85651962,1232,3934.19175102,NA
NA,MS,NA,0.25310603,NA,NA,roots,NA,NA,NA,NA,1,NA,1.19603504,1232,1181.15807579,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00168507,1,NA,NA,1232,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.85391431,1233,3878.31513414,NA
NA,MS,NA,0.25349302,NA,NA,roots,NA,NA,NA,NA,1,NA,1.29166886,1233,1168.48795205,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115495,1,NA,NA,1233,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.00123890,1234,3822.46120918,NA
NA,MS,NA,0.25387976,NA,NA,roots,NA,NA,NA,NA,1,NA,1.36243639,1234,1154.24053110,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115485,1,NA,NA,1234,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.28344473,1235,3767.37591005,NA
NA,MS,NA,0.25426610,NA,NA,roots,NA,NA,NA,NA,1,NA,1.41511653,1235,1138.97725442,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115481,1,NA,NA,1235,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.68528979,1236,3713.29730589,NA
NA,MS,NA,0.25465196,NA,NA,roots,NA,NA,NA,NA,1,NA,1.45532860,1236,1123.20052290,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115483,1,NA,NA,1236,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.18352321,1237,3660.12182887,NA
NA,MS,NA,0.25503726,NA,NA,roots,NA,NA,NA,NA,1,NA,1.48646256,1237,1107.16038598,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115487,1,NA,NA,1237,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.76549044,1238,3608.46083065,NA
NA,MS,NA,0.25542193,NA,NA,roots,NA,NA,NA,NA,1,NA,1.51058794,1238,1091.02441839,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115486,1,NA,NA,1238,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.41799122,1239,3554.92781777,NA
NA,MS,NA,0.25580591,NA,NA,roots,NA,NA,NA,NA,1,NA,1.52949014,1239,1074.82569237,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115493,1,NA,NA,1239,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.12983364,1240,3502.58698029,NA
NA,MS,NA,0.25618914,NA,NA,roots,NA,NA,NA,NA,1,NA,1.54459008,1240,1058.62301777,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115497,1,NA,NA,1240,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.89187844,1241,3451.35322560,NA
NA,MS,NA,0.25657156,NA,NA,roots,NA,NA,NA,NA,1,NA,1.55652951,1241,1042.42109862,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115500,1,NA,NA,1241,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.05186790,1242,3395.74775983,NA
NA,MS,NA,0.25695312,NA,NA,roots,NA,NA,NA,NA,1,NA,1.56004437,1242,1025.91773295,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115504,1,NA,NA,1242,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.11629575,1243,3326.05588233,NA
NA,MS,NA,0.25733373,NA,NA,roots,NA,NA,NA,NA,1,NA,1.26997657,1243,1009.23452084,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00117535,1,NA,NA,1243,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.58118137,1244,3312.12875428,NA
NA,MS,NA,0.25771329,NA,NA,roots,NA,NA,NA,NA,1,NA,1.01336458,1244,994.03841888,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00241391,1,NA,NA,1244,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.06458332,1245,3363.76705011,NA
NA,MS,NA,0.25809187,NA,NA,roots,NA,NA,NA,NA,1,NA,0.68263108,1245,986.18251143,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00291962,1,NA,NA,1245,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.56776843,1246,3441.74101697,NA
NA,MS,NA,0.25847012,NA,NA,roots,NA,NA,NA,NA,1,NA,0.59191376,1246,987.95621975,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00477191,1,NA,NA,1246,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.70128578,1247,3528.71991895,NA
NA,MS,NA,0.25884896,NA,NA,roots,NA,NA,NA,NA,1,NA,0.60123990,1247,998.20876528,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00582629,1,NA,NA,1247,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.75237640,1248,3631.33904032,NA
NA,MS,NA,0.25922919,NA,NA,roots,NA,NA,NA,NA,1,NA,0.64029475,1248,1015.78000242,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00633432,1,NA,NA,1248,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.76542796,1249,3750.99162994,NA
NA,MS,NA,0.25961146,NA,NA,roots,NA,NA,NA,NA,1,NA,0.69046407,1249,1040.16755764,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00726232,1,NA,NA,1249,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.35438664,1250,3849.96215680,NA
NA,MS,NA,0.25999632,NA,NA,roots,NA,NA,NA,NA,1,NA,0.72147859,1250,1068.64510280,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00845007,1,NA,NA,1250,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.53722595,1251,3932.30000939,NA
NA,MS,NA,0.26038397,NA,NA,roots,NA,NA,NA,NA,1,NA,0.72446140,1251,1097.56095682,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00683752,1,NA,NA,1251,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.11060396,1252,3984.27695086,NA
NA,MS,NA,0.26077433,NA,NA,roots,NA,NA,NA,NA,1,NA,0.71033892,1252,1123.62179645,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00622475,1,NA,NA,1252,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.06689490,1253,3977.29864097,NA
NA,MS,NA,0.26116705,NA,NA,roots,NA,NA,NA,NA,1,NA,0.84796915,1253,1142.24364560,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00483446,1,NA,NA,1253,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.12867814,1254,3935.37996164,NA
NA,MS,NA,0.26156155,NA,NA,roots,NA,NA,NA,NA,1,NA,0.97669924,1254,1150.41115700,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00294022,1,NA,NA,1254,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.78910464,1255,3868.42503797,NA
NA,MS,NA,0.26195708,NA,NA,roots,NA,NA,NA,NA,1,NA,1.08871353,1255,1148.82988950,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00214136,1,NA,NA,1255,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.62350041,1256,3810.72295454,NA
NA,MS,NA,0.26235299,NA,NA,roots,NA,NA,NA,NA,1,NA,1.22497393,1256,1138.64106743,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00168781,1,NA,NA,1256,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.63412752,1257,3754.51974949,NA
NA,MS,NA,0.26274867,NA,NA,roots,NA,NA,NA,NA,1,NA,1.32321931,1257,1125.96640449,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115688,1,NA,NA,1257,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.80227547,1258,3700.39373454,NA
NA,MS,NA,0.26314393,NA,NA,roots,NA,NA,NA,NA,1,NA,1.39579760,1258,1111.86085228,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115691,1,NA,NA,1258,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.10420181,1259,3644.09560804,NA
NA,MS,NA,0.26353862,NA,NA,roots,NA,NA,NA,NA,1,NA,1.44986668,1259,1096.78058151,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115700,1,NA,NA,1259,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.52128605,1260,3592.99863702,NA
NA,MS,NA,0.26393262,NA,NA,roots,NA,NA,NA,NA,1,NA,1.49043180,1260,1081.17615933,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115707,1,NA,NA,1260,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.03394585,1261,3539.01531360,NA
NA,MS,NA,0.26432585,NA,NA,roots,NA,NA,NA,NA,1,NA,1.52243412,1261,1065.42058819,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115721,1,NA,NA,1261,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.62974249,1262,3484.80275284,NA
NA,MS,NA,0.26471824,NA,NA,roots,NA,NA,NA,NA,1,NA,1.54647077,1262,1049.32277365,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115733,1,NA,NA,1262,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.29490438,1263,3430.87427443,NA
NA,MS,NA,0.26510968,NA,NA,roots,NA,NA,NA,NA,1,NA,1.56506856,1263,1033.04603789,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115746,1,NA,NA,1263,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.01703927,1264,3378.00565716,NA
NA,MS,NA,0.26550010,NA,NA,roots,NA,NA,NA,NA,1,NA,1.57952433,1264,1016.68479633,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115758,1,NA,NA,1264,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.79009315,1265,3326.35171660,NA
NA,MS,NA,0.26588942,NA,NA,roots,NA,NA,NA,NA,1,NA,1.59084124,1265,1000.37375081,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115770,1,NA,NA,1265,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.97669446,1266,3272.90785291,NA
NA,MS,NA,0.26627757,NA,NA,roots,NA,NA,NA,NA,1,NA,1.59398824,1266,984.08970740,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00115785,1,NA,NA,1266,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.24329109,1267,3204.84120723,NA
NA,MS,NA,0.26666447,NA,NA,roots,NA,NA,NA,NA,1,NA,1.29022001,1267,967.68944872,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00117898,1,NA,NA,1267,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.54848557,1268,3192.12910487,NA
NA,MS,NA,0.26705002,NA,NA,roots,NA,NA,NA,NA,1,NA,1.02310953,1268,952.74808160,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00244565,1,NA,NA,1268,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.05731281,1269,3247.63377580,NA
NA,MS,NA,0.26743431,NA,NA,roots,NA,NA,NA,NA,1,NA,0.68275824,1269,945.03036598,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00297374,1,NA,NA,1269,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.55021710,1270,3329.87870554,NA
NA,MS,NA,0.26781810,NA,NA,roots,NA,NA,NA,NA,1,NA,0.60496072,1270,946.95952188,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00489184,1,NA,NA,1270,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.65618250,1271,3420.54065646,NA
NA,MS,NA,0.26820251,NA,NA,roots,NA,NA,NA,NA,1,NA,0.61949996,1271,957.49148052,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00596795,1,NA,NA,1271,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.68335828,1272,3528.33433123,NA
NA,MS,NA,0.26858852,NA,NA,roots,NA,NA,NA,NA,1,NA,0.66494983,1272,975.44660453,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00649382,1,NA,NA,1272,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.65935470,1273,3653.20807414,NA
NA,MS,NA,0.26897694,NA,NA,roots,NA,NA,NA,NA,1,NA,0.71878247,1273,1000.52985572,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00743347,1,NA,NA,1273,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.18296935,1274,3756.18683053,NA
NA,MS,NA,0.26936844,NA,NA,roots,NA,NA,NA,NA,1,NA,0.74819680,1274,1029.88851164,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00865380,1,NA,NA,1274,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.33289089,1275,3841.49324650,NA
NA,MS,NA,0.26976327,NA,NA,roots,NA,NA,NA,NA,1,NA,0.75109526,1275,1059.83101007,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00698264,1,NA,NA,1275,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.89303500,1276,3897.26982314,NA
NA,MS,NA,0.27016133,NA,NA,roots,NA,NA,NA,NA,1,NA,0.72550576,1276,1087.14939293,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00637354,1,NA,NA,1276,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.84725401,1277,3890.94603234,NA
NA,MS,NA,0.27056223,NA,NA,roots,NA,NA,NA,NA,1,NA,0.86363363,1277,1106.92817236,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00494135,1,NA,NA,1277,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.91742474,1278,3844.71582828,NA
NA,MS,NA,0.27096522,NA,NA,roots,NA,NA,NA,NA,1,NA,0.99609936,1278,1116.03338607,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00299447,1,NA,NA,1278,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.60305527,1279,3770.39666711,NA
NA,MS,NA,0.27136941,NA,NA,roots,NA,NA,NA,NA,1,NA,1.10904506,1279,1114.40323362,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00216552,1,NA,NA,1279,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.44704188,1280,3716.26206810,NA
NA,MS,NA,0.27177394,NA,NA,roots,NA,NA,NA,NA,1,NA,1.24964295,1280,1104.21261658,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00169515,1,NA,NA,1280,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.47082530,1281,3658.62704425,NA
NA,MS,NA,0.27217811,NA,NA,roots,NA,NA,NA,NA,1,NA,1.35086882,1281,1091.69118920,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116179,1,NA,NA,1281,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.65267369,1282,3602.38597029,NA
NA,MS,NA,0.27258170,NA,NA,roots,NA,NA,NA,NA,1,NA,1.42515131,1282,1077.59523169,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116194,1,NA,NA,1282,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.96392698,1283,3546.33614157,NA
NA,MS,NA,0.27298451,NA,NA,roots,NA,NA,NA,NA,1,NA,1.48008805,1283,1062.45389797,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116210,1,NA,NA,1283,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.39229038,1284,3491.09686883,NA
NA,MS,NA,0.27338641,NA,NA,roots,NA,NA,NA,NA,1,NA,1.52073549,1284,1046.64386636,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116229,1,NA,NA,1284,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.91692474,1285,3436.26758518,NA
NA,MS,NA,0.27378727,NA,NA,roots,NA,NA,NA,NA,1,NA,1.55188039,1285,1030.50158461,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116252,1,NA,NA,1285,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.52664170,1286,3380.20082364,NA
NA,MS,NA,0.27418699,NA,NA,roots,NA,NA,NA,NA,1,NA,1.57538004,1286,1014.07365774,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116275,1,NA,NA,1286,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.20475662,1287,3324.52487377,NA
NA,MS,NA,0.27458546,NA,NA,roots,NA,NA,NA,NA,1,NA,1.59319555,1287,997.41818053,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116297,1,NA,NA,1287,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.94020437,1288,3269.15604606,NA
NA,MS,NA,0.27498258,NA,NA,roots,NA,NA,NA,NA,1,NA,1.60675738,1288,980.62979863,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116317,1,NA,NA,1288,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.72339716,1289,3215.95797398,NA
NA,MS,NA,0.27537823,NA,NA,roots,NA,NA,NA,NA,1,NA,1.61732636,1289,963.85364801,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116342,1,NA,NA,1289,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.92559311,1290,3162.82446384,NA
NA,MS,NA,0.27577233,NA,NA,roots,NA,NA,NA,NA,1,NA,1.61996558,1290,947.19880143,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116364,1,NA,NA,1290,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.18265416,1291,3093.62432340,NA
NA,MS,NA,0.27616479,NA,NA,roots,NA,NA,NA,NA,1,NA,1.30822337,1291,930.50790539,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00118484,1,NA,NA,1291,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.57078930,1292,3083.74427646,NA
NA,MS,NA,0.27655550,NA,NA,roots,NA,NA,NA,NA,1,NA,1.03892597,1292,915.53338120,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00245352,1,NA,NA,1292,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.23282522,1293,3142.13144737,NA
NA,MS,NA,0.27694458,NA,NA,roots,NA,NA,NA,NA,1,NA,0.70011675,1293,907.84199833,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00296612,1,NA,NA,1293,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.85104627,1294,3227.37446811,NA
NA,MS,NA,0.27733298,NA,NA,roots,NA,NA,NA,NA,1,NA,0.62542039,1294,909.75449319,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00484995,1,NA,NA,1294,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.05825340,1295,3322.10276379,NA
NA,MS,NA,0.27772200,NA,NA,roots,NA,NA,NA,NA,1,NA,0.64517030,1295,920.41332416,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00587287,1,NA,NA,1295,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.12605283,1296,3432.01466271,NA
NA,MS,NA,0.27811287,NA,NA,roots,NA,NA,NA,NA,1,NA,0.69313936,1296,938.69456743,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00637016,1,NA,NA,1296,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,23.12133529,1297,3558.41205979,NA
NA,MS,NA,0.27850655,NA,NA,roots,NA,NA,NA,NA,1,NA,0.75043663,1297,963.98820747,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00725169,1,NA,NA,1297,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.71905861,1298,3663.29806925,NA
NA,MS,NA,0.27890381,NA,NA,roots,NA,NA,NA,NA,1,NA,0.78621080,1298,993.74030243,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00840092,1,NA,NA,1298,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,22.00199035,1299,3750.39125140,NA
NA,MS,NA,0.27930501,NA,NA,roots,NA,NA,NA,NA,1,NA,0.78959571,1299,1024.25938598,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00678487,1,NA,NA,1299,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.69545844,1300,3806.97165013,NA
NA,MS,NA,0.27971000,NA,NA,roots,NA,NA,NA,NA,1,NA,0.76570300,1300,1052.08265195,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00623603,1,NA,NA,1300,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.76400191,1301,3798.47539789,NA
NA,MS,NA,0.28011829,NA,NA,roots,NA,NA,NA,NA,1,NA,0.91084538,1301,1072.42243812,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00482870,1,NA,NA,1301,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.91981477,1302,3753.24179450,NA
NA,MS,NA,0.28052902,NA,NA,roots,NA,NA,NA,NA,1,NA,1.04848691,1302,1082.07108073,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00296910,1,NA,NA,1302,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.66266553,1303,3676.83625702,NA
NA,MS,NA,0.28094112,NA,NA,roots,NA,NA,NA,NA,1,NA,1.16522834,1303,1081.20869010,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00216633,1,NA,NA,1303,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.63129698,1304,3618.13122127,NA
NA,MS,NA,0.28135360,NA,NA,roots,NA,NA,NA,NA,1,NA,1.30888901,1304,1071.19943077,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00170551,1,NA,NA,1304,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.78508128,1305,3560.68816694,NA
NA,MS,NA,0.28176557,NA,NA,roots,NA,NA,NA,NA,1,NA,1.41159479,1305,1058.77604164,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116852,1,NA,NA,1305,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.08105585,1306,3505.47257965,NA
NA,MS,NA,0.28217676,NA,NA,roots,NA,NA,NA,NA,1,NA,1.48613328,1306,1044.84481276,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00116930,1,NA,NA,1306,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.49823515,1307,3451.18763994,NA
