xylem_water_potential,axis,total_water_influx,Growth,mstruct,delta_plant_water_content,LAI_turgor,Tr,plant_WC_DM,plant_water_content,plant,t,Total_Transpiration_turgor,green_area
-0.00154334,MS,0.03144361,0.00018519,0.37090617,0.00018446,0.00000000,NA,92.15715207,0.64253193,1,847,0.03144434,0.00298629
-0.00113864,MS,0.02159848,0.00018531,0.37162770,0.00018508,0.00000000,NA,92.15831454,0.64263529,1,848,0.02159871,0.00298751
-0.00078422,MS,0.02161049,0.00018484,0.37234234,0.00018523,0.00000000,NA,92.15957820,0.64274768,1,849,0.02161010,0.00298884
-0.00078463,MS,0.02162007,0.00018510,0.37305069,0.00018503,0.00000000,NA,92.16093295,0.64286821,1,850,0.02162013,0.00299003
-0.00078499,MS,0.02162992,0.00018529,0.37377679,0.00018518,0.00000000,NA,92.16236814,0.64299594,1,851,0.02163002,0.00299118
-0.00078535,MS,0.02164248,0.00018387,0.37448880,0.00018518,0.00000000,NA,92.16384757,0.64312766,1,852,0.02164117,0.00299249
-0.00078575,MS,0.02163220,0.00018364,0.37520265,0.00018448,0.00000000,NA,92.16537135,0.64326338,1,853,0.02163135,0.00299367
-0.00078537,MS,0.02164034,0.00018347,0.37591866,0.00018232,0.00000000,NA,92.16692156,0.64340151,1,854,0.02164149,0.00299487
-0.00078566,MS,0.02164926,0.00018307,0.37663636,0.00018047,0.00000000,NA,92.16849474,0.64354173,1,855,0.02165186,0.00299609
-0.00078596,MS,0.02166223,0.00018376,0.37737189,0.00018365,0.00000000,NA,92.17008021,0.64368312,1,856,0.02166234,0.00299732
-0.00078646,MS,0.02167388,0.00018304,0.37809336,0.00018289,0.00000000,NA,92.17168391,0.64382618,1,857,0.02167403,0.00299870
-0.00078685,MS,0.02217432,0.00018313,0.37883253,0.00018302,0.00000000,NA,92.17328801,0.64396934,1,858,0.02217443,0.00299996
-0.00080487,MS,0.04944683,0.00018275,0.37957422,0.00018250,0.00000000,NA,92.17418499,0.64404942,1,859,0.04944708,0.00300128
-0.00178666,MS,0.06258594,0.00018201,0.38031189,0.00018169,0.00000000,NA,92.17722610,0.64432105,1,860,0.06258627,0.00300267
-0.00225965,MS,0.11281587,0.00018138,0.38108819,0.00018077,0.00000000,NA,92.17871388,0.64445402,1,861,0.11281648,0.00300421
-0.00406790,MS,0.14888415,0.00018018,0.38181684,0.00017938,0.00000000,NA,92.18072765,0.64463408,1,862,0.14888495,0.00300598
-0.00536632,MS,0.16528492,0.00017907,0.38256140,0.00017731,0.00000000,NA,92.18340829,0.64487390,1,863,0.16528668,0.00300736
-0.00595670,MS,0.19634412,0.00017877,0.38328549,0.00017760,0.00000000,NA,92.18548890,0.64506016,1,864,0.19634529,0.00300298
-0.00707482,MS,0.26329124,0.00017830,0.38399673,0.00017697,0.00000000,NA,92.64261702,0.68853642,1,865,0.26329257,0.00363453
-0.00948490,MS,0.20674804,0.00017675,0.38505394,0.00017573,0.00000000,NA,92.66183731,0.69048307,1,866,0.20674906,0.00405899
-0.00744929,MS,0.17811851,0.00017725,0.38603569,0.00017640,0.00000000,NA,92.66487455,0.69079162,1,867,0.17811936,0.00406392
-0.00641865,MS,0.15334058,0.00017740,0.38702021,0.00017671,0.00000000,NA,92.66757931,0.69106661,1,868,0.15334128,0.00405996
-0.00552665,MS,0.08208295,0.00017752,0.38802511,0.00017716,0.00000000,NA,92.67107899,0.69142272,1,869,0.08208331,0.00405597
-0.00296138,MS,0.05454816,0.00017822,0.38905014,0.00017816,0.00000000,NA,92.67272264,0.69159008,1,870,0.05454821,0.00405243
-0.00197015,MS,0.04011241,0.00017848,0.39005215,0.00017828,0.00000000,NA,92.67390339,0.69171036,1,871,0.04011261,0.00404853
-0.00145047,MS,0.02751281,0.00017851,0.39104802,0.00017842,0.00000000,NA,92.67484793,0.69180660,1,872,0.02751291,0.00404438
-0.00099689,MS,0.02752695,0.00017828,0.39201284,0.00017765,0.00000000,NA,92.67579045,0.69190267,1,873,0.02752758,0.00404014
-0.00099739,MS,0.02754018,0.00017816,0.39296250,0.00017805,0.00000000,NA,92.67680217,0.69200581,1,874,0.02754029,0.00403568
-0.00099786,MS,0.02755193,0.00017793,0.39396530,0.00017782,0.00000000,NA,92.67789096,0.69211684,1,875,0.02755204,0.00403110
-0.00099827,MS,0.02756778,0.00017749,0.39495227,0.00017732,0.00000000,NA,92.67901915,0.69223192,1,876,0.02756794,0.00402701
-0.00099883,MS,0.02758253,0.00017720,0.39594106,0.00017699,0.00000000,NA,92.68018175,0.69235056,1,877,0.02758274,0.00402279
-0.00099935,MS,0.02759763,0.00017710,0.39693220,0.00017699,0.00000000,NA,92.68137572,0.69247243,1,878,0.02759775,0.00401859
-0.00099989,MS,0.02761073,0.00017661,0.39789111,0.00017621,0.00000000,NA,92.68248482,0.69258567,1,879,0.02761113,0.00401420
-0.00100034,MS,0.02762386,0.00017641,0.39886857,0.00017626,0.00000000,NA,92.68335577,0.69267462,1,880,0.02762401,0.00400975
-0.00100081,MS,0.02763824,0.00017612,0.39986477,0.00017598,0.00000000,NA,92.68423934,0.69276489,1,881,0.02763838,0.00400547
-0.00100132,MS,0.02828985,0.00017594,0.40083724,0.00017582,0.00000000,NA,92.68490121,0.69283252,1,882,0.02828997,0.00400137
-0.00102477,MS,0.06353974,0.00017555,0.40182022,0.00017512,0.00000000,NA,92.68493066,0.69283553,1,883,0.06354017,0.00399700
-0.00229375,MS,0.08053528,0.00017481,0.40282111,0.00017444,0.00000000,NA,92.68703650,0.69305078,1,884,0.08053565,0.00399267
-0.00290556,MS,0.14369781,0.00017433,0.40387360,0.00017365,0.00000000,NA,92.68787107,0.69313612,1,885,0.14369849,0.00398892
-0.00517940,MS,0.18816288,0.00017310,0.40491236,0.00017220,0.00000000,NA,92.68913665,0.69326558,1,886,0.18816378,0.00398540
-0.00678010,MS,0.20830742,0.00017218,0.40596722,0.00017118,0.00000000,NA,92.69081304,0.69343712,1,887,0.20830843,0.00398190
-0.00750476,MS,0.24619084,0.00017159,0.40696606,0.00017041,0.00000000,NA,91.27457138,0.57200852,1,888,0.24619202,0.00397864
-0.00886905,MS,0.29708823,0.00017073,0.40799876,0.00016931,0.00000000,NA,91.27607510,0.57211654,1,889,0.29708965,0.00397550
-0.01070132,MS,0.23863598,0.00016972,0.40905150,0.00016859,0.00000000,NA,91.28169807,0.57252080,1,890,0.23863712,0.00397252
-0.00859701,MS,0.20443398,0.00017033,0.41007626,0.00016936,0.00000000,NA,91.28576340,0.57281340,1,891,0.20443494,0.00397010
-0.00736575,MS,0.15484522,0.00017056,0.41110468,0.00016991,0.00000000,NA,91.28990950,0.57311210,1,892,0.15484587,0.00396729
-0.00558057,MS,0.08311150,0.00017104,0.41213780,0.00017070,0.00000000,NA,91.29428593,0.57342769,1,893,0.08311183,0.00396451
-0.00299817,MS,0.05532676,0.00017185,0.41321665,0.00017162,0.00000000,NA,91.29616907,0.57356359,1,894,0.05532699,0.00396179
-0.00199795,MS,0.04077865,0.00017198,0.41423776,0.00017177,0.00000000,NA,91.29737109,0.57365036,1,895,0.04077886,0.00395921
-0.00147422,MS,0.02797709,0.00017192,0.41529449,0.00017187,0.00000000,NA,91.29822422,0.57371197,1,896,0.02797714,0.00395606
-0.00101336,MS,0.02800308,0.00017185,0.41632058,0.00017173,0.00000000,NA,91.29912090,0.57377673,1,897,0.02800319,0.00395317
-0.00101430,MS,0.02802727,0.00017157,0.41734845,0.00017141,0.00000000,NA,91.30004472,0.57384346,1,898,0.02802742,0.00395001
-0.00101516,MS,0.02805127,0.00017130,0.41839446,0.00017117,0.00000000,NA,91.30108057,0.57391830,1,899,0.02805140,0.00394687
-0.00101601,MS,0.02807664,0.00017102,0.41944259,0.00017090,0.00000000,NA,91.30215408,0.57399589,1,900,0.02807676,0.00394389
-0.00101692,MS,0.02810284,0.00017075,0.42047579,0.00017065,0.00000000,NA,91.30330614,0.57407917,1,901,0.02810295,0.00394093
-0.00101785,MS,0.02812726,0.00017048,0.42149484,0.00017037,0.00000000,NA,91.30447743,0.57416386,1,902,0.02812737,0.00393784
-0.00101872,MS,0.02815125,0.00017020,0.42254852,0.00017156,0.00000000,NA,91.30567296,0.57425033,1,903,0.02814988,0.00393462
-0.00101957,MS,0.02817477,0.00016993,0.42362079,0.00016982,0.00000000,NA,91.30654163,0.57431318,1,904,0.02817488,0.00393169
-0.00102041,MS,0.02820107,0.00016966,0.42468712,0.00016955,0.00000000,NA,91.30745785,0.57437948,1,905,0.02820118,0.00392882
-0.00102135,MS,0.02884316,0.00016939,0.42570593,0.00016927,0.00000000,NA,91.30874803,0.57447286,1,906,0.02884328,0.00392185
-0.00104423,MS,0.06480066,0.00016910,0.42672520,0.00016971,0.00000000,NA,91.29730444,0.57364555,1,907,0.06480005,0.00391803
-0.00233891,MS,0.08199313,0.00016831,0.42773784,0.00016795,0.00000000,NA,91.30091368,0.57390624,1,908,0.08199350,0.00391474
-0.00295781,MS,0.14615122,0.00016779,0.42874861,0.00016716,0.00000000,NA,91.30171824,0.57396439,1,909,0.14615186,0.00391192
-0.00526748,MS,0.19121981,0.00016659,0.42977621,0.00016565,0.00000000,NA,91.30333775,0.57408145,1,910,0.19122075,0.00390857
-0.00688991,MS,0.21157365,0.00016567,0.43082054,0.00016464,0.00000000,NA,91.30555141,0.57424154,1,911,0.21157468,0.00390551
-0.00762262,MS,0.24998317,0.00016513,0.43184897,0.00016223,0.00000000,NA,91.30702162,0.57434791,1,912,0.24998607,0.00390245
-0.00900534,MS,0.30144587,0.00016428,0.43289324,0.00016281,0.00000000,NA,91.30820607,0.57443363,1,913,0.30144735,0.00389915
-0.01085797,MS,0.24207969,0.00016325,0.43391559,0.00016163,0.00000000,NA,91.31344836,0.57481329,1,914,0.24208131,0.00389597
-0.00872075,MS,0.20756200,0.00016387,0.43497109,0.00016286,0.00000000,NA,91.31724297,0.57508840,1,915,0.20756301,0.00389295
-0.00747813,MS,0.15758812,0.00016409,0.43602962,0.00016265,0.00000000,NA,91.32111014,0.57536902,1,916,0.15758956,0.00389006
-0.00567908,MS,0.08466942,0.00016457,0.43706538,0.00016419,0.00000000,NA,91.32534243,0.57567641,1,917,0.08466980,0.00388713
-0.00305402,MS,0.05639676,0.00016536,0.43813220,0.00016513,0.00000000,NA,91.32717772,0.57580981,1,918,0.05639699,0.00388404
-0.00203624,MS,0.04158807,0.00016551,0.43916953,0.00016524,0.00000000,NA,91.32833737,0.57589412,1,919,0.04158834,0.00388096
-0.00150313,MS,0.02852810,0.00016546,0.44019352,0.00016539,0.00000000,NA,91.32919293,0.57595634,1,920,0.02852817,0.00387754
-0.00103297,MS,0.02854803,0.00016538,0.44124994,0.00016528,0.00000000,NA,91.33005722,0.57601921,1,921,0.02854814,0.00387392
-0.00103368,MS,0.02857070,0.00016512,0.44229229,0.00016501,0.00000000,NA,91.33093761,0.57608326,1,922,0.02857082,0.00387056
-0.00103449,MS,0.02859071,0.00016486,0.44336830,0.00016473,0.00000000,NA,91.33190212,0.57615344,1,923,0.02859084,0.00386707
-0.00103520,MS,0.02861361,0.00016460,0.44439781,0.00016445,0.00000000,NA,91.33292071,0.57622758,1,924,0.02861376,0.00386384
-0.00103602,MS,0.02863266,0.00016434,0.44542906,0.00016414,0.00000000,NA,91.33391318,0.57629984,1,925,0.02863286,0.00386020
-0.00103669,MS,0.02865214,0.00016408,0.44646224,0.00016387,0.00000000,NA,91.33464797,0.57635334,1,926,0.02865236,0.00385652
-0.00103738,MS,0.02867108,0.00016383,0.44749701,0.00016387,0.00000000,NA,91.33543784,0.57641087,1,927,0.02867103,0.00385274
-0.00103806,MS,0.02869084,0.00016357,0.44852442,0.00016349,0.00000000,NA,91.33627421,0.57647179,1,928,0.02869092,0.00384900
-0.00103876,MS,0.02870712,0.00016332,0.44959440,0.00016325,0.00000000,NA,91.33714095,0.57653494,1,929,0.02870718,0.00384515
-0.00103934,MS,0.02938071,0.00016306,0.45066569,0.00016328,0.00000000,NA,91.33799500,0.57659718,1,930,0.02938049,0.00384163
-0.00106358,MS,0.06570740,0.00016280,0.45173472,0.00016249,0.00000000,NA,91.33793809,0.57659303,1,931,0.06570771,0.00383810
-0.00237133,MS,0.08300124,0.00016204,0.45280641,0.00016149,0.00000000,NA,91.34205119,0.57689293,1,932,0.08300179,0.00383450
-0.00299388,MS,0.14749656,0.00016154,0.45389499,0.00016083,0.00000000,NA,90.56242758,0.52471953,1,933,0.14749726,0.00383687
-0.00531569,MS,0.19277203,0.00016044,0.45496022,0.00015951,0.00000000,NA,90.56457025,0.52485110,1,934,0.19277296,0.00383919
-0.00694557,MS,0.21317073,0.00015950,0.45604276,0.00015838,0.00000000,NA,90.56744199,0.52502754,1,935,0.21317186,0.00384137
-0.00767989,MS,0.25132358,0.00015897,0.45712406,0.00015779,0.00000000,NA,90.56938839,0.52514719,1,936,0.25132476,0.00384359
-0.00905337,MS,0.30242968,0.00015819,0.45818915,0.00015670,0.00000000,NA,90.57102419,0.52524778,1,937,0.30243116,0.00384567
-0.01089316,MS,0.24326555,0.00015723,0.45930196,0.00015620,0.00000000,NA,90.57737130,0.52563842,1,938,0.24326658,0.00384759
-0.00876322,MS,0.20873350,0.00015782,0.46040001,0.00015683,0.00000000,NA,90.58209380,0.52592941,1,939,0.20873449,0.00385015
-0.00752009,MS,0.15865983,0.00015803,0.46150155,0.00015675,0.00000000,NA,90.58696171,0.52622967,1,940,0.15866111,0.00385254
-0.00571744,MS,0.08553997,0.00015850,0.46261334,0.00015803,0.00000000,NA,90.59230240,0.52655945,1,941,0.08554044,0.00385488
-0.00308514,MS,0.05717707,0.00015927,0.46373830,0.00015933,0.00000000,NA,90.59495240,0.52672323,1,942,0.05717702,0.00385738
-0.00206411,MS,0.04230125,0.00015945,0.46484859,0.00015929,0.00000000,NA,90.59687025,0.52684181,1,943,0.04230141,0.00385974
-0.00152859,MS,0.02901129,0.00015942,0.46594675,0.00015935,0.00000000,NA,90.59842568,0.52693802,1,944,0.02901136,0.00386190
-0.00105015,MS,0.02902804,0.00015936,0.46705936,0.00015924,0.00000000,NA,90.59990190,0.52702936,1,945,0.02902816,0.00386386
-0.00105075,MS,0.02904593,0.00015913,0.46817412,0.00015887,0.00000000,NA,90.60144693,0.52712498,1,946,0.02904619,0.00386593
-0.00105138,MS,0.02906412,0.00015889,0.46926051,0.00015878,0.00000000,NA,90.60308407,0.52722635,1,947,0.02906423,0.00386801
-0.00105203,MS,0.02907875,0.00015866,0.47037950,0.00015851,0.00000000,NA,90.60437065,0.52730603,1,948,0.02907889,0.00386982
-0.00105255,MS,0.02909581,0.00015843,0.47148596,0.00015830,0.00000000,NA,90.60563989,0.52738466,1,949,0.02909594,0.00387178
-0.00105315,MS,0.02910510,0.00015820,0.47259342,0.00015819,0.00000000,NA,90.60698620,0.52746809,1,950,0.02910511,0.00387367
-0.00105348,MS,0.02911948,0.00015797,0.47369182,0.00015791,0.00000000,NA,90.60838668,0.52755490,1,951,0.02911953,0.00387548
-0.00105399,MS,0.02913503,0.00015774,0.47480391,0.00015766,0.00000000,NA,90.60983845,0.52764492,1,952,0.02913511,0.00387720
-0.00105454,MS,0.02914960,0.00015751,0.47591823,0.00015742,0.00000000,NA,90.61132617,0.52773719,1,953,0.02914969,0.00387902
-0.00105506,MS,0.02982361,0.00015729,0.47703482,0.00015720,0.00000000,NA,90.61281408,0.52782951,1,954,0.02982370,0.00388083
-0.00107931,MS,0.06657083,0.00015706,0.47816102,0.00015662,0.00000000,NA,90.61320374,0.52785369,1,955,0.06657127,0.00388263
-0.00240220,MS,0.08386438,0.00015633,0.47927841,0.00015604,0.00000000,NA,90.61939216,0.52823799,1,956,0.08386468,0.00388446
-0.00302475,MS,0.14878766,0.00015588,0.48040063,0.00015520,0.00000000,NA,90.62110315,0.52834433,1,957,0.14878834,0.00388723
-0.00536197,MS,0.19433086,0.00015479,0.48160452,0.00015383,0.00000000,NA,90.62303617,0.52846452,1,958,0.19433182,0.00388916
-0.00700148,MS,0.21482669,0.00015396,0.48275339,0.00015289,0.00000000,NA,90.62571114,0.52863092,1,959,0.21482776,0.00389185
-0.00773930,MS,0.25332991,0.00015347,0.48388271,0.00015227,0.00000000,NA,90.62737047,0.52873419,1,960,0.25333112,0.00389398
-0.00912540,MS,0.30405864,0.00015273,0.48501070,0.00015122,0.00000000,NA,90.62880664,0.52882360,1,961,0.30406016,0.00389565
-0.01095161,MS,0.24467533,0.00015184,0.48618785,0.00015071,0.00000000,NA,90.63479845,0.52919692,1,962,0.24467646,0.00389743
-0.00881378,MS,0.21040393,0.00015244,0.48734182,0.00015141,0.00000000,NA,90.63929679,0.52947751,1,963,0.21040496,0.00389994
-0.00758003,MS,0.16010297,0.00015269,0.48850948,0.00015190,0.00000000,NA,90.64399719,0.52977099,1,964,0.16010376,0.00390209
-0.00576920,MS,0.08647417,0.00015316,0.48968959,0.00015272,0.00000000,NA,90.64920745,0.53009664,1,965,0.08647460,0.00390434
-0.00311858,MS,0.05790225,0.00015394,0.49087814,0.00015384,0.00000000,NA,90.65185319,0.53026215,1,966,0.05790235,0.00390669
-0.00209002,MS,0.04291344,0.00015414,0.49205108,0.00015382,0.00000000,NA,90.65378266,0.53038291,1,967,0.04291376,0.00390888
-0.00155043,MS,0.02942747,0.00015415,0.49321267,0.00015402,0.00000000,NA,90.65534008,0.53048042,1,968,0.02942759,0.00391085
-0.00106494,MS,0.02944293,0.00015413,0.49438868,0.00015387,0.00000000,NA,90.65678011,0.53057061,1,969,0.02944319,0.00391264
-0.00106549,MS,0.02946010,0.00015394,0.49556832,0.00015366,0.00000000,NA,90.65827556,0.53066429,1,970,0.02946037,0.00391452
-0.00106611,MS,0.02945815,0.00015374,0.49675157,0.00015351,0.00000000,NA,90.65933293,0.53073056,1,971,0.02945839,0.00391640
-0.00106603,MS,0.02947435,0.00015356,0.49793878,0.00015339,0.00000000,NA,90.66045006,0.53080058,1,972,0.02947452,0.00391824
-0.00106660,MS,0.02948922,0.00015337,0.49911521,0.00015324,0.00000000,NA,90.66166953,0.53087704,1,973,0.02948935,0.00391999
-0.00106713,MS,0.02950240,0.00015318,0.50028374,0.00015312,0.00000000,NA,90.66296886,0.53095852,1,974,0.02950246,0.00392163
-0.00106760,MS,0.02952107,0.00015300,0.50146689,0.00015291,0.00000000,NA,90.66433618,0.53104430,1,975,0.02952116,0.00392319
-0.00106827,MS,0.02953649,0.00015282,0.50265412,0.00015274,0.00000000,NA,90.66571471,0.53113080,1,976,0.02953658,0.00392483
-0.00106882,MS,0.02954721,0.00015265,0.50384578,0.00015255,0.00000000,NA,90.66713089,0.53121969,1,977,0.02954731,0.00392647
-0.00106919,MS,0.03020463,0.00015247,0.50504171,0.00015237,0.00000000,NA,90.66854237,0.53130831,1,978,0.03020472,0.00392811
-0.00109286,MS,0.06665365,0.00015229,0.50624405,0.00015187,0.00000000,NA,90.66886175,0.53132837,1,979,0.06665408,0.00392974
-0.00240501,MS,0.08361050,0.00015164,0.50745785,0.00015125,0.00000000,NA,90.67509616,0.53172016,1,980,0.08361089,0.00393135
-0.00301544,MS,0.14732216,0.00015125,0.50863830,0.00015054,0.00000000,NA,90.67650885,0.53180901,1,981,0.14732287,0.00393418
-0.00530904,MS,0.19201254,0.00015025,0.50990678,0.00014930,0.00000000,NA,90.67824581,0.53191830,1,982,0.19201348,0.00393572
-0.00691786,MS,0.21187203,0.00014950,0.51114251,0.00014843,0.00000000,NA,90.68085788,0.53208272,1,983,0.21187310,0.00393797
-0.00763278,MS,0.24849761,0.00014913,0.51237037,0.00014742,0.00000000,NA,90.68235920,0.53217726,1,984,0.24849932,0.00393996
-0.00895128,MS,0.29711256,0.00014844,0.51357073,0.00014693,0.00000000,NA,90.68353091,0.53225107,1,985,0.29711408,0.00394166
-0.01070140,MS,0.23878281,0.00014765,0.51485509,0.00014648,0.00000000,NA,90.68914791,0.53260515,1,986,0.23878398,0.00394310
-0.00860150,MS,0.20658564,0.00014828,0.51610080,0.00014742,0.00000000,NA,90.69338165,0.53287232,1,987,0.20658650,0.00394550
-0.00744242,MS,0.15711004,0.00014855,0.51734498,0.00014777,0.00000000,NA,90.69787692,0.53315625,1,988,0.15711081,0.00394744
-0.00566131,MS,0.08580460,0.00014904,0.51863694,0.00014861,0.00000000,NA,90.70286813,0.53347183,1,989,0.08580502,0.00394930
-0.00309433,MS,0.05804853,0.00014984,0.51995116,0.00014959,0.00000000,NA,90.70547254,0.53363664,1,990,0.05804878,0.00395153
-0.00209514,MS,0.04344832,0.00015007,0.52123520,0.00014990,0.00000000,NA,90.70736466,0.53375643,1,991,0.04344850,0.00395371
-0.00156954,MS,0.02979801,0.00015013,0.52253903,0.00014999,0.00000000,NA,90.70891060,0.53385434,1,992,0.02979815,0.00395552
-0.00107813,MS,0.02981589,0.00015017,0.52382692,0.00014985,0.00000000,NA,90.70994523,0.53391989,1,993,0.02981622,0.00395741
-0.00107878,MS,0.02983256,0.00015001,0.52519385,0.00014989,0.00000000,NA,90.71061175,0.53396212,1,994,0.02983268,0.00395912
-0.00107937,MS,0.02982391,0.00014968,0.52643649,0.00014940,0.00000000,NA,90.72079229,0.53460794,1,995,0.02982420,0.00396158
-0.00107905,MS,0.02983932,0.00014913,0.52776969,0.00014977,0.00000000,NA,90.72189929,0.53467825,1,996,0.02983868,0.00396332
-0.00107958,MS,0.02987460,0.00014859,0.52905544,0.00014929,0.00000000,NA,90.72306254,0.53475215,1,997,0.02987390,0.00396557
-0.00108083,MS,0.02989009,0.00014847,0.53035379,0.00014907,0.00000000,NA,90.72430910,0.53483136,1,998,0.02988949,0.00396757
-0.00108139,MS,0.02990889,0.00014804,0.53164937,0.00014891,0.00000000,NA,90.72562711,0.53491514,1,999,0.02990802,0.00396969
-0.00108205,MS,0.02993360,0.00014745,0.53292948,0.00014882,0.00000000,NA,90.72696840,0.53500042,1,1000,0.02993223,0.00397177
-0.00108292,MS,0.02995075,0.00014732,0.53421173,0.00014841,0.00000000,NA,90.72835483,0.53508860,1,1001,0.02994966,0.00397373
-0.00108353,MS,0.03057912,0.00014709,0.53549980,0.00014821,0.00000000,NA,90.72974051,0.53517676,1,1002,0.03057801,0.00397570
-0.00110614,MS,0.06691210,0.00014676,0.53678643,0.00014773,0.00000000,NA,90.73003798,0.53519569,1,1003,0.06691113,0.00397771
-0.00241412,MS,0.08361766,0.00014575,0.53808654,0.00014738,0.00000000,NA,90.73632772,0.53559619,1,1004,0.08361603,0.00397955
-0.00301548,MS,0.14633842,0.00014519,0.53935818,0.00014651,0.00000000,NA,90.73845103,0.53573152,1,1005,0.14633709,0.00398287
-0.00527341,MS,0.18979164,0.00014462,0.54064693,0.00014409,0.00000000,NA,90.74006225,0.53583425,1,1006,0.18979217,0.00398511
-0.00683771,MS,0.20857231,0.00014367,0.54194313,0.00014328,0.00000000,NA,90.74262271,0.53599758,1,1007,0.20857271,0.00398734
-0.00751378,MS,0.24427270,0.00014274,0.54323202,0.00014348,0.00000000,NA,90.74397630,0.53608396,1,1008,0.24427197,0.00398963
-0.00879896,MS,0.29080862,0.00014248,0.54452029,0.00014100,0.00000000,NA,90.74509021,0.53615507,1,1009,0.29081010,0.00399162
-0.01047424,MS,0.23372461,0.00014087,0.54587885,0.00013980,0.00000000,NA,90.75040089,0.53649430,1,1010,0.23372567,0.00399362
-0.00841916,MS,0.20351225,0.00014118,0.54719601,0.00014004,0.00000000,NA,90.75436761,0.53674793,1,1011,0.20351339,0.00399644
-0.00733152,MS,0.15581788,0.00014159,0.54851629,0.00014078,0.00000000,NA,90.75860909,0.53701938,1,1012,0.15581868,0.00399884
-0.00561454,MS,0.08594502,0.00014231,0.54988359,0.00014191,0.00000000,NA,90.76453900,0.53739930,1,1013,0.08594543,0.00400125
-0.00309914,MS,0.05871973,0.00014181,0.55125804,0.00014198,0.00000000,NA,90.76706596,0.53756134,1,1014,0.05871956,0.00400404
-0.00211902,MS,0.04425464,0.00014187,0.55259411,0.00014142,0.00000000,NA,90.76888884,0.53767829,1,1015,0.04425509,0.00400679
-0.00159827,MS,0.03034020,0.00014245,0.55396383,0.00014233,0.00000000,NA,90.76974454,0.53773321,1,1016,0.03034032,0.00400927
-0.00109738,MS,0.03036309,0.00014165,0.55531177,0.00014132,0.00000000,NA,90.77007871,0.53775466,1,1017,0.03036341,0.00401169
-0.00109817,MS,0.03038376,0.00014126,0.55666238,0.00014088,0.00000000,NA,90.77073235,0.53779662,1,1018,0.03038414,0.00401386
-0.00109890,MS,0.03043181,0.00014103,0.55801584,0.00014076,0.00000000,NA,90.77160496,0.53785264,1,1019,0.03043208,0.00401612
-0.00110062,MS,0.03045368,0.00014082,0.55937203,0.00014064,0.00000000,NA,90.77261326,0.53791739,1,1020,0.03045386,0.00401844
-0.00110140,MS,0.03043869,0.00014096,0.56073150,0.00014082,0.00000000,NA,90.77370606,0.53798758,1,1021,0.03043883,0.00402082
-0.00110087,MS,0.03046109,0.00014075,0.56210382,0.00014062,0.00000000,NA,90.77486046,0.53806174,1,1022,0.03046123,0.00402323
-0.00110167,MS,0.03049315,0.00013952,0.56345002,0.00013979,0.00000000,NA,90.77604579,0.53813791,1,1023,0.03049288,0.00402573
-0.00110278,MS,0.03049063,0.00013936,0.56479114,0.00013932,0.00000000,NA,90.77728556,0.53821760,1,1024,0.03049068,0.00402805
-0.00110268,MS,0.03056543,0.00013908,0.56613301,0.00013901,0.00000000,NA,90.77855774,0.53829940,1,1025,0.03056550,0.00403034
-0.00110536,MS,0.03119794,0.00013875,0.56747530,0.00013869,0.00000000,NA,90.77982751,0.53838106,1,1026,0.03119800,0.00403249
-0.00112812,MS,0.06777797,0.00013838,0.56880809,0.00013779,0.00000000,NA,90.77999485,0.53839182,1,1027,0.06777856,0.00403479
-0.00244499,MS,0.08419098,0.00013831,0.57013901,0.00013791,0.00000000,NA,90.78590255,0.53877208,1,1028,0.08419138,0.00403700
-0.00303585,MS,0.14602696,0.00013711,0.57144605,0.00013660,0.00000000,NA,90.78766633,0.53888570,1,1029,0.14602747,0.00404043
-0.00526191,MS,0.18789237,0.00013620,0.57279410,0.00013537,0.00000000,NA,90.79039790,0.53906175,1,1030,0.18789319,0.00404284
-0.00676903,MS,0.20536190,0.00013593,0.57416958,0.00013487,0.00000000,NA,90.79266491,0.53920794,1,1031,0.20536296,0.00404575
-0.00739792,MS,0.24002766,0.00013491,0.57550082,0.00013355,0.00000000,NA,90.79388893,0.53928690,1,1032,0.24002902,0.00404855
-0.00864585,MS,0.28379396,0.00013421,0.57682817,0.00013274,0.00000000,NA,90.79478616,0.53934480,1,1033,0.28379543,0.00405083
-0.01022141,MS,0.22880680,0.00013363,0.57825677,0.00013244,0.00000000,NA,90.79972950,0.53966397,1,1034,0.22880798,0.00405303
-0.00824186,MS,0.20087871,0.00013371,0.57959958,0.00013308,0.00000000,NA,90.80342592,0.53990286,1,1035,0.20087934,0.00405629
-0.00723645,MS,0.15303981,0.00013444,0.58080068,0.00013366,0.00000000,NA,90.80751198,0.54016715,1,1036,0.15304059,0.00405883
-0.00551427,MS,0.08583059,0.00013477,0.58199474,0.00013436,0.00000000,NA,90.81211401,0.54046510,1,1037,0.08583101,0.00406047
-0.00309475,MS,0.05909242,0.00013461,0.58320700,0.00013423,0.00000000,NA,90.81446153,0.54061720,1,1038,0.05909281,0.00406195
-0.00213217,MS,0.04493101,0.00013496,0.58443971,0.00013475,0.00000000,NA,90.81607224,0.54072160,1,1039,0.04493122,0.00406341
-0.00162238,MS,0.03079586,0.00013455,0.58565697,0.00013436,0.00000000,NA,90.81570049,0.54069750,1,1040,0.03079605,0.00406497
-0.00111349,MS,0.03080401,0.00013485,0.58691293,0.00013472,0.00000000,NA,90.81598247,0.54071578,1,1041,0.03080414,0.00406587
