R_Nnit_upt,R_grain_growth_starch,Conc_Nitrates,AA_consumption_mstruct,Proteins_N_Mass,S_grain_starch,HATS_LATS,N_exudation,Export_Amino_Acids,C_exudation,Conc_Sucrose,age_from_flowering,sucrose,cytokinins,Nstruct,RGR_Structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Export_cytokinins,Unloading_Sucrose,S_Amino_Acids,structure,sum_respi,sucrose_consumption_mstruct,t,nitrates,WSC_g,axis,regul_transpiration,S_Proteins,mstruct,S_cytokinins,Export_Nitrates,Uptake_Nitrates,plant,amino_acids,S_grain_structure,Conc_Amino_Acids,R_grain_growth_struct,Respi_growth,Conc_cytokinins,Dry_Mass,starch,senesced_mstruct,organ,proteins,synthetized_mstruct,N_tot,R_residual,R_Nnit_red
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.31719846048816,NA,3671.77993803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.00000000,NA,0.10490799822942856,MS,NA,NA,NA,NA,NA,NA,1,8.62982031,NA,8.58108702959587,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00012082,NA,NA
1.56221255,NA,263.9923722572288,0.13407579,NA,NA,16.72957146,0.00652608,0.31340654,4.85970620,376.13563907949674,NA,1113.46807347,14.90934102,0.00123365,NA,89.61301517,0.05710908,0.11597125,24.29853102,1.76019019,NA,2.97553954,13.44512010,1215.00000000,65.12435223,0.03181337352771428,MS,0.00129382,NA,0.24669028,1.42472500,1.51666208,3.93504420,1,1.49527178,NA,4.849065897529484,NA,4.63008391,60.43748874094268,NA,NA,0.00000000,roots,NA,NA,0.00216632,0.55451826,0.85975919
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.50245591703174,NA,3621.33083209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.00000000,NA,0.10346659520257144,MS,NA,NA,NA,NA,NA,NA,1,8.32312101,NA,8.26311714538124,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00011652,NA,NA
1.54130133,NA,271.34737177452524,0.13389333,NA,NA,16.66629259,0.00676835,0.31671819,4.91875253,370.2087264347274,NA,1097.58822761,15.14479017,0.00123552,NA,89.76195127,0.05652531,0.11786173,24.59376263,1.75870025,NA,2.95376927,13.42682306,1216.00000000,67.04048725,0.031359663646,MS,0.00129447,NA,0.24706518,1.42961427,1.56206914,3.88237111,1,1.51031454,NA,4.890416496569853,NA,4.62378297,61.29876403465677,NA,NA,0.00000000,roots,NA,NA,0.00219523,0.55304865,0.86033693
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.75162231196094,NA,3571.30687811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.00000000,NA,0.10203733937457143,MS,NA,NA,NA,NA,NA,NA,1,8.06901997,NA,7.998320317240809,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00011297,NA,NA
1.52086720,NA,278.2906983088231,0.13369249,NA,NA,16.60746193,0.00701502,0.31944999,4.98417769,364.3373828245653,NA,1081.81760549,15.37999790,0.00123739,NA,89.90794125,0.05630632,0.11974954,24.92088845,1.75711226,NA,2.93235401,13.40668293,1217.00000000,68.86011681,0.030909074442571433,MS,0.00129509,NA,0.24743952,1.43382428,1.60523592,3.83089975,1,1.52261203,NA,4.922777186118045,NA,4.61684733,62.156594468013836,NA,NA,0.00000000,roots,NA,NA,0.00222275,0.55151989,0.86086246
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.8182201302163,NA,3519.35905584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218.00000000,NA,0.10055311588114287,MS,NA,NA,NA,NA,NA,NA,1,8.20976979,NA,8.125081456596781,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00011494,NA,NA
1.50095037,NA,284.7084401375455,0.13347712,NA,NA,16.55452224,0.00689585,0.32713238,4.81277190,358.490428337047,NA,1066.06418070,15.61235808,0.00123926,NA,90.04628798,0.05613487,0.12408520,24.06385950,1.75541267,NA,2.91132394,13.38508569,1218.00000000,70.55452670,0.03045897659142857,MS,0.00132200,NA,0.24781326,1.43731571,1.67891964,3.78073141,1,1.52748165,NA,4.931073179861319,NA,4.60940991,63.00049513089009,NA,NA,0.00000000,roots,NA,NA,0.00224841,0.54988964,0.86132878
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.2250915597492,NA,3451.11277631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219.00000000,NA,0.09860322218028572,MS,NA,NA,NA,NA,NA,NA,1,15.26524198,NA,15.084100225760146,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00021371,NA,NA
1.48936370,NA,283.1103834723539,0.13324434,NA,NA,16.59891987,0.00409050,0.57430424,3.44553132,352.5241809776208,NA,1049.90023486,15.70076981,0.00124113,NA,89.89848257,0.07620277,0.26847161,17.22765662,1.75307706,NA,2.89814085,13.36174251,1219.00000000,70.26412989,0.029997149567428567,MS,0.00284419,NA,0.24818634,1.43453108,3.59720038,3.75154584,1,1.24643189,NA,4.017729227160528,NA,4.60137124,63.26202243846297,NA,NA,0.00000000,roots,NA,NA,0.00224228,0.54640103,0.86147777
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.24958037500403,NA,3437.36994488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220.00000000,NA,0.09821056985371428,MS,NA,NA,NA,NA,NA,NA,1,16.60381828,NA,16.38078023815408,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00023245,NA,NA
1.48228136,NA,278.30153775754127,0.13298192,NA,NA,16.68244548,0.00759067,0.56421571,7.87417183,347.0487904419408,NA,1035.14391262,15.72667104,0.00124299,NA,89.78290701,0.19017639,0.32999704,39.37085913,1.75064893,NA,2.88782853,13.33542654,1220.00000000,69.17426565,0.02957554036057143,MS,0.00349023,NA,0.24855869,1.42928641,4.34581597,3.73370620,1,0.99787442,NA,3.211714448607691,NA,4.59230883,63.2714593080612,NA,NA,0.00000000,roots,NA,NA,0.00222540,0.54327259,0.86157523
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.87943465454714,NA,3487.95121860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221.00000000,NA,0.09965574910285714,MS,NA,NA,NA,NA,NA,NA,1,18.11442416,NA,17.842762964077565,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00025360,NA,NA
1.49353192,NA,262.4677939243731,0.13273790,NA,NA,16.89998051,0.01164227,0.64300724,17.77004586,344.08056859757886,NA,1027.82519772,15.52669655,0.00124485,NA,89.59116335,0.46143728,0.55021242,88.85022930,1.74835408,NA,2.89719886,13.31095693,1221.00000000,65.33620243,0.02936643422057143,MS,0.00589430,NA,0.24893036,1.41541091,6.93200302,3.76204514,1,0.67339285,NA,2.164116421958334,NA,4.58388226,62.37365562802384,NA,NA,0.00000000,roots,NA,NA,0.00216898,0.54077712,0.86173244
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.14758123259156,NA,3564.50434798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222.00000000,NA,0.10184298137085714,MS,NA,NA,NA,NA,NA,NA,1,19.65739864,NA,19.331544673123975,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00027520,NA,NA
1.51765855,NA,242.72638846526146,0.13268806,NA,NA,17.16414231,0.01535642,0.57869671,27.33767006,344.3624598719432,NA,1030.20250377,15.21040432,0.00124671,NA,89.62915527,0.75380393,0.65981816,136.68835028,1.74686035,NA,2.92084442,13.30595886,1222.00000000,60.51214497,0.02943435725057143,MS,0.00721547,NA,0.24930188,1.39730892,7.85922250,3.82281751,1,0.57869671,NA,1.8570151496651368,NA,4.58216107,61.01199204755295,NA,NA,0.00000000,roots,NA,NA,0.00210198,0.54113400,0.86228124
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.38695065419256,NA,3650.71197602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.00000000,NA,0.10430605645771428,MS,NA,NA,NA,NA,NA,NA,1,20.83687840,NA,20.459049622407587,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00029172,NA,NA
1.54950798,NA,223.16456252979134,0.13290995,NA,NA,17.42521177,0.01959314,0.58505497,34.86603273,347.4886560354982,NA,1041.10671758,14.84662022,0.00124857,NA,89.76842347,0.99501041,0.70153397,174.33016363,1.74621960,NA,2.95529846,13.32820970,1223.00000000,55.71839568,0.02974590621657143,MS,0.00785963,NA,0.24967403,1.37757717,7.88266812,3.90304277,1,0.58505497,NA,1.8746201837652077,NA,4.58982358,59.46401481964304,NA,NA,0.00000000,roots,NA,NA,0.00203682,0.54338183,0.86325166
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.17606984189393,NA,3752.28004961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224.00000000,NA,0.10720800141742858,MS,NA,NA,NA,NA,NA,NA,1,21.95609709,NA,21.524323466134046,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00030739,NA,NA
1.58957325,NA,202.28481583916846,0.13336998,NA,NA,17.70114288,0.02461251,0.62449776,41.74385563,352.99120407350387,NA,1059.17469013,14.39248672,0.00125043,NA,89.94123625,1.22130030,0.78327197,208.71927813,1.74593952,NA,2.99979233,13.37434152,1224.00000000,50.58080642,0.030262134003714285,MS,0.00905228,NA,0.25004747,1.35348338,8.24168537,4.00396285,1,0.62449776,NA,1.9980134492062647,NA,4.60570995,57.559017573743105,NA,NA,0.00000000,roots,NA,NA,0.00196730,0.54686567,0.86440416
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.5855812736295,NA,3870.21501948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225.00000000,NA,0.11057757198514284,MS,NA,NA,NA,NA,NA,NA,1,23.03989021,NA,22.550582043181535,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00032256,NA,NA
1.63729323,NA,180.18455307028663,0.13401638,NA,NA,17.99055394,0.03007839,0.67438717,48.34106692,360.6749533319082,NA,1083.85439091,13.83231596,0.00125231,NA,90.12514203,1.43890310,0.87754331,241.70533462,1.74565393,NA,3.05303297,13.43916240,1225.00000000,45.12230408,0.030967268311714282,MS,0.01055248,NA,0.25042271,1.32320318,8.57074273,4.12416431,1,0.67438717,NA,2.1543962047212095,NA,4.62803226,55.23586882355838,NA,NA,0.00000000,roots,NA,NA,0.00189346,0.55130495,0.86555976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.89919055991106,NA,3967.89495281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.00000000,NA,0.11336842722314285,MS,NA,NA,NA,NA,NA,NA,1,22.65597185,NA,22.139445848180582,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00031718,NA,NA
1.67754209,NA,168.45295145111334,0.13481353,NA,NA,18.15657233,0.03156984,0.70182245,50.04175194,369.6394346963347,NA,1112.46768544,13.47134510,0.00125420,NA,90.28739084,1.42864735,0.68173500,250.20875969,1.74683476,NA,3.10004576,13.51910083,1226.00000000,42.24803223,0.03178479101257143,MS,0.00841755,NA,0.25080019,1.30541883,6.40124793,4.22554684,1,0.70182245,NA,2.238666406113967,NA,4.65556058,53.71345651691892,NA,NA,0.00000000,roots,NA,NA,0.00185550,0.55605206,0.86745085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.4087339051164,NA,4048.08801447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227.00000000,NA,0.11565965755628571,MS,NA,NA,NA,NA,NA,NA,1,21.82826784,NA,21.296786046063904,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00030560,NA,NA
1.71359015,NA,160.565776314746,0.13567327,NA,NA,18.27727318,0.03012711,0.70421274,48.82369659,378.626103700182,NA,1141.24002021,13.17881864,0.00125610,NA,90.42545441,1.31634579,0.61196032,244.11848293,1.74836956,NA,3.14280371,13.60531552,1227.00000000,40.33092454,0.03260685772028571,MS,0.00772374,NA,0.25118008,1.29265023,5.60710243,4.31634798,1,0.70421274,NA,2.242893592517369,NA,4.68525026,52.467610648105534,NA,NA,0.00000000,roots,NA,NA,0.00183059,0.56054132,0.86952809
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.989532566078,NA,4099.76079401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.00000000,NA,0.11713602268599999,MS,NA,NA,NA,NA,NA,NA,1,20.40278077,NA,19.873963178638498,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00028564,NA,NA
1.73987993,NA,158.74660671491,0.13649799,NA,NA,18.32657586,0.02634049,0.66687715,44.35558760,386.5648155557403,NA,1166.94147004,13.03549535,0.00125801,NA,90.55072586,1.10369528,0.46553544,221.77793800,1.75057348,NA,3.17548129,13.68801823,1228.00000000,39.93465674,0.03334118485828571,MS,0.00594027,NA,0.25156227,1.29055130,4.27000808,4.38256908,1,0.69298620,NA,2.2037842161306624,NA,4.71373052,51.81816553809918,NA,NA,0.00000000,roots,NA,NA,0.00182680,0.56443331,0.87194891
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.6380388859929,NA,4093.03586173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229.00000000,NA,0.11694388176371429,MS,NA,NA,NA,NA,NA,NA,1,18.34784123,NA,17.8434898591284,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00025687,NA,NA
1.75125421,NA,163.9171287919113,0.13722271,NA,NA,18.29335176,0.02380613,0.47226251,34.09171699,391.9715616796249,NA,1185.07030974,13.08522395,0.00125993,NA,90.82249279,0.76411426,0.27713069,170.45858493,1.75329497,NA,3.19239433,13.76069376,1229.00000000,41.29834525,0.033859151706857146,MS,0.00352277,NA,0.25194649,1.30127998,2.61872348,4.41121968,1,0.82753042,NA,2.6276386545412875,NA,4.73875772,51.93652013171526,NA,NA,0.00000000,roots,NA,NA,0.00184969,0.56820203,0.87463831
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.27565637189934,NA,4056.43668828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230.00000000,NA,0.1158981910937143,MS,NA,NA,NA,NA,NA,NA,1,16.39173770,NA,15.915756123691104,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00022948,NA,NA
1.75038371,NA,171.79602226825943,0.13776947,NA,NA,18.22772109,0.01938653,0.38552386,24.23398195,394.00854034049684,NA,1193.05273804,13.21809908,0.00126186,NA,91.08714178,0.48963796,0.19814781,121.16990977,1.75536988,NA,3.19637059,13.81552214,1230.00000000,43.34967684,0.03408722108685714,MS,0.00249345,NA,0.25233225,1.31571186,1.94562736,4.40902697,1,0.95440994,NA,3.0258833422996867,NA,4.75763892,52.38370870152349,NA,NA,0.00000000,roots,NA,NA,0.00188212,0.57063069,0.87701413
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.9286918800842,NA,3990.07891094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231.00000000,NA,0.11400225459828571,MS,NA,NA,NA,NA,NA,NA,1,14.03391517,NA,13.60494496302866,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00019647,NA,NA
1.73938846,NA,181.04790020882487,0.13810451,NA,NA,18.14519352,0.01318128,0.32879544,14.76570106,392.8467543166069,NA,1191.35778400,13.39967731,0.00126379,NA,91.33435686,0.25966980,0.15373693,73.82850532,1.75655274,NA,3.18852903,13.84912017,1231.00000000,45.75423343,0.03403879382857143,MS,0.00190838,NA,0.25271894,1.33085501,1.57169650,4.38133113,1,1.06352052,NA,3.36665077813321,NA,4.76920905,53.02205410484865,NA,NA,0.00000000,roots,NA,NA,0.00191924,0.57173808,0.87895002
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.6594928456077,NA,3934.19175102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232.00000000,NA,0.11240547860057143,MS,NA,NA,NA,NA,NA,NA,1,12.85651962,NA,12.443913362561378,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00017999,NA,NA
1.71925320,NA,191.775759708293,0.13824547,NA,NA,18.04425029,0.00970354,0.25307970,9.58283762,388.8877702722716,NA,1181.15807579,13.63222071,0.00126573,NA,91.60511685,0.15657846,0.10704934,47.91418811,1.75691971,NA,3.16995299,13.86325528,1232.00000000,48.53960119,0.033747373594,MS,0.00130617,NA,0.25310603,1.34648918,1.14121405,4.33061261,1,1.19603504,NA,3.7803446721518252,NA,4.77407674,53.85972317609344,NA,NA,0.00000000,roots,NA,NA,0.00196203,0.57190999,0.88048021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.410755825791,NA,3878.31513414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233.00000000,NA,0.11080900383257142,MS,NA,NA,NA,NA,NA,NA,1,11.85391431,NA,11.455437904831262,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00016595,NA,NA
1.69751084,NA,202.00110200272968,0.13821183,NA,NA,17.94848661,0.00843603,0.27345973,7.63151858,384.1289042363639,NA,1168.48795205,13.86706639,0.00126766,NA,91.83896250,0.11662715,0.10895088,38.15759290,1.75677216,NA,3.14931200,13.85988262,1233.00000000,51.20586939,0.03338537005857143,MS,0.00130685,NA,0.25349302,1.35987841,1.20453502,4.27584593,1,1.29166886,NA,4.076384777774156,NA,4.77291530,54.70393776522919,NA,NA,0.00000000,roots,NA,NA,0.00200263,0.57150398,0.88175238
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.1758917435563,NA,3822.46120918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234.00000000,NA,0.10921317740514286,MS,NA,NA,NA,NA,NA,NA,1,11.00123890,NA,10.614507543882008,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00015402,NA,NA
1.67491841,NA,211.73019397056305,0.13811901,NA,NA,17.85790412,0.00749861,0.28861166,6.35273435,378.8671886447348,NA,1154.24053110,14.10364975,0.00126960,NA,92.04784903,0.09141747,0.11087487,31.76367177,1.75623302,NA,3.12714593,13.85057386,1234.00000000,53.75401083,0.03297830088857143,MS,0.00130762,NA,0.25387976,1.37138624,1.26521986,4.21893806,1,1.36243639,NA,4.293170562316586,NA,4.76970965,55.552477873777725,NA,NA,0.00000000,roots,NA,NA,0.00204123,0.57069604,0.88282658
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.037685286963,NA,3767.37591005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235.00000000,NA,0.1076393117157143,MS,NA,NA,NA,NA,NA,NA,1,10.28344473,NA,9.906174870550315,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00014397,NA,NA
1.65194537,NA,220.96752512426943,0.13798133,NA,NA,17.77252598,0.00695436,0.29995089,5.59731530,373.2891297804413,NA,1138.97725442,14.34154220,0.00127153,NA,92.23851050,0.07639227,0.11281264,27.98657648,1.75538434,NA,3.10410237,13.83676772,1235.00000000,56.18455084,0.03254220726914286,MS,0.00130841,NA,0.25426610,1.38129155,1.32322090,4.16107145,1,1.41511653,NA,4.452395439266186,NA,4.76495524,56.403673946310576,NA,NA,0.00000000,roots,NA,NA,0.00207793,0.56959160,0.88374278
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.03019499261524,NA,3713.29730589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.00000000,NA,0.10609420873971429,MS,NA,NA,NA,NA,NA,NA,1,9.68528979,NA,9.315417415356311,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00013559,NA,NA
1.62900459,NA,229.7257770566541,0.13780746,NA,NA,17.69227306,0.00672460,0.30864072,5.18994436,367.5606642689889,NA,1123.20052290,14.58036272,0.00127346,NA,92.41653003,0.06768394,0.11475310,25.94972179,1.75429978,NA,3.08073265,13.81933183,1236.00000000,58.50011939,0.03209144351142856,MS,0.00130911,NA,0.25465196,1.38983279,1.37849883,4.10328612,1,1.45532860,NA,4.571976905263168,NA,4.75895086,57.256039655064896,NA,NA,0.00000000,roots,NA,NA,0.00211284,0.56828569,0.88453705
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.12820891640564,NA,3660.12182887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237.00000000,NA,0.10457490939628573,MS,NA,NA,NA,NA,NA,NA,1,9.18352321,NA,8.818977015416186,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00012857,NA,NA
