t,day,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,,,
2598,108,94,18,12.6,168.3333333,11.62727273,0.8,400,1.9,,,
2599,108,94,19,12.1,11.22222222,11.54242424,0.84,400,1.9,,,
2600,108,94,20,11,0,11.47878788,0.89,400,1.9,,,
2601,108,94,21,11,0,11.45757576,0.9,400,1.9,,,
2602,108,94,22,10.9,0,11.43030303,0.91,400,1.9,,,
2603,108,94,23,11.3,0,11.44848485,0.9,400,1.9,,,
2604,108,94,24,11.3,0,11.46363636,0.83,400,2.4,,,
2605,108,95,1,11.6,0,11.55757576,0.83,400,2.4,,,
2606,108,95,2,11.6,0,11.71212121,0.84,400,2.4,,,
2607,108,95,3,11.5,0,11.91515152,0.85,400,2.4,,,
2608,108,95,4,11.3,0,12.12121212,0.89,400,2.4,,,
2609,108,95,5,11.6,0,12.34242424,0.86,400,2.4,,,
2610,108,95,6,11.6,11.22222222,12.57878788,0.86,400,2.4,,,
2611,108,95,7,11.6,123.4444444,12.84242424,0.88,400,2.4,,,
2612,108,95,8,14.3,561.1111111,13.11818182,0.82,400,2.4,,,
2613,108,95,9,15.3,920.2222222,13.37272727,0.81,400,2.4,,,
2614,108,95,10,17.1,976.3333333,13.58787879,0.76,400,2.4,,,
2615,108,95,11,17.1,1077.333333,13.77575758,0.71,400,2.4,,,
2616,109,95,12,17.4,1111,13.94242424,0.68,400,2.4,,,
2617,109,95,13,18,1223.222222,14.08787879,0.69,400,2.4,,,
2618,109,95,14,18.7,1268.111111,14.20606061,0.68,400,2.4,,,
2619,109,95,15,18.9,1054.888889,14.32424242,0.68,400,2.4,,,
2620,109,95,16,18.7,875.3333333,14.3969697,0.67,400,2.4,,,
2621,109,95,17,18,505,14.40606061,0.69,400,2.4,,,
2622,109,95,18,17.4,134.6666667,14.42121212,0.73,400,2.4,,,
2623,109,95,19,17,11.22222222,14.40909091,0.74,400,2.4,,,
2624,109,95,20,16.8,0,14.42424242,0.73,400,2.4,,,
2625,109,95,21,16.5,0,14.43333333,0.73,400,2.4,,,
2626,109,95,22,16.4,0,14.46363636,0.73,400,2.4,,,
2627,109,95,23,15.2,0,14.47575758,0.78,400,2.4,,,
2628,109,95,24,14.5,0,14.57272727,0.83,400,3,,,
2629,109,96,1,14,0,14.67575758,0.85,400,3,,,
2630,109,96,2,13.2,0,14.83939394,0.88,400,3,,,
2631,109,96,3,13.1,0,15.01818182,0.88,400,3,,,
2632,109,96,4,12.4,0,15.19090909,0.9,400,3,,,
2633,109,96,5,12,0,15.28181818,0.91,400,3,,,
2634,109,96,6,11.4,11.22222222,15.38787879,0.91,400,3,,,
2635,109,96,7,14.1,325.4444444,15.51515152,0.87,400,3,,,
2636,109,96,8,14.7,392.7777778,15.66666667,0.76,400,3,,,
2637,109,96,9,16.7,796.7777778,15.79090909,0.65,400,3,,,
2638,109,96,10,17.5,1122.222222,15.82121212,0.68,400,3,,,
2639,109,96,11,17.3,1290.555556,15.78484848,0.7,400,3,,,
2640,110,96,12,14.5,796.7777778,15.68787879,0.75,400,3,,,
2641,110,96,13,14.8,1043.666667,15.55151515,0.73,400,3,,,
2642,110,96,14,15.8,864.1111111,15.37878788,0.71,400,3,,,
2643,110,96,15,16.6,875.3333333,15.17575758,0.67,400,3,,,
2644,110,96,16,15.7,538.6666667,14.91515152,0.75,400,3,,,
2645,110,96,17,15.3,269.3333333,14.63939394,0.76,400,3,,,
2646,110,96,18,14.1,179.5555556,14.35454545,0.8,400,3,,,
2647,110,96,19,13.9,11.22222222,14.0969697,0.84,400,3,,,
2648,110,96,20,12.6,0,13.84848485,0.76,400,3,,,
2649,110,96,21,11.7,0,13.61212121,0.7,400,3,,,
2650,110,96,22,11.3,0,13.35757576,0.66,400,3,,,
2651,110,96,23,10.1,0,13.10909091,0.77,400,3,,,
2652,110,96,24,9.8,0,12.87878788,0.81,400,3.6,,,
2653,110,97,1,9.3,0,12.6969697,0.84,400,3.6,,,
2654,110,97,2,9.5,0,12.56060606,0.87,400,3.6,,,
2655,110,97,3,9.2,0,12.46666667,0.86,400,3.6,,,
2656,110,97,4,9.2,0,12.40909091,0.87,400,3.6,,,
2657,110,97,5,8.4,0,12.37575758,0.9,400,3.6,,,
2658,110,97,6,8.3,11.22222222,12.3969697,0.93,400,3.6,,,
2659,110,97,7,8.8,269.3333333,12.41818182,0.87,400,3.6,,,
2660,110,97,8,9.2,437.6666667,12.42424242,0.84,400,3.6,,,
2661,110,97,9,10,448.8888889,12.34545455,0.84,400,3.6,,,
2662,110,97,10,10.9,426.4444444,12.21515152,0.81,400,3.6,,,
2663,110,97,11,11.3,684.5555556,12.0030303,0.7,400,3.6,,,
2664,111,97,12,12,1144.666667,11.76060606,0.69,400,3.6,,,
2665,111,97,13,13.1,1010,11.52121212,0.63,400,3.6,,,
2666,111,97,14,12.7,650.8888889,11.34848485,0.66,400,3.6,,,
2667,111,97,15,11.6,437.6666667,11.16666667,0.65,400,3.6,,,
2668,111,97,16,11.5,606,10.92424242,0.62,400,3.6,,,
2669,111,97,17,10.4,157.1111111,10.63939394,0.62,400,3.6,,,
2670,111,97,18,9.7,44.88888889,10.35454545,0.7,400,3.6,,,
2671,111,97,19,9.5,11.22222222,10.09090909,0.73,400,3.6,,,
2672,111,97,20,9.4,0,9.851515152,0.72,400,3.6,,,
2673,111,97,21,8.8,0,9.563636364,0.78,400,3.6,,,
2674,111,97,22,8.8,0,9.296969697,0.79,400,3.6,,,
2675,111,97,23,7.8,0,9.066666667,0.82,400,3.6,,,
2676,111,97,24,7.2,0,8.924242424,0.86,400,1.7,,,
2677,111,98,1,6.3,0,8.893939394,0.89,400,1.7,,,
2678,111,98,2,6.6,0,8.927272727,0.9,400,1.7,,,
2679,111,98,3,6.2,0,9.048484848,0.91,400,1.7,,,
2680,111,98,4,4.4,0,9.136363636,0.93,400,1.7,,,
2681,111,98,5,3.8,0,9.257575758,0.94,400,1.7,,,
2682,111,98,6,4.1,44.88888889,9.384848485,0.95,400,1.7,,,
2683,111,98,7,6.6,314.2222222,9.551515152,0.97,400,1.7,,,
2684,111,98,8,9.1,673.3333333,9.748484848,0.89,400,1.7,,,
2685,111,98,9,10.9,931.4444444,9.906060606,0.82,400,1.7,,,
2686,111,98,10,13.3,1346.666667,10.04848485,0.73,400,1.7,,,
2687,111,98,11,12.4,965.1111111,10.10606061,0.71,400,1.7,,,
2688,112,98,12,13.2,920.2222222,10.07878788,0.67,400,1.7,,,
2689,112,98,13,13.4,942.6666667,10.02727273,0.65,400,1.7,,,
2690,112,98,14,13.9,617.2222222,9.936363636,0.62,400,1.7,,,
2691,112,98,15,14.8,684.5555556,9.812121212,0.6,400,1.7,,,
2692,112,98,16,14,516.2222222,9.690909091,0.61,400,1.7,,,
2693,112,98,17,13.9,448.8888889,9.533333333,0.59,400,1.7,,,
2694,112,98,18,11.9,145.8888889,9.375757576,0.71,400,1.7,,,
2695,112,98,19,10,22.44444444,9.215151515,0.76,400,1.7,,,
2696,112,98,20,9.6,0,9.057575758,0.8,400,1.7,,,
2697,112,98,21,9,0,8.896969697,0.85,400,1.7,,,
2698,112,98,22,9,0,8.715151515,0.86,400,1.7,,,
2699,112,98,23,8.7,0,8.548484848,0.86,400,1.7,,,
2700,112,98,24,6.4,0,8.466666667,0.89,400,0.9,,,
2701,112,99,1,6.3,0,8.506060606,0.91,400,0.9,,,
2702,112,99,2,5.1,0,8.651515152,0.94,400,0.9,,,
2703,112,99,3,4.5,0,8.851515152,0.96,400,0.9,,,
2704,112,99,4,4.2,0,9.087878788,0.97,400,0.9,,,
2705,112,99,5,3.4,0,9.378787879,0.98,400,0.9,,,
2706,112,99,6,3.3,44.88888889,9.721212121,0.99,400,0.9,,,
2707,112,99,7,6.1,291.7777778,10.11515152,1,400,0.9,,,
2708,112,99,8,9.1,594.7777778,10.50909091,0.95,400,0.9,,,
2709,112,99,9,12,953.8888889,10.82424242,0.75,400,0.9,,,
2710,112,99,10,12.9,1268.111111,11.05454545,0.68,400,0.9,,,
2711,112,99,11,14.4,1481.333333,11.2030303,0.64,400,0.9,,,
2712,113,99,12,15.8,1616,11.22424242,0.57,400,0.9,,,
2713,113,99,13,15.7,1604.777778,11.22424242,0.53,400,0.9,,,
2714,113,99,14,16.8,1481.333333,11.13636364,0.51,400,0.9,,,
2715,113,99,15,17.1,1245.666667,10.98787879,0.49,400,0.9,,,
2716,113,99,16,17,953.8888889,10.83939394,0.49,400,0.9,,,
2717,113,99,17,16.7,606,10.64848485,0.53,400,0.9,,,
2718,113,99,18,15.8,235.6666667,10.46666667,0.56,400,0.9,,,
2719,113,99,19,14,11.22222222,10.27878788,0.6,400,0.9,,,
2720,113,99,20,12.4,0,10.17575758,0.67,400,0.9,,,
2721,113,99,21,10.3,0,10.13030303,0.75,400,0.9,,,
2722,113,99,22,8.5,0,10.1,0.87,400,0.9,,,
2723,113,99,23,9,0,10.0969697,0.92,400,0.9,,,
2724,113,99,24,8.5,0,10.1,0.94,400,2.3,,,
2725,113,100,1,8,0,10.12424242,0.96,400,2.3,,,
2726,113,100,2,7.7,0,10.22424242,0.98,400,2.3,,,
2727,113,100,3,8.5,0,10.34848485,0.99,400,2.3,,,
2728,113,100,4,8.5,0,10.52727273,0.99,400,2.3,,,
2729,113,100,5,8.6,0,10.74848485,1,400,2.3,,,
2730,113,100,6,8.9,11.22222222,11.01515152,1,400,2.3,,,
2731,113,100,7,9.1,56.11111111,11.33636364,1,400,2.3,,,
2732,113,100,8,9.5,89.77777778,11.63030303,0.98,400,2.3,,,
2733,113,100,9,9.7,235.6666667,11.83030303,0.96,400,2.3,,,
2734,113,100,10,10.4,437.6666667,11.92121212,0.86,400,2.3,,,
2735,113,100,11,11,572.3333333,11.9030303,0.8,400,2.3,,,
2736,114,100,12,11.8,886.5555556,11.84545455,0.77,400,2.3,,,
2737,114,100,13,13,1616,11.6969697,0.74,400,2.3,,,
2738,114,100,14,14,1492.555556,11.51515152,0.72,400,2.3,,,
2739,114,100,15,13,1066.111111,11.2969697,0.76,400,2.3,,,
2740,114,100,16,12.7,258.1111111,10.98787879,0.79,400,2.3,,,
2741,114,100,17,12.1,123.4444444,10.65151515,0.83,400,2.3,,,
2742,114,100,18,11.4,44.88888889,10.31212121,0.84,400,2.3,,,
2743,114,100,19,11,11.22222222,9.960606061,0.87,400,2.3,,,
2744,114,100,20,9.5,0,9.627272727,0.95,400,2.3,,,
2745,114,100,21,9.8,0,9.339393939,0.93,400,2.3,,,
2746,114,100,22,8.5,0,9.090909091,0.89,400,2.3,,,
2747,114,100,23,6.6,0,8.909090909,0.9,400,2.3,,,
2748,114,100,24,6,0,8.848484848,0.93,400,2.5,,,
2749,114,101,1,5.8,0,8.842424242,0.96,400,2.5,,,
2750,114,101,2,5.1,0,8.884848485,0.96,400,2.5,,,
2751,114,101,3,4.8,0,8.924242424,0.97,400,2.5,,,
2752,114,101,4,4.5,0,9.012121212,0.98,400,2.5,,,
2753,114,101,5,4.2,0,9.072727273,0.99,400,2.5,,,
2754,114,101,6,4.3,44.88888889,9.151515152,0.99,400,2.5,,,
2755,114,101,7,6.5,359.1111111,9.257575758,0.98,400,2.5,,,
2756,114,101,8,8.8,718.2222222,9.357575758,0.89,400,2.5,,,
2757,114,101,9,9.9,841.6666667,9.487878788,0.79,400,2.5,,,
2758,114,101,10,9.3,1066.111111,9.578787879,0.74,400,2.5,,,
2759,114,101,11,10.6,1021.222222,9.618181818,0.65,400,2.5,,,
2760,115,101,12,10.5,516.2222222,9.572727273,0.62,400,2.5,,,
2761,115,101,13,11.1,482.5555556,9.5,0.64,400,2.5,,,
2762,115,101,14,12.1,976.3333333,9.333333333,0.59,400,2.5,,,
2763,115,101,15,12.2,796.7777778,9.112121212,0.56,400,2.5,,,
2764,115,101,16,13.4,684.5555556,8.851515152,0.49,400,2.5,,,
2765,115,101,17,12.5,695.7777778,8.642424242,0.49,400,2.5,,,
2766,115,101,18,11,258.1111111,8.457575758,0.54,400,2.5,,,
2767,115,101,19,8.9,11.22222222,8.309090909,0.67,400,2.5,,,
2768,115,101,20,8.6,0,8.187878788,0.67,400,2.5,,,
2769,115,101,21,6.3,0,8.078787879,0.77,400,2.5,,,
2770,115,101,22,5.7,0,8.015151515,0.84,400,2.5,,,
2771,115,101,23,5.4,0,7.960606061,0.86,400,2.5,,,
2772,115,101,24,6.1,0,7.957575758,0.83,400,5.3,,,
2773,115,102,1,6.6,0,8.036363636,0.8,400,5.3,,,
2774,115,102,2,7.2,0,8.196969697,0.76,400,5.3,,,
2775,115,102,3,7.4,0,8.381818182,0.8,400,5.3,,,
2776,115,102,4,7.4,0,8.554545455,0.86,400,5.3,,,
2777,115,102,5,7.4,0,8.778787879,0.95,400,5.3,,,
2778,115,102,6,8,11.22222222,9.03030303,0.96,400,5.3,,,
2779,115,102,7,8.4,89.77777778,9.248484848,0.96,400,5.3,,,
2780,115,102,8,9.2,190.7777778,9.451515152,0.97,400,5.3,,,
2781,115,102,9,11.3,572.3333333,9.554545455,0.86,400,5.3,,,
2782,115,102,10,11.9,976.3333333,9.542424242,0.7,400,5.3,,,
2783,115,102,11,10.8,1234.444444,9.481818182,0.68,400,5.3,,,
2784,116,102,12,12.2,1447.666667,9.427272727,0.65,400,5.3,,,
2785,116,102,13,12.8,1032.444444,9.321212121,0.69,400,5.3,,,
2786,116,102,14,11.4,987.5555556,9.215151515,0.75,400,5.3,,,
2787,116,102,15,11,774.3333333,9.096969697,0.77,400,5.3,,,
2788,116,102,16,9.9,572.3333333,8.948484848,0.73,400,5.3,,,
2789,116,102,17,8.4,246.8888889,8.787878788,0.84,400,5.3,,,
2790,116,102,18,7.9,280.5555556,8.575757576,0.85,400,5.3,,,
2791,116,102,19,7.5,22.44444444,8.390909091,0.87,400,5.3,,,
2792,116,102,20,7.1,0,8.257575758,0.91,400,5.3,,,
2793,116,102,21,7,0,8.187878788,0.91,400,5.3,,,
2794,116,102,22,7.2,0,8.133333333,0.9,400,5.3,,,
2795,116,102,23,7.2,0,8.154545455,0.94,400,5.3,,,
2796,116,102,24,6.9,0,8.196969697,0.95,400,4.7,,,
2797,116,103,1,6.4,0,8.278787879,0.95,400,4.7,,,
2798,116,103,2,6.4,0,8.342424242,0.96,400,4.7,,,
2799,116,103,3,6.6,0,8.436363636,0.96,400,4.7,,,
2800,116,103,4,6.6,0,8.481818182,0.94,400,4.7,,,
2801,116,103,5,6.8,0,8.509090909,0.95,400,4.7,,,
2802,116,103,6,7,78.55555556,8.609090909,0.86,400,4.7,,,
2803,116,103,7,7.1,280.5555556,8.718181818,0.84,400,4.7,,,
2804,116,103,8,8.1,639.6666667,8.7,0.76,400,4.7,,,
2805,116,103,9,8.2,864.1111111,8.66969697,0.75,400,4.7,,,
2806,116,103,10,9.7,1054.888889,8.648484848,0.68,400,4.7,,,
2807,116,103,11,8.7,527.4444444,8.524242424,0.82,400,4.7,,,
2808,117,103,12,8.3,1133.444444,8.327272727,0.7,400,4.7,,,
2809,117,103,13,10.7,1313,8.106060606,0.65,400,4.7,,,
2810,117,103,14,11,1481.333333,7.83030303,0.51,400,4.7,,,
2811,117,103,15,7.4,336.6666667,7.545454545,0.76,400,4.7,,,
2812,117,103,16,7.4,347.8888889,7.306060606,0.75,400,4.7,,,
2813,117,103,17,8.5,583.5555556,7.075757576,0.51,400,4.7,,,
2814,117,103,18,7.2,190.7777778,6.866666667,0.59,400,4.7,,,
2815,117,103,19,5.4,33.66666667,6.712121212,0.71,400,4.7,,,
2816,117,103,20,3.5,0,6.578787879,0.79,400,4.7,,,
2817,117,103,21,3.1,0,6.451515152,0.88,400,4.7,,,
2818,117,103,22,3.4,0,6.339393939,0.93,400,4.7,,,
2819,117,103,23,3.5,0,6.193939394,0.95,400,4.7,,,
2820,117,103,24,3.4,0,6.03030303,0.95,400,1.5,,,
2821,117,104,1,3,0,5.878787879,0.96,400,1.5,,,
2822,117,104,2,3.3,0,5.742424242,0.96,400,1.5,,,
2823,117,104,3,3.5,0,5.633333333,0.96,400,1.5,,,
2824,117,104,4,3.3,0,5.524242424,0.96,400,1.5,,,
2825,117,104,5,3.4,0,5.412121212,0.97,400,1.5,,,
2826,117,104,6,2.2,0,5.278787879,0.97,400,1.5,,,
2827,117,104,7,1.8,67.33333333,5.124242424,0.98,400,1.5,,,
2828,117,104,8,2.2,134.6666667,4.957575758,0.99,400,1.5,,,
2829,117,104,9,2.4,123.4444444,4.781818182,0.99,400,1.5,,,
2830,117,104,10,2.8,190.7777778,4.615151515,1,400,1.5,,,
2831,117,104,11,2.8,157.1111111,4.442424242,0.99,400,1.5,,,
2832,118,104,12,2.9,190.7777778,4.187878788,0.98,400,1.5,,,
2833,118,104,13,2.2,145.8888889,3.96969697,0.96,400,1.5,,,
2834,118,104,14,1.7,157.1111111,3.76969697,0.97,400,1.5,,,
2835,118,104,15,1.5,168.3333333,3.481818182,0.98,400,1.5,,,
2836,118,104,16,1.3,168.3333333,3.203030303,0.98,400,1.5,,,
2837,118,104,17,2.6,224.4444444,3.021212121,0.99,400,1.5,,,
2838,118,104,18,2.5,56.11111111,2.833333333,0.99,400,1.5,,,
2839,118,104,19,1.3,0,2.624242424,0.99,400,1.5,,,
2840,118,104,20,1.5,0,2.454545455,0.99,400,1.5,,,
2841,118,104,21,1.7,0,2.339393939,1,400,1.5,,,
2842,118,104,22,1.2,0,2.26969697,0.99,400,1.5,,,
2843,118,104,23,1.8,0,2.23030303,1,400,1.5,,,
2844,118,104,24,1.4,0,2.2,0.98,400,2.1,,,
2845,118,105,1,1.2,0,2.181818182,0.97,400,2.1,,,
2846,118,105,2,1.6,0,2.236363636,0.97,400,2.1,,,
2847,118,105,3,1.6,0,2.327272727,0.98,400,2.1,,,
2848,118,105,4,1.6,0,2.454545455,0.98,400,2.1,,,
2849,118,105,5,1.2,0,2.603030303,0.99,400,2.1,,,
2850,118,105,6,1.8,33.66666667,2.715151515,0.99,400,2.1,,,
2851,118,105,7,2.4,190.7777778,2.763636364,0.99,400,2.1,,,
2852,118,105,8,2.9,235.6666667,2.83030303,0.94,400,2.1,,,
2853,118,105,9,5.2,909,2.960606061,0.85,400,2.1,,,
2854,118,105,10,6,1088.555556,3.084848485,0.74,400,2.1,,,
2855,118,105,11,7.5,1279.333333,3.142424242,0.72,400,2.1,,,
2856,119,105,12,8.4,1582.333333,3.163636364,0.66,400,2.1,,,
2857,119,105,13,7,707,3.166666667,0.66,400,2.1,,,
2858,119,105,14,5,448.8888889,3.151515152,0.88,400,2.1,,,
2859,119,105,15,4.4,538.6666667,3.151515152,0.9,400,2.1,,,
2860,119,105,16,6.1,718.2222222,3.145454545,0.84,400,2.1,,,
2861,119,105,17,6.3,493.7777778,3.142424242,0.78,400,2.1,,,
2862,119,105,18,4.3,123.4444444,3.151515152,0.91,400,2.1,,,
2863,119,105,19,3.5,33.66666667,3.124242424,0.92,400,2.1,,,
2864,119,105,20,2.9,0,3.078787879,0.94,400,2.1,,,
2865,119,105,21,2.4,0,3.06969697,0.93,400,2.1,,,
2866,119,105,22,2.2,0,3.054545455,0.95,400,2.1,,,
2867,119,105,23,1.5,0,3.06969697,0.96,400,2.1,,,
2868,119,105,24,1.4,0,3.160606061,0.96,400,1.8,,,
2869,119,106,1,1.6,0,3.309090909,0.96,400,1.8,,,
2870,119,106,2,1.7,0,3.472727273,0.96,400,1.8,,,
2871,119,106,3,1,0,3.651515152,0.95,400,1.8,,,
2872,119,106,4,1,0,3.872727273,0.94,400,1.8,,,
2873,119,106,5,1,0,4.133333333,0.93,400,1.8,,,
2874,119,106,6,2.2,112.2222222,4.393939394,0.92,400,1.8,,,
2875,119,106,7,4.2,460.1111111,4.684848485,0.91,400,1.8,,,
2876,119,106,8,6.7,785.5555556,4.927272727,0.8,400,1.8,,,
2877,119,106,9,6.8,931.4444444,5.090909091,0.75,400,1.8,,,
2878,119,106,10,7.1,695.7777778,5.260606061,0.74,400,1.8,,,
2879,119,106,11,8.9,1077.333333,5.327272727,0.73,400,1.8,,,
2880,120,106,12,10.2,1414,5.321212121,0.67,400,1.8,,,
2881,120,106,13,10.2,1256.888889,5.248484848,0.63,400,1.8,,,
2882,120,106,14,10.8,1200.777778,5.139393939,0.6,400,1.8,,,
2883,120,106,15,9.8,415.2222222,5.06969697,0.65,400,1.8,,,
2884,120,106,16,7.8,291.7777778,5.051515152,0.69,400,1.8,,,
2885,120,106,17,8.5,448.8888889,5.021212121,0.7,400,1.8,,,
2886,120,106,18,7.4,269.3333333,4.909090909,0.74,400,1.8,,,
2887,120,106,19,5.8,33.66666667,4.8,0.8,400,1.8,,,
2888,120,106,20,5.1,0,4.736363636,0.86,400,1.8,,,
2889,120,106,21,4.8,0,4.675757576,0.89,400,1.8,,,
2890,120,106,22,4.7,0,4.636363636,0.92,400,1.8,,,
2891,120,106,23,4.4,0,4.615151515,0.91,400,1.8,,,
2892,120,106,24,3.4,0,4.666666667,0.94,400,1.5,,,
2893,120,107,1,2.4,0,4.784848485,0.93,400,1.5,,,
2894,120,107,2,2.7,0,4.963636364,0.96,400,1.5,,,
2895,120,107,3,2.2,0,5.227272727,0.97,400,1.5,,,
2896,120,107,4,1.5,0,5.554545455,0.98,400,1.5,,,
2897,120,107,5,1.6,0,5.909090909,0.99,400,1.5,,,
2898,120,107,6,1.7,56.11111111,6.284848485,0.99,400,1.5,,,
2899,120,107,7,3.9,123.4444444,6.521212121,1,400,1.5,,,
2900,120,107,8,5.4,303,6.812121212,0.98,400,1.5,,,
2901,120,107,9,7.3,594.7777778,6.960606061,0.87,400,1.5,,,
2902,120,107,10,10.3,1032.444444,7.03030303,0.69,400,1.5,,,
2903,120,107,11,12.5,1672.111111,7.090909091,0.63,400,1.5,,,
2904,121,107,12,12.7,1750.666667,7.103030303,0.52,400,1.5,,,
2905,121,107,13,13.4,1391.555556,7.045454545,0.48,400,1.5,,,
2906,121,107,14,8.8,774.3333333,6.936363636,0.68,400,1.5,,,
2907,121,107,15,11.8,740.6666667,6.796969697,0.58,400,1.5,,,
2908,121,107,16,9.1,796.7777778,6.581818182,0.7,400,1.5,,,
2909,121,107,17,9,493.7777778,6.396969697,0.75,400,1.5,,,
2910,121,107,18,8.8,213.2222222,6.242424242,0.72,400,1.5,,,
2911,121,107,19,7.5,11.22222222,6.057575758,0.83,400,1.5,,,
2912,121,107,20,7,0,5.896969697,0.81,400,1.5,,,
2913,121,107,21,6.6,0,5.806060606,0.86,400,1.5,,,
2914,121,107,22,5.6,0,5.7,0.86,400,1.5,,,
2915,121,107,23,3.7,0,5.612121212,0.91,400,1.5,,,
2916,121,107,24,3.7,0,5.609090909,0.94,400,1.9,,,
2917,121,108,1,2.7,0,5.657575758,0.96,400,1.9,,,
2918,121,108,2,2.4,0,5.781818182,0.97,400,1.9,,,
2919,121,108,3,2.1,0,6.006060606,0.98,400,1.9,,,
2920,121,108,4,2.8,0,6.236363636,0.99,400,1.9,,,
2921,121,108,5,1.6,0,6.487878788,0.98,400,1.9,,,
2922,121,108,6,1.9,78.55555556,6.709090909,0.99,400,1.9,,,
2923,121,108,7,4.6,325.4444444,6.966666667,0.99,400,1.9,,,
2924,121,108,8,6,740.6666667,7.181818182,0.88,400,1.9,,,
2925,121,108,9,7.5,1043.666667,7.306060606,0.83,400,1.9,,,
2926,121,108,10,9.8,1369.111111,7.354545455,0.71,400,1.9,,,
2927,121,108,11,10.3,1234.444444,7.351515152,0.59,400,1.9,,,
2928,122,108,12,10.5,1481.333333,7.233333333,0.64,400,1.9,,,
2929,122,108,13,8.8,1155.888889,7.042424242,0.63,400,1.9,,,
2930,122,108,14,10.1,1335.444444,6.806060606,0.67,400,1.9,,,
2931,122,108,15,8.8,1189.555556,6.551515152,0.67,400,1.9,,,
2932,122,108,16,8,471.3333333,6.439393939,0.7,400,1.9,,,
2933,122,108,17,7,224.4444444,6.224242424,0.76,400,1.9,,,
2934,122,108,18,7.2,157.1111111,6.078787879,0.78,400,1.9,,,
2935,122,108,19,6.4,22.44444444,5.915151515,0.87,400,1.9,,,
2936,122,108,20,6.2,0,5.724242424,0.91,400,1.9,,,
2937,122,108,21,4.9,0,5.554545455,0.93,400,1.9,,,
2938,122,108,22,5,0,5.375757576,0.96,400,1.9,,,
2939,122,108,23,5.1,0,5.251515152,0.97,400,1.9,,,
2940,122,108,24,4.7,0,5.184848485,0.96,400,1.6,,,
2941,122,109,1,4.3,0,5.254545455,0.97,400,1.6,,,
2942,122,109,2,3.6,0,5.375757576,0.98,400,1.6,,,
2943,122,109,3,2.5,0,5.560606061,0.99,400,1.6,,,
2944,122,109,4,1.9,0,5.803030303,0.99,400,1.6,,,
2945,122,109,5,1.1,0,6.009090909,0.99,400,1.6,,,
2946,122,109,6,2.5,123.4444444,6.221212121,1,400,1.6,,,
2947,122,109,7,3.4,280.5555556,6.521212121,0.99,400,1.6,,,
2948,122,109,8,6,718.2222222,6.824242424,0.9,400,1.6,,,
2949,122,109,9,7.7,1010,7.039393939,0.87,400,1.6,,,
2950,122,109,10,8.8,1245.666667,7.178787879,0.75,400,1.6,,,
2951,122,109,11,10.4,1402.777778,7.245454545,0.63,400,1.6,,,
2952,123,109,12,8.9,1144.666667,7.227272727,0.66,400,1.6,,,
2953,123,109,13,9.8,1043.666667,7.172727273,0.58,400,1.6,,,
2954,123,109,14,11.5,1346.666667,7.115151515,0.53,400,1.6,,,
2955,123,109,15,11.9,1447.666667,7.093939394,0.46,400,1.6,,,
2956,123,109,16,11.7,830.4444444,6.990909091,0.5,400,1.6,,,
2957,123,109,17,10.6,516.2222222,6.921212121,0.58,400,1.6,,,
2958,123,109,18,9.7,145.8888889,6.866666667,0.61,400,1.6,,,
2959,123,109,19,9.2,33.66666667,6.839393939,0.65,400,1.6,,,
2960,123,109,20,8.5,0,6.806060606,0.67,400,1.6,,,
2961,123,109,21,8.6,0,6.803030303,0.65,400,1.6,,,
2962,123,109,22,8.1,0,6.818181818,0.68,400,1.6,,,
2963,123,109,23,6.7,0,6.884848485,0.86,400,1.6,,,
2964,123,109,24,6.5,0,6.966666667,0.89,400,4.4,,,
2965,123,110,1,6.2,0,7.06969697,0.91,400,4.4,,,
2966,123,110,2,6.1,0,7.206060606,0.93,400,4.4,,,
2967,123,110,3,6.1,0,7.36969697,0.95,400,4.4,,,
2968,123,110,4,6.3,0,7.575757576,0.97,400,4.4,,,
2969,123,110,5,6.7,0,7.824242424,0.98,400,4.4,,,
2970,123,110,6,7.1,11.22222222,8.106060606,0.99,400,4.4,,,
2971,123,110,7,7.7,78.55555556,8.427272727,1,400,4.4,,,
2972,123,110,8,8.5,213.2222222,8.715151515,1,400,4.4,,,
2973,123,110,9,9.2,314.2222222,8.972727273,1,400,4.4,,,
2974,123,110,10,9.7,258.1111111,9.160606061,0.99,400,4.4,,,
2975,123,110,11,10.4,269.3333333,9.3,0.99,400,4.4,,,
2976,124,110,12,10.7,336.6666667,9.409090909,0.98,400,4.4,,,
2977,124,110,13,11.2,224.4444444,9.475757576,0.98,400,4.4,,,
2978,124,110,14,11.7,314.2222222,9.587878788,0.97,400,4.4,,,
2979,124,110,15,12,325.4444444,9.672727273,0.98,400,4.4,,,
2980,124,110,16,11.9,179.5555556,9.690909091,0.98,400,4.4,,,
2981,124,110,17,12.2,89.77777778,9.675757576,0.99,400,4.4,,,
2982,124,110,18,12.3,33.66666667,9.654545455,0.99,400,4.4,,,
2983,124,110,19,12.4,11.22222222,9.651515152,0.99,400,4.4,,,
2984,124,110,20,12.6,0,9.663636364,0.98,400,4.4,,,
2985,124,110,21,12.6,0,9.687878788,0.98,400,4.4,,,
2986,124,110,22,12.6,0,9.706060606,0.96,400,4.4,,,
2987,124,110,23,12.1,0,9.742424242,0.96,400,4.4,,,
