t,day,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,,,
1867,77,65,7,2.8,11.22222222,5.193939394,0.92,400,3.4,,,
1868,77,65,8,3.1,78.55555556,5.142424242,0.92,400,3.4,,,
1869,77,65,9,4.3,448.8888889,5.090909091,0.89,400,3.4,,,
1870,77,65,10,5.3,774.3333333,5.048484848,0.83,400,3.4,,,
1871,77,65,11,5.6,572.3333333,5,0.78,400,3.4,,,
1872,78,65,12,5.8,549.8888889,4.921212121,0.74,400,3.4,,,
1873,78,65,13,4.2,336.6666667,4.812121212,0.83,400,3.4,,,
1874,78,65,14,5.3,258.1111111,4.666666667,0.88,400,3.4,,,
1875,78,65,15,3.9,157.1111111,4.484848485,0.88,400,3.4,,,
1876,78,65,16,4,134.6666667,4.333333333,0.9,400,3.4,,,
1877,78,65,17,4.7,89.77777778,4.221212121,0.91,400,3.4,,,
1878,78,65,18,4.5,11.22222222,4.075757576,0.86,400,3.4,,,
1879,78,65,19,4.2,0,3.948484848,0.85,400,3.4,,,
1880,78,65,20,3.8,0,3.839393939,0.86,400,3.4,,,
1881,78,65,21,3.5,0,3.742424242,0.87,400,3.4,,,
1882,78,65,22,3.6,0,3.639393939,0.85,400,3.4,,,
1883,78,65,23,2.8,0,3.539393939,0.86,400,3.4,,,
1884,78,65,24,1.9,0,3.436363636,0.87,400,3,,,
1885,78,66,1,1.5,0,3.354545455,0.9,400,3,,,
1886,78,66,2,1.9,0,3.339393939,0.91,400,3,,,
1887,78,66,3,1.7,0,3.351515152,0.92,400,3,,,
1888,78,66,4,1.8,0,3.363636364,0.92,400,3,,,
1889,78,66,5,1.7,0,3.403030303,0.93,400,3,,,
1890,78,66,6,1.7,0,3.466666667,0.93,400,3,,,
1891,78,66,7,1.4,11.22222222,3.5,0.93,400,3,,,
1892,78,66,8,1.8,112.2222222,3.524242424,0.93,400,3,,,
1893,78,66,9,3.1,471.3333333,3.587878788,0.9,400,3,,,
1894,78,66,10,3.7,460.1111111,3.63030303,0.87,400,3,,,
1895,78,66,11,4,763.1111111,3.603030303,0.79,400,3,,,
1896,79,66,12,4.8,965.1111111,3.506060606,0.76,400,3,,,
1897,79,66,13,5.6,1043.666667,3.396969697,0.75,400,3,,,
1898,79,66,14,4.5,684.5555556,3.287878788,0.73,400,3,,,
1899,79,66,15,3.8,370.3333333,3.218181818,0.81,400,3,,,
1900,79,66,16,4.9,482.5555556,3.090909091,0.74,400,3,,,
1901,79,66,17,4.5,190.7777778,3.009090909,0.73,400,3,,,
1902,79,66,18,3.4,11.22222222,2.909090909,0.82,400,3,,,
1903,79,66,19,2.1,0,2.809090909,0.85,400,3,,,
1904,79,66,20,2,0,2.727272727,0.89,400,3,,,
1905,79,66,21,2.2,0,2.657575758,0.89,400,3,,,
1906,79,66,22,1.9,0,2.6,0.9,400,3,,,
1907,79,66,23,1.1,0,2.536363636,0.91,400,3,,,
1908,79,66,24,1.2,0,2.484848485,0.92,400,3.8,,,
1909,79,67,1,0.7,0,2.478787879,0.92,400,3.8,,,
1910,79,67,2,1.4,0,2.515151515,0.91,400,3.8,,,
1911,79,67,3,1.8,0,2.581818182,0.9,400,3.8,,,
1912,79,67,4,1.9,0,2.651515152,0.89,400,3.8,,,
1913,79,67,5,1.9,0,2.763636364,0.89,400,3.8,,,
1914,79,67,6,1.4,0,2.896969697,0.93,400,3.8,,,
1915,79,67,7,1.9,11.22222222,3.06969697,0.94,400,3.8,,,
1916,79,67,8,2.6,89.77777778,3.136363636,0.93,400,3.8,,,
1917,79,67,9,3.1,157.1111111,3.221212121,0.92,400,3.8,,,
1918,79,67,10,3.7,258.1111111,3.290909091,0.91,400,3.8,,,
1919,79,67,11,4.2,314.2222222,3.318181818,0.9,400,3.8,,,
1920,80,67,12,5.4,493.7777778,3.321212121,0.85,400,3.8,3.379166667,2850.444444,3.216792929
1921,80,67,13,6.2,505,3.318181818,0.78,400,3.8,,,
1922,80,67,14,7.4,538.6666667,3.272727273,0.74,400,3.8,,,
1923,80,67,15,3.9,460.1111111,3.203030303,0.8,400,3.8,,,
1924,80,67,16,4.2,168.3333333,3.154545455,0.91,400,3.8,,,
1925,80,67,17,4.1,224.4444444,3.109090909,0.87,400,3.8,,,
1926,80,67,18,4,44.88888889,3.018181818,0.88,400,3.8,,,
1927,80,67,19,3.8,0,2.93030303,0.84,400,3.8,,,
1928,80,67,20,3.9,0,2.878787879,0.8,400,3.8,,,
1929,80,67,21,3.3,0,2.875757576,0.81,400,3.8,,,
1930,80,67,22,3.3,0,2.893939394,0.78,400,3.8,,,
1931,80,67,23,2.9,0,2.909090909,0.81,400,3.8,,,
1932,80,67,24,2.3,0,2.933333333,0.85,400,4.1,,,
1933,80,68,1,1.9,0,2.984848485,0.91,400,4.1,,,
1934,80,68,2,1.6,0,3.042424242,0.93,400,4.1,,,
1935,80,68,3,1.7,0,3.109090909,0.95,400,4.1,,,
1936,80,68,4,2,0,3.139393939,0.96,400,4.1,,,
1937,80,68,5,2.6,0,3.184848485,0.97,400,4.1,,,
1938,80,68,6,2.7,0,3.251515152,0.97,400,4.1,,,
1939,80,68,7,2.7,0,3.36969697,0.97,400,4.1,,,
1940,80,68,8,2.8,44.88888889,3.542424242,0.95,400,4.1,,,
1941,80,68,9,3.1,78.55555556,3.727272727,0.94,400,4.1,,,
1942,80,68,10,2.9,101,3.927272727,0.93,400,4.1,,,
1943,80,68,11,2.4,190.7777778,4.106060606,0.94,400,4.1,,,
1944,81,68,12,3.3,168.3333333,4.248484848,0.93,400,4.1,,,
1945,81,68,13,4.1,202,4.372727273,0.94,400,4.1,,,
1946,81,68,14,5.8,280.5555556,4.460606061,0.94,400,4.1,,,
1947,81,68,15,7.1,190.7777778,4.521212121,0.94,400,4.1,,,
1948,81,68,16,8,258.1111111,4.521212121,0.91,400,4.1,,,
1949,81,68,17,9.2,145.8888889,4.615151515,0.86,400,4.1,,,
1950,81,68,18,9,11.22222222,4.690909091,0.79,400,4.1,,,
1951,81,68,19,8.4,0,4.754545455,0.73,400,4.1,,,
1952,81,68,20,8.3,0,4.806060606,0.73,400,4.1,,,
1953,81,68,21,8.3,0,4.854545455,0.75,400,4.1,,,
1954,81,68,22,8.2,0,4.896969697,0.78,400,4.1,,,
1955,81,68,23,7.4,0,4.957575758,0.86,400,4.1,,,
1956,81,68,24,7,0,5.021212121,0.89,400,1.1,,,
1957,81,69,1,6.7,0,5.109090909,0.87,400,1.1,,,
1958,81,69,2,6.2,0,5.224242424,0.87,400,1.1,,,
1959,81,69,3,5.7,0,5.351515152,0.88,400,1.1,,,
1960,81,69,4,5.4,0,5.503030303,0.91,400,1.1,,,
1961,81,69,5,5.3,0,5.718181818,0.91,400,1.1,,,
1962,81,69,6,5.3,0,5.912121212,0.92,400,1.1,,,
1963,81,69,7,5.4,0,6.096969697,0.94,400,1.1,,,
1964,81,69,8,5.8,89.77777778,6.26969697,0.95,400,1.1,,,
1965,81,69,9,6.1,190.7777778,6.43030303,0.94,400,1.1,,,
1966,81,69,10,6.1,168.3333333,6.578787879,0.93,400,1.1,,,
1967,81,69,11,6.6,246.8888889,6.709090909,0.9,400,1.1,,,
1968,82,69,12,8.8,774.3333333,6.842424242,0.85,400,1.1,,,
1969,82,69,13,8.4,448.8888889,6.987878788,0.81,400,1.1,,,
1970,82,69,14,8.7,303,7.096969697,0.8,400,1.1,,,
1971,82,69,15,8.4,190.7777778,7.181818182,0.82,400,1.1,,,
1972,82,69,16,8,67.33333333,7.206060606,0.88,400,1.1,,,
1973,82,69,17,7.7,44.88888889,7.181818182,0.92,400,1.1,,,
1974,82,69,18,7.4,11.22222222,7.127272727,0.92,400,1.1,,,
1975,82,69,19,7.3,0,7.033333333,0.93,400,1.1,,,
1976,82,69,20,7.2,0,6.936363636,0.94,400,1.1,,,
1977,82,69,21,6.9,0,6.857575758,0.95,400,1.1,,,
1978,82,69,22,6.9,0,6.784848485,0.95,400,1.1,,,
1979,82,69,23,6.6,0,6.706060606,0.96,400,1.1,,,
1980,82,69,24,6.3,0,6.639393939,0.97,400,1.2,,,
1981,82,70,1,6.2,0,6.609090909,0.97,400,1.2,,,
1982,82,70,2,6.1,0,6.603030303,0.98,400,1.2,,,
1983,82,70,3,5.8,0,6.609090909,0.98,400,1.2,,,
1984,82,70,4,5.8,0,6.645454545,0.98,400,1.2,,,
1985,82,70,5,5.9,0,6.709090909,0.98,400,1.2,,,
1986,82,70,6,5.7,0,6.818181818,0.99,400,1.2,,,
1987,82,70,7,6,0,6.945454545,0.99,400,1.2,,,
1988,82,70,8,6.4,89.77777778,7.081818182,0.99,400,1.2,,,
1989,82,70,9,6.8,101,7.218181818,0.99,400,1.2,,,
1990,82,70,10,6.9,157.1111111,7.303030303,0.99,400,1.2,,,
1991,82,70,11,7.4,246.8888889,7.348484848,0.98,400,1.2,,,
1992,83,70,12,7.8,325.4444444,7.372727273,0.96,400,1.2,,,
1993,83,70,13,9,594.7777778,7.372727273,0.89,400,1.2,,,
1994,83,70,14,9.5,628.4444444,7.296969697,0.81,400,1.2,,,
1995,83,70,15,9.8,392.7777778,7.236363636,0.78,400,1.2,,,
1996,83,70,16,9.9,303,7.160606061,0.75,400,1.2,,,
1997,83,70,17,8.6,179.5555556,7.081818182,0.82,400,1.2,,,
1998,83,70,18,7.6,22.44444444,6.993939394,0.78,400,1.2,,,
1999,83,70,19,6.9,0,6.884848485,0.84,400,1.2,,,
2000,83,70,20,6.6,0,6.778787879,0.86,400,1.2,,,
2001,83,70,21,6.3,0,6.684848485,0.85,400,1.2,,,
2002,83,70,22,6.4,0,6.587878788,0.83,400,1.2,,,
2003,83,70,23,6.2,0,6.493939394,0.82,400,1.2,,,
2004,83,70,24,5.8,0,6.418181818,0.83,400,3,,,
2005,83,71,1,5.1,0,6.433333333,0.86,400,3,,,
2006,83,71,2,4.1,0,6.496969697,0.87,400,3,,,
2007,83,71,3,3.9,0,6.615151515,0.9,400,3,,,
2008,83,71,4,4.2,0,6.803030303,0.91,400,3,,,
2009,83,71,5,4,0,7.036363636,0.9,400,3,,,
2010,83,71,6,3.8,0,7.306060606,0.91,400,3,,,
2011,83,71,7,4.4,33.66666667,7.596969697,0.9,400,3,,,
2012,83,71,8,7.1,291.7777778,7.909090909,0.82,400,3,,,
2013,83,71,9,8.4,572.3333333,8.178787879,0.79,400,3,,,
2014,83,71,10,10.1,628.4444444,8.390909091,0.76,400,3,,,
2015,83,71,11,12.3,1268.111111,8.545454545,0.71,400,3,,,
2016,84,71,12,13.5,1245.666667,8.657575758,0.69,400,3,,,
2017,84,71,13,14.7,1178.333333,8.757575758,0.69,400,3,,,
2018,84,71,14,15.5,1088.555556,8.839393939,0.63,400,3,,,
2019,84,71,15,16,864.1111111,8.890909091,0.66,400,3,,,
2020,84,71,16,14.9,617.2222222,8.918181818,0.69,400,3,,,
2021,84,71,17,13.4,269.3333333,8.912121212,0.73,400,3,,,
2022,84,71,18,11.9,44.88888889,8.866666667,0.8,400,3,,,
2023,84,71,19,10.6,0,8.83030303,0.86,400,3,,,
2024,84,71,20,10.7,0,8.812121212,0.87,400,3,,,
2025,84,71,21,10.5,0,8.803030303,0.87,400,3,,,
2026,84,71,22,10.7,0,8.784848485,0.84,400,3,,,
2027,84,71,23,10.4,0,8.757575758,0.85,400,3,,,
2028,84,71,24,9.6,0,8.754545455,0.86,400,2.1,,,
2029,84,72,1,8.4,0,8.83030303,0.9,400,2.1,,,
2030,84,72,2,7.4,0,8.993939394,0.92,400,2.1,,,
2031,84,72,3,7,0,9.284848485,0.93,400,2.1,,,
2032,84,72,4,6.6,0,9.627272727,0.94,400,2.1,,,
2033,84,72,5,6,0,10,0.95,400,2.1,,,
2034,84,72,6,5.4,0,10.38787879,0.96,400,2.1,,,
2035,84,72,7,6.3,44.88888889,10.80606061,0.97,400,2.1,,,
2036,84,72,8,8.7,258.1111111,11.23030303,0.96,400,2.1,,,
2037,84,72,9,11.2,505,11.61515152,0.87,400,2.1,,,
2038,84,72,10,14.7,830.4444444,11.8969697,0.73,400,2.1,,,
2039,84,72,11,15.4,886.5555556,12.09090909,0.61,400,2.1,,,
2040,85,72,12,16.2,841.6666667,12.20909091,0.61,400,2.1,12.87916667,6969,12.09835859
2041,85,72,13,17,987.5555556,12.25757576,0.61,400,2.1,,,
2042,85,72,14,17.8,1032.444444,12.25454545,0.6,400,2.1,,,
2043,85,72,15,17.8,796.7777778,12.21818182,0.6,400,2.1,,,
2044,85,72,16,17.1,460.1111111,12.13030303,0.62,400,2.1,,,
2045,85,72,17,16.4,224.4444444,12,0.64,400,2.1,,,
2046,85,72,18,14.8,33.66666667,11.88484848,0.69,400,2.1,,,
2047,85,72,19,14,0,11.8,0.73,400,2.1,,,
2048,85,72,20,13.9,0,11.73636364,0.74,400,2.1,,,
2049,85,72,21,13.4,0,11.70606061,0.74,400,2.1,,,
2050,85,72,22,13.5,0,11.65454545,0.74,400,2.1,,,
2051,85,72,23,12.6,0,11.59090909,0.79,400,2.1,,,
2052,85,72,24,11.7,0,11.52727273,0.76,400,1.8,,,
2053,85,73,1,11.1,0,11.50606061,0.78,400,1.8,,,
2054,85,73,2,10.6,0,11.53939394,0.79,400,1.8,,,
2055,85,73,3,9.8,0,11.65454545,0.81,400,1.8,,,
2056,85,73,4,9.6,0,11.83030303,0.82,400,1.8,,,
2057,85,73,5,9,0,12.06060606,0.82,400,1.8,,,
2058,85,73,6,8.4,0,12.28181818,0.83,400,1.8,,,
2059,85,73,7,8.6,44.88888889,12.51818182,0.86,400,1.8,,,
2060,85,73,8,9.7,336.6666667,12.77878788,0.83,400,1.8,,,
2061,85,73,9,10.7,359.1111111,12.98484848,0.84,400,1.8,,,
2062,85,73,10,12.2,864.1111111,13.10606061,0.74,400,1.8,,,
2063,85,73,11,13.2,987.5555556,13.13030303,0.7,400,1.8,,,
2064,86,73,12,14.6,1155.888889,13.02727273,0.72,400,1.8,,,
2065,86,73,13,13.9,1189.555556,12.88484848,0.65,400,1.8,,,
2066,86,73,14,13.8,976.3333333,12.7030303,0.69,400,1.8,,,
2067,86,73,15,14,572.3333333,12.49090909,0.74,400,1.8,,,
2068,86,73,16,13.1,314.2222222,12.24848485,0.78,400,1.8,,,
2069,86,73,17,12.7,134.6666667,11.98787879,0.8,400,1.8,,,
2070,86,73,18,12,22.44444444,11.73636364,0.8,400,1.8,,,
2071,86,73,19,11.3,0,11.51212121,0.83,400,1.8,,,
2072,86,73,20,10.7,0,11.31818182,0.83,400,1.8,,,
2073,86,73,21,10.2,0,11.11515152,0.82,400,1.8,,,
2074,86,73,22,10,0,10.91515152,0.76,400,1.8,,,
2075,86,73,23,9.8,0,10.7,0.71,400,1.8,,,
2076,86,73,24,9.2,0,10.49090909,0.71,400,1.8,,,
2077,86,74,1,8.8,0,10.36666667,0.72,400,1.8,,,
2078,86,74,2,9,0,10.31515152,0.71,400,1.8,,,
2079,86,74,3,8.4,0,10.35454545,0.74,400,1.8,,,
2080,86,74,4,7.3,0,10.42121212,0.78,400,1.8,,,
2081,86,74,5,7.3,0,10.54242424,0.8,400,1.8,,,
2082,86,74,6,6.3,0,10.69393939,0.85,400,1.8,,,
2083,86,74,7,6.6,44.88888889,10.86060606,0.84,400,1.8,,,
2084,86,74,8,8.5,235.6666667,11.05757576,0.81,400,1.8,,,
2085,86,74,9,10,460.1111111,11.22727273,0.74,400,1.8,,,
2086,86,74,10,12.4,998.7777778,11.32727273,0.64,400,1.8,,,
2087,86,74,11,12.8,1212,11.31212121,0.57,400,1.8,,,
2088,87,74,12,13.8,1346.666667,11.21818182,0.53,400,1.8,,,
2089,87,74,13,14.6,1346.666667,11.07272727,0.53,400,1.8,,,
2090,87,74,14,14.5,1234.444444,10.85454545,0.52,400,1.8,,,
2091,87,74,15,14.9,987.5555556,10.63030303,0.54,400,1.8,,,
2092,87,74,16,14.2,718.2222222,10.3969697,0.52,400,1.8,,,
2093,87,74,17,13,381.5555556,10.13030303,0.59,400,1.8,,,
2094,87,74,18,10.2,56.11111111,9.884848485,0.7,400,1.8,,,
2095,87,74,19,9.1,0,9.639393939,0.75,400,1.8,,,
2096,87,74,20,8.4,0,9.396969697,0.75,400,1.8,,,
2097,87,74,21,7.4,0,9.160606061,0.81,400,1.8,,,
2098,87,74,22,6.5,0,8.921212121,0.83,400,1.8,,,
2099,87,74,23,6.1,0,8.742424242,0.83,400,1.8,,,
2100,87,74,24,5.2,0,8.575757576,0.84,400,1.5,,,
2101,87,75,1,5,0,8.466666667,0.84,400,1.5,,,
2102,87,75,2,4.6,0,8.445454545,0.86,400,1.5,,,
2103,87,75,3,4,0,8.487878788,0.87,400,1.5,,,
2104,87,75,4,3.5,0,8.584848485,0.9,400,1.5,,,
2105,87,75,5,2.8,0,8.727272727,0.89,400,1.5,,,
2106,87,75,6,4.3,0,8.933333333,0.86,400,1.5,,,
2107,87,75,7,4.5,67.33333333,9.16969697,0.83,400,1.5,,,
2108,87,75,8,6.2,347.8888889,9.427272727,0.78,400,1.5,,,
2109,87,75,9,8.5,673.3333333,9.645454545,0.71,400,1.5,,,
2110,87,75,10,10.2,1010,9.766666667,0.68,400,1.5,,,
2111,87,75,11,12.2,1212,9.772727273,0.64,400,1.5,,,
2112,88,75,12,13.1,1313,9.657575758,0.63,400,1.5,,,
2113,88,75,13,14.1,1324.222222,9.518181818,0.59,400,1.5,,,
2114,88,75,14,15.1,1200.777778,9.336363636,0.57,400,1.5,,,
2115,88,75,15,14.8,965.1111111,9.136363636,0.56,400,1.5,,,
2116,88,75,16,13.8,662.1111111,8.881818182,0.55,400,1.5,,,
2117,88,75,17,12.5,325.4444444,8.603030303,0.62,400,1.5,,,
2118,88,75,18,10.2,56.11111111,8.324242424,0.74,400,1.5,,,
2119,88,75,19,8.6,0,8.057575758,0.82,400,1.5,,,
2120,88,75,20,8.2,0,7.875757576,0.83,400,1.5,,,
2121,88,75,21,7.8,0,7.690909091,0.85,400,1.5,,,
2122,88,75,22,8,0,7.542424242,0.83,400,1.5,,,
2123,88,75,23,6.1,0,7.403030303,0.85,400,1.5,,,
2124,88,75,24,5.7,0,7.293939394,0.89,400,1.5,,,
2125,88,76,1,5,0,7.296969697,0.9,400,1.5,,,
2126,88,76,2,4.2,0,7.393939394,0.92,400,1.5,,,
2127,88,76,3,4.2,0,7.527272727,0.93,400,1.5,,,
2128,88,76,4,3,0,7.727272727,0.94,400,1.5,,,
2129,88,76,5,3.5,0,8,0.95,400,1.5,,,
2130,88,76,6,2.8,0,8.318181818,0.95,400,1.5,,,
2131,88,76,7,2.9,78.55555556,8.657575758,0.95,400,1.5,,,
2132,88,76,8,6.2,336.6666667,8.957575758,0.92,400,1.5,,,
2133,88,76,9,8.4,628.4444444,9.242424242,0.83,400,1.5,,,
2134,88,76,10,9.4,909,9.43030303,0.75,400,1.5,,,
2135,88,76,11,11.2,1144.666667,9.496969697,0.67,400,1.5,,,
2136,89,76,12,13,1290.555556,9.451515152,0.6,400,1.5,,,
2137,89,76,13,14,1290.555556,9.348484848,0.55,400,1.5,,,
2138,89,76,14,14,1178.333333,9.178787879,0.49,400,1.5,,,
2139,89,76,15,14.2,965.1111111,8.951515152,0.52,400,1.5,,,
2140,89,76,16,13.9,673.3333333,8.66969697,0.5,400,1.5,,,
2141,89,76,17,12.4,325.4444444,8.406060606,0.61,400,1.5,,,
2142,89,76,18,10.7,67.33333333,8.166666667,0.64,400,1.5,,,
2143,89,76,19,8.7,0,7.960606061,0.71,400,1.5,,,
2144,89,76,20,8.8,0,7.784848485,0.69,400,1.5,,,
2145,89,76,21,7.5,0,7.636363636,0.74,400,1.5,,,
2146,89,76,22,6.6,0,7.521212121,0.79,400,1.5,,,
2147,89,76,23,5.8,0,7.412121212,0.82,400,1.5,,,
2148,89,76,24,6.1,0,7.312121212,0.82,400,1.7,,,
2149,89,77,1,5.9,0,7.384848485,0.78,400,1.7,,,
2150,89,77,2,5.7,0,7.466666667,0.76,400,1.7,,,
2151,89,77,3,4.4,0,7.633333333,0.82,400,1.7,,,
2152,89,77,4,3.7,0,7.866666667,0.87,400,1.7,,,
2153,89,77,5,4.4,0,8.145454545,0.82,400,1.7,,,
2154,89,77,6,4.2,0,8.472727273,0.85,400,1.7,,,
2155,89,77,7,4.7,56.11111111,8.790909091,0.85,400,1.7,,,
2156,89,77,8,8.5,314.2222222,9.145454545,0.76,400,1.7,,,
2157,89,77,9,8.4,527.4444444,9.475757576,0.71,400,1.7,,,
2158,89,77,10,10.5,875.3333333,9.666666667,0.63,400,1.7,,,
2159,89,77,11,11.9,1144.666667,9.733333333,0.55,400,1.7,,,
2160,90,77,12,13.4,1256.888889,9.718181818,0.51,400,1.7,,,
2161,90,77,13,13.8,1279.333333,9.651515152,0.45,400,1.7,,,
2162,90,77,14,14,1178.333333,9.524242424,0.47,400,1.7,,,
2163,90,77,15,14.5,808,9.345454545,0.49,400,1.7,,,
2164,90,77,16,13.8,695.7777778,9.145454545,0.5,400,1.7,,,
2165,90,77,17,12.5,336.6666667,8.939393939,0.53,400,1.7,,,
2166,90,77,18,10.6,67.33333333,8.675757576,0.6,400,1.7,,,
2167,90,77,19,8.9,0,8.436363636,0.68,400,1.7,,,
2168,90,77,20,9,0,8.251515152,0.63,400,1.7,,,
2169,90,77,21,8.8,0,8.106060606,0.67,400,1.7,,,
2170,90,77,22,8.1,0,7.954545455,0.69,400,1.7,,,
2171,90,77,23,7.4,0,7.796969697,0.7,400,1.7,,,
2172,90,77,24,7.4,0,7.693939394,0.71,400,2.2,,,
2173,90,78,1,5.2,0,7.733333333,0.79,400,2.2,,,
2174,90,78,2,4.5,0,7.76969697,0.83,400,2.2,,,
2175,90,78,3,4.6,0,7.83030303,0.86,400,2.2,,,
2176,90,78,4,3.9,0,7.972727273,0.89,400,2.2,,,
2177,90,78,5,3.8,0,8.218181818,0.89,400,2.2,,,
2178,90,78,6,2.3,0,8.536363636,0.91,400,2.2,,,
2179,90,78,7,3.2,67.33333333,8.83030303,0.93,400,2.2,,,
2180,90,78,8,7.1,381.5555556,9.136363636,0.92,400,2.2,,,
2181,90,78,9,7.3,415.2222222,9.390909091,0.87,400,2.2,,,
2182,90,78,10,7.9,291.7777778,9.496969697,0.86,400,2.2,,,
2183,90,78,11,10.4,516.2222222,9.53030303,0.77,400,2.2,,,
2184,91,78,12,12.5,695.7777778,9.487878788,0.64,400,2.2,,,
2185,91,78,13,14.2,1032.444444,9.378787879,0.64,400,2.2,,,
2186,91,78,14,14.1,729.4444444,9.203030303,0.63,400,2.2,,,
2187,91,78,15,14.3,572.3333333,8.972727273,0.65,400,2.2,,,
2188,91,78,16,13.1,157.1111111,8.693939394,0.72,400,2.2,,,
2189,91,78,17,12,22.44444444,8.406060606,0.84,400,2.2,,,
2190,91,78,18,9.5,0,8.13030303,0.89,400,2.2,,,
2191,91,78,19,9.1,0,7.884848485,0.89,400,2.2,,,
2192,91,78,20,8.3,0,7.684848485,0.9,400,2.2,,,
2193,91,78,21,7.6,0,7.527272727,0.8,400,2.2,,,
2194,91,78,22,6.2,0,7.372727273,0.81,400,2.2,,,
2195,91,78,23,4.8,0,7.196969697,0.83,400,2.2,,,
2196,91,78,24,5,0,7.06969697,0.84,400,2.8,,,
2197,91,79,1,4.7,0,7.027272727,0.84,400,2.8,,,
2198,91,79,2,4.4,0,7.024242424,0.83,400,2.8,,,
2199,91,79,3,4,0,7.139393939,0.82,400,2.8,,,
2200,91,79,4,3.7,0,7.281818182,0.86,400,2.8,,,
2201,91,79,5,3.9,0,7.427272727,0.85,400,2.8,,,
2202,91,79,6,3,0,7.621212121,0.88,400,2.8,,,
2203,91,79,7,3.9,67.33333333,7.793939394,0.9,400,2.8,,,
2204,91,79,8,6,291.7777778,8.033333333,0.89,400,2.8,,,
2205,91,79,9,7.3,695.7777778,8.236363636,0.78,400,2.8,,,
2206,91,79,10,9,920.2222222,8.3,0.67,400,2.8,,,
2207,91,79,11,9.2,1010,8.312121212,0.57,400,2.8,,,
2208,92,79,12,9.4,886.5555556,8.263636364,0.58,400,2.8,,,
2209,92,79,13,10.3,1122.222222,8.157575758,0.53,400,2.8,,,
2210,92,79,14,9.5,751.8888889,7.981818182,0.54,400,2.8,,,
2211,92,79,15,10.2,875.3333333,7.742424242,0.53,400,2.8,,,
2212,92,79,16,9.9,460.1111111,7.451515152,0.52,400,2.8,,,
2213,92,79,17,9.2,404,7.145454545,0.54,400,2.8,,,
2214,92,79,18,7.7,56.11111111,6.86969697,0.62,400,2.8,,,
2215,92,79,19,6.3,0,6.603030303,0.68,400,2.8,,,
2216,92,79,20,6.9,0,6.396969697,0.7,400,2.8,,,
2217,92,79,21,6.7,0,6.187878788,0.71,400,2.8,,,
2218,92,79,22,6.3,0,5.993939394,0.75,400,2.8,,,
2219,92,79,23,4.5,0,5.796969697,0.82,400,2.8,,,
2220,92,79,24,4.2,0,5.651515152,0.86,400,1,,,
2221,92,80,1,4,0,5.654545455,0.86,400,1,,,
2222,92,80,2,3.2,0,5.672727273,0.88,400,1,,,
2223,92,80,3,2.7,0,5.784848485,0.9,400,1,,,
2224,92,80,4,2.2,0,5.936363636,0.91,400,1,,,
2225,92,80,5,1.9,0,6.1,0.92,400,1,,,
2226,92,80,6,1.1,0,6.293939394,0.93,400,1,,,
2227,92,80,7,1.4,44.88888889,6.490909091,0.94,400,1,,,
2228,92,80,8,4.9,314.2222222,6.715151515,0.95,400,1,,,
2229,92,80,9,5.6,505,6.918181818,0.91,400,1,,,
2230,92,80,10,8.4,796.7777778,7.045454545,0.8,400,1,,,
2231,92,80,11,9.4,1155.888889,7.112121212,0.55,400,1,,,
2232,93,80,12,9.4,426.4444444,7.109090909,0.58,400,1,,,
2233,93,80,13,10.1,561.1111111,7.084848485,0.56,400,1,,,
2234,93,80,14,10.4,650.8888889,7.042424242,0.55,400,1,,,
2235,93,80,15,10.4,516.2222222,6.954545455,0.52,400,1,,,
2236,93,80,16,10.6,347.8888889,6.884848485,0.52,400,1,,,
2237,93,80,17,10.2,213.2222222,6.784848485,0.56,400,1,,,
2238,93,80,18,9.5,56.11111111,6.681818182,0.55,400,1,,,
2239,93,80,19,8.9,0,6.606060606,0.59,400,1,,,
2240,93,80,20,8.4,0,6.524242424,0.62,400,1,,,
2241,93,80,21,8,0,6.487878788,0.68,400,1,,,
2242,93,80,22,7.4,0,6.406060606,0.73,400,1,,,
2243,93,80,23,7.2,0,6.360606061,0.74,400,1,,,
2244,93,80,24,6.9,0,6.354545455,0.8,400,4.3,,,
2245,93,81,1,6.5,0,6.412121212,0.82,400,4.3,,,
2246,93,81,2,6.7,0,6.5,0.83,400,4.3,,,
2247,93,81,3,5,0,6.606060606,0.86,400,4.3,,,
2248,93,81,4,5.1,0,6.742424242,0.89,400,4.3,,,
2249,93,81,5,4.2,0,6.896969697,0.9,400,4.3,,,
2250,93,81,6,5.2,0,7.027272727,0.89,400,4.3,,,
2251,93,81,7,6.1,33.66666667,7.166666667,0.86,400,4.3,,,
2252,93,81,8,6.4,78.55555556,7.336363636,0.8,400,4.3,,,
2253,93,81,9,7.1,168.3333333,7.496969697,0.73,400,4.3,,,
2254,93,81,10,7.5,213.2222222,7.572727273,0.72,400,4.3,,,
2255,93,81,11,7.7,258.1111111,7.618181818,0.73,400,4.3,,,
2256,94,81,12,7.8,235.6666667,7.554545455,0.72,400,4.3,,,
2257,94,81,13,6.5,101,7.481818182,0.81,400,4.3,,,
2258,94,81,14,6.5,101,7.403030303,0.87,400,4.3,,,
2259,94,81,15,6.7,101,7.296969697,0.9,400,4.3,,,
2260,94,81,16,6.7,101,7.196969697,0.91,400,4.3,,,
2261,94,81,17,7.4,78.55555556,7.090909091,0.89,400,4.3,,,
