t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC
2434,88,22,4.7,0,5.45,0.99,400,2.9,80
2435,88,23,4.4,0,5.466,0.99,400,2.9,80
2436,88,24,4.3,0,5.445,0.98,400,4.6,80
2437,89,1,4.5,0,5.385,0.96,400,4.6,80
2438,89,2,4.5,0,5.346,0.96,400,4.6,80
2439,89,3,5.1,0,5.347,0.96,400,4.6,80
2440,89,4,5.5,0,5.401,0.95,400,4.6,80
2441,89,5,5.8,0,5.489,0.95,400,4.6,80
2442,89,6,6.2,0,5.6,0.94,400,4.6,80
2443,89,7,6.6,0,5.712,0.94,400,4.6,80
2444,89,8,7.1,0,5.84,0.93,400,4.6,80
2445,89,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2446,89,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2447,89,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2448,89,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2449,89,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2450,89,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2451,89,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2452,89,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2453,89,17,3.6,0,5.733,0.97,400,2.9,80
2454,89,18,3.7,0,5.59,0.98,400,2.9,80
2455,89,19,3.9,0,5.511,0.99,400,2.9,80
2456,89,20,3.9,0,5.48,0.99,400,2.9,80
2457,89,21,4.4,0,5.455,0.99,400,2.9,80
2458,89,22,4.7,0,5.45,0.99,400,2.9,80
2459,89,23,4.4,0,5.466,0.99,400,2.9,80
2460,89,24,4.3,0,5.445,0.98,400,4.6,80
2461,90,1,4.5,0,5.385,0.96,400,4.6,80
2462,90,2,4.5,0,5.346,0.96,400,4.6,80
2463,90,3,5.1,0,5.347,0.96,400,4.6,80
2464,90,4,5.5,0,5.401,0.95,400,4.6,80
2465,90,5,5.8,0,5.489,0.95,400,4.6,80
2466,90,6,6.2,0,5.6,0.94,400,4.6,80
2467,90,7,6.6,0,5.712,0.94,400,4.6,80
2468,90,8,7.1,0,5.84,0.93,400,4.6,80
2469,90,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2470,90,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2471,90,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2472,90,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2473,90,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2474,90,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2475,90,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2476,90,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2477,90,17,3.6,0,5.733,0.97,400,2.9,80
2478,90,18,3.7,0,5.59,0.98,400,2.9,80
2479,90,19,3.9,0,5.511,0.99,400,2.9,80
2480,90,20,3.9,0,5.48,0.99,400,2.9,80
2481,90,21,4.4,0,5.455,0.99,400,2.9,80
2482,90,22,4.7,0,5.45,0.99,400,2.9,80
2483,90,23,4.4,0,5.466,0.99,400,2.9,80
2484,90,24,4.3,0,5.445,0.98,400,4.6,80
2485,91,1,4.5,0,5.385,0.96,400,4.6,80
2486,91,2,4.5,0,5.346,0.96,400,4.6,80
2487,91,3,5.1,0,5.347,0.96,400,4.6,80
2488,91,4,5.5,0,5.401,0.95,400,4.6,80
2489,91,5,5.8,0,5.489,0.95,400,4.6,80
2490,91,6,6.2,0,5.6,0.94,400,4.6,80
2491,91,7,6.6,0,5.712,0.94,400,4.6,80
2492,91,8,7.1,0,5.84,0.93,400,4.6,80
2493,91,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2494,91,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2495,91,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2496,91,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2497,91,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2498,91,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2499,91,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2500,91,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2501,91,17,3.6,0,5.733,0.97,400,2.9,80
2502,91,18,3.7,0,5.59,0.98,400,2.9,80
2503,91,19,3.9,0,5.511,0.99,400,2.9,80
2504,91,20,3.9,0,5.48,0.99,400,2.9,80
2505,91,21,4.4,0,5.455,0.99,400,2.9,80
2506,91,22,4.7,0,5.45,0.99,400,2.9,80
2507,91,23,4.4,0,5.466,0.99,400,2.9,80
2508,91,24,4.3,0,5.445,0.98,400,4.6,80
2509,91,1,4.5,0,5.385,0.96,400,4.6,80
2510,91,2,4.5,0,5.346,0.96,400,4.6,80
2511,91,3,5.1,0,5.347,0.96,400,4.6,80
2512,91,4,5.5,0,5.401,0.95,400,4.6,80
2513,91,5,5.8,0,5.489,0.95,400,4.6,80
2514,91,6,6.2,0,5.6,0.94,400,4.6,80
2515,91,7,6.6,0,5.712,0.94,400,4.6,80
2516,91,8,7.1,0,5.84,0.93,400,4.6,80
2517,91,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2518,91,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2519,91,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2520,91,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2521,91,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2522,91,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2523,91,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2524,91,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2525,91,17,3.6,0,5.733,0.97,400,2.9,80
2526,91,18,3.7,0,5.59,0.98,400,2.9,80
2527,91,19,3.9,0,5.511,0.99,400,2.9,80
2528,91,20,3.9,0,5.48,0.99,400,2.9,80
2529,91,21,4.4,0,5.455,0.99,400,2.9,80
2530,91,22,4.7,0,5.45,0.99,400,2.9,80
2531,91,23,4.4,0,5.466,0.99,400,2.9,80
2532,91,24,4.3,0,5.445,0.98,400,4.6,80
2533,92,1,4.5,0,5.385,0.96,400,4.6,80
2534,92,2,4.5,0,5.346,0.96,400,4.6,80
2535,92,3,5.1,0,5.347,0.96,400,4.6,80
2536,92,4,5.5,0,5.401,0.95,400,4.6,80
2537,92,5,5.8,0,5.489,0.95,400,4.6,80
2538,92,6,6.2,0,5.6,0.94,400,4.6,80
2539,92,7,6.6,0,5.712,0.94,400,4.6,80
2540,92,8,7.1,0,5.84,0.93,400,4.6,80
2541,92,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2542,92,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2543,92,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2544,92,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2545,92,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2546,92,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2547,92,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2548,92,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2549,92,17,3.6,0,5.733,0.97,400,2.9,80
2550,92,18,3.7,0,5.59,0.98,400,2.9,80
2551,92,19,3.9,0,5.511,0.99,400,2.9,80
2552,92,20,3.9,0,5.48,0.99,400,2.9,80
2553,92,21,4.4,0,5.455,0.99,400,2.9,80
2554,92,22,4.7,0,5.45,0.99,400,2.9,80
2555,92,23,4.4,0,5.466,0.99,400,2.9,80
2556,92,24,4.3,0,5.445,0.98,400,4.6,80
2557,93,1,4.5,0,5.385,0.96,400,4.6,80
2558,93,2,4.5,0,5.346,0.96,400,4.6,80
2559,93,3,5.1,0,5.347,0.96,400,4.6,80
2560,93,4,5.5,0,5.401,0.95,400,4.6,80
2561,93,5,5.8,0,5.489,0.95,400,4.6,80
2562,93,6,6.2,0,5.6,0.94,400,4.6,80
2563,93,7,6.6,0,5.712,0.94,400,4.6,80
2564,93,8,7.1,0,5.84,0.93,400,4.6,80
2565,93,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2566,93,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2567,93,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2568,93,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2569,93,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2570,93,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2571,93,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2572,93,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2573,93,17,3.6,0,5.733,0.97,400,2.9,80
2574,93,18,3.7,0,5.59,0.98,400,2.9,80
2575,93,19,3.9,0,5.511,0.99,400,2.9,80
2576,93,20,3.9,0,5.48,0.99,400,2.9,80
2577,93,21,4.4,0,5.455,0.99,400,2.9,80
2578,93,22,4.7,0,5.45,0.99,400,2.9,80
2579,93,23,4.4,0,5.466,0.99,400,2.9,80
2580,93,24,4.3,0,5.445,0.98,400,4.6,80
2581,94,1,4.5,0,5.385,0.96,400,4.6,80
2582,94,2,4.5,0,5.346,0.96,400,4.6,80
2583,94,3,5.1,0,5.347,0.96,400,4.6,80
2584,94,4,5.5,0,5.401,0.95,400,4.6,80
2585,94,5,5.8,0,5.489,0.95,400,4.6,80
2586,94,6,6.2,0,5.6,0.94,400,4.6,80
2587,94,7,6.6,0,5.712,0.94,400,4.6,80
2588,94,8,7.1,0,5.84,0.93,400,4.6,80
2589,94,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2590,94,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2591,94,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2592,94,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2593,94,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2594,94,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2595,94,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2596,94,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2597,94,17,3.6,0,5.733,0.97,400,2.9,80
2598,94,18,3.7,0,5.59,0.98,400,2.9,80
2599,94,19,3.9,0,5.511,0.99,400,2.9,80
2600,94,20,3.9,0,5.48,0.99,400,2.9,80
2601,94,21,4.4,0,5.455,0.99,400,2.9,80
2602,94,22,4.7,0,5.45,0.99,400,2.9,80
2603,94,23,4.4,0,5.466,0.99,400,2.9,80
2604,94,24,4.3,0,5.445,0.98,400,4.6,80
2605,95,1,4.5,0,5.385,0.96,400,4.6,80
2606,95,2,4.5,0,5.346,0.96,400,4.6,80
2607,95,3,5.1,0,5.347,0.96,400,4.6,80
2608,95,4,5.5,0,5.401,0.95,400,4.6,80
2609,95,5,5.8,0,5.489,0.95,400,4.6,80
2610,95,6,6.2,0,5.6,0.94,400,4.6,80
2611,95,7,6.6,0,5.712,0.94,400,4.6,80
2612,95,8,7.1,0,5.84,0.93,400,4.6,80
2613,95,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2614,95,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2615,95,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2616,95,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2617,95,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2618,95,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2619,95,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2620,95,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2621,95,17,3.6,0,5.733,0.97,400,2.9,80
2622,95,18,3.7,0,5.59,0.98,400,2.9,80
2623,95,19,3.9,0,5.511,0.99,400,2.9,80
2624,95,20,3.9,0,5.48,0.99,400,2.9,80
2625,95,21,4.4,0,5.455,0.99,400,2.9,80
2626,95,22,4.7,0,5.45,0.99,400,2.9,80
2627,95,23,4.4,0,5.466,0.99,400,2.9,80
2628,95,24,4.3,0,5.445,0.98,400,4.6,80
2629,96,1,4.5,0,5.385,0.96,400,4.6,80
2630,96,2,4.5,0,5.346,0.96,400,4.6,80
2631,96,3,5.1,0,5.347,0.96,400,4.6,80
2632,96,4,5.5,0,5.401,0.95,400,4.6,80
2633,96,5,5.8,0,5.489,0.95,400,4.6,80
2634,96,6,6.2,0,5.6,0.94,400,4.6,80
2635,96,7,6.6,0,5.712,0.94,400,4.6,80
2636,96,8,7.1,0,5.84,0.93,400,4.6,80
2637,96,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2638,96,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2639,96,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2640,96,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2641,96,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2642,96,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2643,96,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2644,96,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2645,96,17,3.6,0,5.733,0.97,400,2.9,80
2646,96,18,3.7,0,5.59,0.98,400,2.9,80
2647,96,19,3.9,0,5.511,0.99,400,2.9,80
2648,96,20,3.9,0,5.48,0.99,400,2.9,80
2649,96,21,4.4,0,5.455,0.99,400,2.9,80
2650,96,22,4.7,0,5.45,0.99,400,2.9,80
2651,96,23,4.4,0,5.466,0.99,400,2.9,80
2652,96,24,4.3,0,5.445,0.98,400,4.6,80
2653,97,1,4.5,0,5.385,0.96,400,4.6,80
2654,97,2,4.5,0,5.346,0.96,400,4.6,80
2655,97,3,5.1,0,5.347,0.96,400,4.6,80
2656,97,4,5.5,0,5.401,0.95,400,4.6,80
2657,97,5,5.8,0,5.489,0.95,400,4.6,80
2658,97,6,6.2,0,5.6,0.94,400,4.6,80
2659,97,7,6.6,0,5.712,0.94,400,4.6,80
2660,97,8,7.1,0,5.84,0.93,400,4.6,80
2661,97,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2662,97,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2663,97,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2664,97,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2665,97,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2666,97,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2667,97,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2668,97,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2669,97,17,3.6,0,5.733,0.97,400,2.9,80
2670,97,18,3.7,0,5.59,0.98,400,2.9,80
2671,97,19,3.9,0,5.511,0.99,400,2.9,80
2672,97,20,3.9,0,5.48,0.99,400,2.9,80
2673,97,21,4.4,0,5.455,0.99,400,2.9,80
2674,97,22,4.7,0,5.45,0.99,400,2.9,80
2675,97,23,4.4,0,5.466,0.99,400,2.9,80
2676,97,24,4.3,0,5.445,0.98,400,4.6,80
2677,98,1,4.5,0,5.385,0.96,400,4.6,80
2678,98,2,4.5,0,5.346,0.96,400,4.6,80
2679,98,3,5.1,0,5.347,0.96,400,4.6,80
2680,98,4,5.5,0,5.401,0.95,400,4.6,80
2681,98,5,5.8,0,5.489,0.95,400,4.6,80
2682,98,6,6.2,0,5.6,0.94,400,4.6,80
2683,98,7,6.6,0,5.712,0.94,400,4.6,80
2684,98,8,7.1,0,5.84,0.93,400,4.6,80
2685,98,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2686,98,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2687,98,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2688,98,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2689,98,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2690,98,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2691,98,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2692,98,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2693,98,17,3.6,0,5.733,0.97,400,2.9,80
2694,98,18,3.7,0,5.59,0.98,400,2.9,80
2695,98,19,3.9,0,5.511,0.99,400,2.9,80
2696,98,20,3.9,0,5.48,0.99,400,2.9,80
2697,98,21,4.4,0,5.455,0.99,400,2.9,80
2698,98,22,4.7,0,5.45,0.99,400,2.9,80
2699,98,23,4.4,0,5.466,0.99,400,2.9,80
2700,98,24,4.3,0,5.445,0.98,400,4.6,80
2701,99,1,4.5,0,5.385,0.96,400,4.6,80
2702,99,2,4.5,0,5.346,0.96,400,4.6,80
2703,99,3,5.1,0,5.347,0.96,400,4.6,80
2704,99,4,5.5,0,5.401,0.95,400,4.6,80
2705,99,5,5.8,0,5.489,0.95,400,4.6,80
2706,99,6,6.2,0,5.6,0.94,400,4.6,80
2707,99,7,6.6,0,5.712,0.94,400,4.6,80
2708,99,8,7.1,0,5.84,0.93,400,4.6,80
2709,99,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2710,99,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2711,99,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2712,99,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2713,99,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2714,99,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2715,99,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2716,99,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2717,99,17,3.6,0,5.733,0.97,400,2.9,80
2718,99,18,3.7,0,5.59,0.98,400,2.9,80
2719,99,19,3.9,0,5.511,0.99,400,2.9,80
2720,99,20,3.9,0,5.48,0.99,400,2.9,80
2721,99,21,4.4,0,5.455,0.99,400,2.9,80
2722,99,22,4.7,0,5.45,0.99,400,2.9,80
2723,99,23,4.4,0,5.466,0.99,400,2.9,80
2724,99,24,4.3,0,5.445,0.98,400,4.6,80
2725,100,1,4.5,0,5.385,0.96,400,4.6,80
2726,100,2,4.5,0,5.346,0.96,400,4.6,80
2727,100,3,5.1,0,5.347,0.96,400,4.6,80
2728,100,4,5.5,0,5.401,0.95,400,4.6,80
2729,100,5,5.8,0,5.489,0.95,400,4.6,80
2730,100,6,6.2,0,5.6,0.94,400,4.6,80
2731,100,7,6.6,0,5.712,0.94,400,4.6,80
2732,100,8,7.1,0,5.84,0.93,400,4.6,80
2733,100,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2734,100,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2735,100,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2736,100,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2737,100,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2738,100,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2739,100,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2740,100,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2741,100,17,3.6,0,5.733,0.97,400,2.9,80
2742,100,18,3.7,0,5.59,0.98,400,2.9,80
2743,100,19,3.9,0,5.511,0.99,400,2.9,80
2744,100,20,3.9,0,5.48,0.99,400,2.9,80
2745,100,21,4.4,0,5.455,0.99,400,2.9,80
2746,100,22,4.7,0,5.45,0.99,400,2.9,80
2747,100,23,4.4,0,5.466,0.99,400,2.9,80
2748,100,24,4.3,0,5.445,0.98,400,4.6,80
2749,101,1,4.5,0,5.385,0.96,400,4.6,80
2750,101,2,4.5,0,5.346,0.96,400,4.6,80
2751,101,3,5.1,0,5.347,0.96,400,4.6,80
2752,101,4,5.5,0,5.401,0.95,400,4.6,80
2753,101,5,5.8,0,5.489,0.95,400,4.6,80
2754,101,6,6.2,0,5.6,0.94,400,4.6,80
2755,101,7,6.6,0,5.712,0.94,400,4.6,80
2756,101,8,7.1,0,5.84,0.93,400,4.6,80
2757,101,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2758,101,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2759,101,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2760,101,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2761,101,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2762,101,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2763,101,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2764,101,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2765,101,17,3.6,0,5.733,0.97,400,2.9,80
2766,101,18,3.7,0,5.59,0.98,400,2.9,80
2767,101,19,3.9,0,5.511,0.99,400,2.9,80
2768,101,20,3.9,0,5.48,0.99,400,2.9,80
2769,101,21,4.4,0,5.455,0.99,400,2.9,80
2770,101,22,4.7,0,5.45,0.99,400,2.9,80
2771,101,23,4.4,0,5.466,0.99,400,2.9,80
2772,101,24,4.3,0,5.445,0.98,400,4.6,80
2773,102,1,4.5,0,5.385,0.96,400,4.6,80
2774,102,2,4.5,0,5.346,0.96,400,4.6,80
2775,102,3,5.1,0,5.347,0.96,400,4.6,80
2776,102,4,5.5,0,5.401,0.95,400,4.6,80
2777,102,5,5.8,0,5.489,0.95,400,4.6,80
2778,102,6,6.2,0,5.6,0.94,400,4.6,80
2779,102,7,6.6,0,5.712,0.94,400,4.6,80
2780,102,8,7.1,0,5.84,0.93,400,4.6,80
2781,102,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2782,102,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2783,102,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2784,102,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2785,102,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2786,102,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2787,102,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2788,102,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2789,102,17,3.6,0,5.733,0.97,400,2.9,80
2790,102,18,3.7,0,5.59,0.98,400,2.9,80
2791,102,19,3.9,0,5.511,0.99,400,2.9,80
2792,102,20,3.9,0,5.48,0.99,400,2.9,80
2793,102,21,4.4,0,5.455,0.99,400,2.9,80
2794,102,22,4.7,0,5.45,0.99,400,2.9,80
2795,102,23,4.4,0,5.466,0.99,400,2.9,80
2796,102,24,4.3,0,5.445,0.98,400,4.6,80
2797,103,1,4.5,0,5.385,0.96,400,4.6,80
2798,103,2,4.5,0,5.346,0.96,400,4.6,80
2799,103,3,5.1,0,5.347,0.96,400,4.6,80
2800,103,4,5.5,0,5.401,0.95,400,4.6,80
2801,103,5,5.8,0,5.489,0.95,400,4.6,80
2802,103,6,6.2,0,5.6,0.94,400,4.6,80
2803,103,7,6.6,0,5.712,0.94,400,4.6,80
2804,103,8,7.1,0,5.84,0.93,400,4.6,80
2805,103,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2806,103,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2807,103,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2808,103,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2809,103,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2810,103,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2811,103,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2812,103,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2813,103,17,3.6,0,5.733,0.97,400,2.9,80
2814,103,18,3.7,0,5.59,0.98,400,2.9,80
2815,103,19,3.9,0,5.511,0.99,400,2.9,80
2816,103,20,3.9,0,5.48,0.99,400,2.9,80
2817,103,21,4.4,0,5.455,0.99,400,2.9,80
2818,103,22,4.7,0,5.45,0.99,400,2.9,80
2819,103,23,4.4,0,5.466,0.99,400,2.9,80
2820,103,24,4.3,0,5.445,0.98,400,4.6,80
2821,104,1,4.5,0,5.385,0.96,400,4.6,80
2822,104,2,4.5,0,5.346,0.96,400,4.6,80
2823,104,3,5.1,0,5.347,0.96,400,4.6,80
2824,104,4,5.5,0,5.401,0.95,400,4.6,80
2825,104,5,5.8,0,5.489,0.95,400,4.6,80
2826,104,6,6.2,0,5.6,0.94,400,4.6,80
2827,104,7,6.6,0,5.712,0.94,400,4.6,80
2828,104,8,7.1,0,5.84,0.93,400,4.6,80
2829,104,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2830,104,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2831,104,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2832,104,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2833,104,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2834,104,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2835,104,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2836,104,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2837,104,17,3.6,0,5.733,0.97,400,2.9,80
2838,104,18,3.7,0,5.59,0.98,400,2.9,80
2839,104,19,3.9,0,5.511,0.99,400,2.9,80
2840,104,20,3.9,0,5.48,0.99,400,2.9,80
2841,104,21,4.4,0,5.455,0.99,400,2.9,80
2842,104,22,4.7,0,5.45,0.99,400,2.9,80
2843,104,23,4.4,0,5.466,0.99,400,2.9,80
2844,104,24,4.3,0,5.445,0.98,400,4.6,80
2845,105,1,4.5,0,5.385,0.96,400,4.6,80
2846,105,2,4.5,0,5.346,0.96,400,4.6,80
2847,105,3,5.1,0,5.347,0.96,400,4.6,80
2848,105,4,5.5,0,5.401,0.95,400,4.6,80
2849,105,5,5.8,0,5.489,0.95,400,4.6,80
2850,105,6,6.2,0,5.6,0.94,400,4.6,80
2851,105,7,6.6,0,5.712,0.94,400,4.6,80
2852,105,8,7.1,0,5.84,0.93,400,4.6,80
2853,105,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2854,105,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2855,105,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2856,105,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2857,105,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2858,105,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2859,105,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2860,105,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2861,105,17,3.6,0,5.733,0.97,400,2.9,80
2862,105,18,3.7,0,5.59,0.98,400,2.9,80
2863,105,19,3.9,0,5.511,0.99,400,2.9,80
2864,105,20,3.9,0,5.48,0.99,400,2.9,80
2865,105,21,4.4,0,5.455,0.99,400,2.9,80
2866,105,22,4.7,0,5.45,0.99,400,2.9,80
2867,105,23,4.4,0,5.466,0.99,400,2.9,80
2868,105,24,4.3,0,5.445,0.98,400,4.6,80
2869,106,1,4.5,0,5.385,0.96,400,4.6,80
2870,106,2,4.5,0,5.346,0.96,400,4.6,80
2871,106,3,5.1,0,5.347,0.96,400,4.6,80
2872,106,4,5.5,0,5.401,0.95,400,4.6,80
2873,106,5,5.8,0,5.489,0.95,400,4.6,80
2874,106,6,6.2,0,5.6,0.94,400,4.6,80
2875,106,7,6.6,0,5.712,0.94,400,4.6,80
2876,106,8,7.1,0,5.84,0.93,400,4.6,80
2877,106,9,7.2,11.22222222,6.001,0.95,400,4.6,80
2878,106,10,7.7,33.66666667,6.203,0.95,400,4.6,80
2879,106,11,7.6,33.66666667,6.433,0.95,400,4.6,80
2880,106,12,5.2,516.2222222,5.84,0.95,400,2.9,80
2881,106,13,5.6,549.8888889,6.264,0.88,400,2.9,80
2882,106,14,4.8,392.7777778,5.415,0.92,400,2.9,80
2883,106,15,3.6,157.1111111,6.223,0.95,400,2.9,80
2884,106,16,3.5,22.44444444,5.957,0.96,400,2.9,80
2885,106,17,3.6,0,5.733,0.97,400,2.9,80
2886,106,18,3.7,0,5.59,0.98,400,2.9,80
2887,106,19,3.9,0,5.511,0.99,400,2.9,80
2888,106,20,3.9,0,5.48,0.99,400,2.9,80
2889,106,21,4.4,0,5.455,0.99,400,2.9,80
2890,106,22,4.7,0,5.45,0.99,400,2.9,80
2891,106,23,4.4,0,5.466,0.99,400,2.9,80
2892,106,24,4.3,0,5.445,0.98,400,4.6,80
2893,107,1,4.5,0,5.385,0.96,400,4.6,80
