t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC
470,6,2,4.5,0,5.346,0.96,400,4.6,80
471,6,3,5.1,0,5.347,0.96,400,4.6,80
472,6,4,5.5,0,5.401,0.95,400,4.6,80
473,6,5,5.8,0,5.489,0.95,400,4.6,80
474,6,6,6.2,0,5.6,0.94,400,4.6,80
475,6,7,6.6,0,5.712,0.94,400,4.6,80
476,6,8,7.1,0,5.84,0.93,400,4.6,80
477,6,9,7.2,11.22222222,6.001,0.95,400,4.6,80
478,6,10,7.7,33.66666667,6.203,0.95,400,4.6,80
479,6,11,7.6,33.66666667,6.433,0.95,400,4.6,80
480,6,12,5.2,516.2222222,5.84,0.95,400,2.9,80
481,6,13,5.6,549.8888889,6.264,0.88,400,2.9,80
482,6,14,4.8,392.7777778,5.415,0.92,400,2.9,80
483,6,15,3.6,157.1111111,6.223,0.95,400,2.9,80
484,6,16,3.5,22.44444444,5.957,0.96,400,2.9,80
485,6,17,3.6,0,5.733,0.97,400,2.9,80
486,6,18,3.7,0,5.59,0.98,400,2.9,80
487,6,19,3.9,0,5.511,0.99,400,2.9,80
488,6,20,3.9,0,5.48,0.99,400,2.9,80
489,6,21,4.4,0,5.455,0.99,400,2.9,80
490,6,22,4.7,0,5.45,0.99,400,2.9,80
491,6,23,4.4,0,5.466,0.99,400,2.9,80
492,6,24,4.3,0,5.445,0.98,400,4.6,80
493,7,1,4.5,0,5.385,0.96,400,4.6,80
494,7,2,4.5,0,5.346,0.96,400,4.6,80
495,7,3,5.1,0,5.347,0.96,400,4.6,80
496,7,4,5.5,0,5.401,0.95,400,4.6,80
497,7,5,5.8,0,5.489,0.95,400,4.6,80
498,7,6,6.2,0,5.6,0.94,400,4.6,80
499,7,7,6.6,0,5.712,0.94,400,4.6,80
500,7,8,7.1,0,5.84,0.93,400,4.6,80
501,7,9,7.2,11.22222222,6.001,0.95,400,4.6,80
502,7,10,7.7,33.66666667,6.203,0.95,400,4.6,80
503,7,11,7.6,33.66666667,6.433,0.95,400,4.6,80
504,7,12,5.2,516.2222222,5.84,0.95,400,2.9,80
505,7,13,5.6,549.8888889,6.264,0.88,400,2.9,80
506,7,14,4.8,392.7777778,5.415,0.92,400,2.9,80
507,7,15,3.6,157.1111111,6.223,0.95,400,2.9,80
508,7,16,3.5,22.44444444,5.957,0.96,400,2.9,80
509,7,17,3.6,0,5.733,0.97,400,2.9,80
510,7,18,3.7,0,5.59,0.98,400,2.9,80
511,7,19,3.9,0,5.511,0.99,400,2.9,80
512,7,20,3.9,0,5.48,0.99,400,2.9,80
513,7,21,4.4,0,5.455,0.99,400,2.9,80
514,7,22,4.7,0,5.45,0.99,400,2.9,80
515,7,23,4.4,0,5.466,0.99,400,2.9,80
516,7,24,4.3,0,5.445,0.98,400,4.6,80
517,8,1,4.5,0,5.385,0.96,400,4.6,80
518,8,2,4.5,0,5.346,0.96,400,4.6,80
519,8,3,5.1,0,5.347,0.96,400,4.6,80
520,8,4,5.5,0,5.401,0.95,400,4.6,80
521,8,5,5.8,0,5.489,0.95,400,4.6,80
522,8,6,6.2,0,5.6,0.94,400,4.6,80
523,8,7,6.6,0,5.712,0.94,400,4.6,80
524,8,8,7.1,0,5.84,0.93,400,4.6,80
525,8,9,7.2,11.22222222,6.001,0.95,400,4.6,80
526,8,10,7.7,33.66666667,6.203,0.95,400,4.6,80
527,8,11,7.6,33.66666667,6.433,0.95,400,4.6,80
528,8,12,5.2,516.2222222,5.84,0.95,400,2.9,80
529,8,13,5.6,549.8888889,6.264,0.88,400,2.9,80
530,8,14,4.8,392.7777778,5.415,0.92,400,2.9,80
531,8,15,3.6,157.1111111,6.223,0.95,400,2.9,80
532,8,16,3.5,22.44444444,5.957,0.96,400,2.9,80
533,8,17,3.6,0,5.733,0.97,400,2.9,80
534,8,18,3.7,0,5.59,0.98,400,2.9,80
535,8,19,3.9,0,5.511,0.99,400,2.9,80
536,8,20,3.9,0,5.48,0.99,400,2.9,80
537,8,21,4.4,0,5.455,0.99,400,2.9,80
538,8,22,4.7,0,5.45,0.99,400,2.9,80
539,8,23,4.4,0,5.466,0.99,400,2.9,80
540,8,24,4.3,0,5.445,0.98,400,4.6,80
541,9,1,4.5,0,5.385,0.96,400,4.6,80
542,9,2,4.5,0,5.346,0.96,400,4.6,80
543,9,3,5.1,0,5.347,0.96,400,4.6,80
544,9,4,5.5,0,5.401,0.95,400,4.6,80
545,9,5,5.8,0,5.489,0.95,400,4.6,80
546,9,6,6.2,0,5.6,0.94,400,4.6,80
547,9,7,6.6,0,5.712,0.94,400,4.6,80
548,9,8,7.1,0,5.84,0.93,400,4.6,80
549,9,9,7.2,11.22222222,6.001,0.95,400,4.6,80
550,9,10,7.7,33.66666667,6.203,0.95,400,4.6,80
551,9,11,7.6,33.66666667,6.433,0.95,400,4.6,80
552,9,12,5.2,516.2222222,5.84,0.95,400,2.9,80
553,9,13,5.6,549.8888889,6.264,0.88,400,2.9,80
554,9,14,4.8,392.7777778,5.415,0.92,400,2.9,80
555,9,15,3.6,157.1111111,6.223,0.95,400,2.9,80
556,9,16,3.5,22.44444444,5.957,0.96,400,2.9,80
557,9,17,3.6,0,5.733,0.97,400,2.9,80
558,9,18,3.7,0,5.59,0.98,400,2.9,80
559,9,19,3.9,0,5.511,0.99,400,2.9,80
560,9,20,3.9,0,5.48,0.99,400,2.9,80
561,9,21,4.4,0,5.455,0.99,400,2.9,80
562,9,22,4.7,0,5.45,0.99,400,2.9,80
563,9,23,4.4,0,5.466,0.99,400,2.9,80
564,9,24,4.3,0,5.445,0.98,400,4.6,80
565,10,1,4.5,0,5.385,0.96,400,4.6,80
566,10,2,4.5,0,5.346,0.96,400,4.6,80
567,10,3,5.1,0,5.347,0.96,400,4.6,80
568,10,4,5.5,0,5.401,0.95,400,4.6,80
569,10,5,5.8,0,5.489,0.95,400,4.6,80
570,10,6,6.2,0,5.6,0.94,400,4.6,80
571,10,7,6.6,0,5.712,0.94,400,4.6,80
572,10,8,7.1,0,5.84,0.93,400,4.6,80
573,10,9,7.2,11.22222222,6.001,0.95,400,4.6,80
574,10,10,7.7,33.66666667,6.203,0.95,400,4.6,80
575,10,11,7.6,33.66666667,6.433,0.95,400,4.6,80
576,10,12,5.2,516.2222222,5.84,0.95,400,2.9,80
577,10,13,5.6,549.8888889,6.264,0.88,400,2.9,80
578,10,14,4.8,392.7777778,5.415,0.92,400,2.9,80
579,10,15,3.6,157.1111111,6.223,0.95,400,2.9,80
580,10,16,3.5,22.44444444,5.957,0.96,400,2.9,80
581,10,17,3.6,0,5.733,0.97,400,2.9,80
582,10,18,3.7,0,5.59,0.98,400,2.9,80
583,10,19,3.9,0,5.511,0.99,400,2.9,80
584,10,20,3.9,0,5.48,0.99,400,2.9,80
585,10,21,4.4,0,5.455,0.99,400,2.9,80
586,10,22,4.7,0,5.45,0.99,400,2.9,80
587,10,23,4.4,0,5.466,0.99,400,2.9,80
588,10,24,4.3,0,5.445,0.98,400,4.6,80
589,11,1,4.5,0,5.385,0.96,400,4.6,80
590,11,2,4.5,0,5.346,0.96,400,4.6,80
591,11,3,5.1,0,5.347,0.96,400,4.6,80
592,11,4,5.5,0,5.401,0.95,400,4.6,80
593,11,5,5.8,0,5.489,0.95,400,4.6,80
594,11,6,6.2,0,5.6,0.94,400,4.6,80
595,11,7,6.6,0,5.712,0.94,400,4.6,80
596,11,8,7.1,0,5.84,0.93,400,4.6,80
597,11,9,7.2,11.22222222,6.001,0.95,400,4.6,80
598,11,10,7.7,33.66666667,6.203,0.95,400,4.6,80
599,11,11,7.6,33.66666667,6.433,0.95,400,4.6,80
600,11,12,5.2,516.2222222,5.84,0.95,400,2.9,80
601,11,13,5.6,549.8888889,6.264,0.88,400,2.9,80
602,11,14,4.8,392.7777778,5.415,0.92,400,2.9,80
603,11,15,3.6,157.1111111,6.223,0.95,400,2.9,80
604,11,16,3.5,22.44444444,5.957,0.96,400,2.9,80
605,11,17,3.6,0,5.733,0.97,400,2.9,80
606,11,18,3.7,0,5.59,0.98,400,2.9,80
607,11,19,3.9,0,5.511,0.99,400,2.9,80
608,11,20,3.9,0,5.48,0.99,400,2.9,80
609,11,21,4.4,0,5.455,0.99,400,2.9,80
610,11,22,4.7,0,5.45,0.99,400,2.9,80
611,11,23,4.4,0,5.466,0.99,400,2.9,80
612,11,24,4.3,0,5.445,0.98,400,4.6,80
613,12,1,4.5,0,5.385,0.96,400,4.6,80
614,12,2,4.5,0,5.346,0.96,400,4.6,80
615,12,3,5.1,0,5.347,0.96,400,4.6,80
616,12,4,5.5,0,5.401,0.95,400,4.6,80
617,12,5,5.8,0,5.489,0.95,400,4.6,80
618,12,6,6.2,0,5.6,0.94,400,4.6,80
619,12,7,6.6,0,5.712,0.94,400,4.6,80
620,12,8,7.1,0,5.84,0.93,400,4.6,80
621,12,9,7.2,11.22222222,6.001,0.95,400,4.6,80
622,12,10,7.7,33.66666667,6.203,0.95,400,4.6,80
623,12,11,7.6,33.66666667,6.433,0.95,400,4.6,80
624,12,12,5.2,516.2222222,5.84,0.95,400,2.9,80
625,12,13,5.6,549.8888889,6.264,0.88,400,2.9,80
626,12,14,4.8,392.7777778,5.415,0.92,400,2.9,80
627,12,15,3.6,157.1111111,6.223,0.95,400,2.9,80
628,12,16,3.5,22.44444444,5.957,0.96,400,2.9,80
629,12,17,3.6,0,5.733,0.97,400,2.9,80
630,12,18,3.7,0,5.59,0.98,400,2.9,80
631,12,19,3.9,0,5.511,0.99,400,2.9,80
632,12,20,3.9,0,5.48,0.99,400,2.9,80
633,12,21,4.4,0,5.455,0.99,400,2.9,80
634,12,22,4.7,0,5.45,0.99,400,2.9,80
635,12,23,4.4,0,5.466,0.99,400,2.9,80
636,12,24,4.3,0,5.445,0.98,400,4.6,80
637,13,1,4.5,0,5.385,0.96,400,4.6,80
638,13,2,4.5,0,5.346,0.96,400,4.6,80
639,13,3,5.1,0,5.347,0.96,400,4.6,80
640,13,4,5.5,0,5.401,0.95,400,4.6,80
641,13,5,5.8,0,5.489,0.95,400,4.6,80
642,13,6,6.2,0,5.6,0.94,400,4.6,80
643,13,7,6.6,0,5.712,0.94,400,4.6,80
644,13,8,7.1,0,5.84,0.93,400,4.6,80
645,13,9,7.2,11.22222222,6.001,0.95,400,4.6,80
646,13,10,7.7,33.66666667,6.203,0.95,400,4.6,80
647,13,11,7.6,33.66666667,6.433,0.95,400,4.6,80
648,13,12,5.2,516.2222222,5.84,0.95,400,2.9,80
649,13,13,5.6,549.8888889,6.264,0.88,400,2.9,80
650,13,14,4.8,392.7777778,5.415,0.92,400,2.9,80
651,13,15,3.6,157.1111111,6.223,0.95,400,2.9,80
652,13,16,3.5,22.44444444,5.957,0.96,400,2.9,80
653,13,17,3.6,0,5.733,0.97,400,2.9,80
654,13,18,3.7,0,5.59,0.98,400,2.9,80
655,13,19,3.9,0,5.511,0.99,400,2.9,80
656,13,20,3.9,0,5.48,0.99,400,2.9,80
657,13,21,4.4,0,5.455,0.99,400,2.9,80
658,13,22,4.7,0,5.45,0.99,400,2.9,80
659,13,23,4.4,0,5.466,0.99,400,2.9,80
660,13,24,4.3,0,5.445,0.98,400,4.6,80
661,14,1,4.5,0,5.385,0.96,400,4.6,80
662,14,2,4.5,0,5.346,0.96,400,4.6,80
663,14,3,5.1,0,5.347,0.96,400,4.6,80
664,14,4,5.5,0,5.401,0.95,400,4.6,80
665,14,5,5.8,0,5.489,0.95,400,4.6,80
666,14,6,6.2,0,5.6,0.94,400,4.6,80
667,14,7,6.6,0,5.712,0.94,400,4.6,80
668,14,8,7.1,0,5.84,0.93,400,4.6,80
669,14,9,7.2,11.22222222,6.001,0.95,400,4.6,80
670,14,10,7.7,33.66666667,6.203,0.95,400,4.6,80
671,14,11,7.6,33.66666667,6.433,0.95,400,4.6,80
672,14,12,5.2,516.2222222,5.84,0.95,400,2.9,80
673,14,13,5.6,549.8888889,6.264,0.88,400,2.9,80
674,14,14,4.8,392.7777778,5.415,0.92,400,2.9,80
675,14,15,3.6,157.1111111,6.223,0.95,400,2.9,80
676,14,16,3.5,22.44444444,5.957,0.96,400,2.9,80
677,14,17,3.6,0,5.733,0.97,400,2.9,80
678,14,18,3.7,0,5.59,0.98,400,2.9,80
679,14,19,3.9,0,5.511,0.99,400,2.9,80
680,14,20,3.9,0,5.48,0.99,400,2.9,80
681,14,21,4.4,0,5.455,0.99,400,2.9,80
682,14,22,4.7,0,5.45,0.99,400,2.9,80
683,14,23,4.4,0,5.466,0.99,400,2.9,80
684,14,24,4.3,0,5.445,0.98,400,4.6,80
685,15,1,4.5,0,5.385,0.96,400,4.6,80
686,15,2,4.5,0,5.346,0.96,400,4.6,80
687,15,3,5.1,0,5.347,0.96,400,4.6,80
688,15,4,5.5,0,5.401,0.95,400,4.6,80
689,15,5,5.8,0,5.489,0.95,400,4.6,80
690,15,6,6.2,0,5.6,0.94,400,4.6,80
691,15,7,6.6,0,5.712,0.94,400,4.6,80
692,15,8,7.1,0,5.84,0.93,400,4.6,80
693,15,9,7.2,11.22222222,6.001,0.95,400,4.6,80
694,15,10,7.7,33.66666667,6.203,0.95,400,4.6,80
695,15,11,7.6,33.66666667,6.433,0.95,400,4.6,80
696,15,12,5.2,516.2222222,5.84,0.95,400,2.9,80
697,15,13,5.6,549.8888889,6.264,0.88,400,2.9,80
698,15,14,4.8,392.7777778,5.415,0.92,400,2.9,80
699,15,15,3.6,157.1111111,6.223,0.95,400,2.9,80
700,15,16,3.5,22.44444444,5.957,0.96,400,2.9,80
701,15,17,3.6,0,5.733,0.97,400,2.9,80
702,15,18,3.7,0,5.59,0.98,400,2.9,80
703,15,19,3.9,0,5.511,0.99,400,2.9,80
704,15,20,3.9,0,5.48,0.99,400,2.9,80
705,15,21,4.4,0,5.455,0.99,400,2.9,80
706,15,22,4.7,0,5.45,0.99,400,2.9,80
707,15,23,4.4,0,5.466,0.99,400,2.9,80
708,15,24,4.3,0,5.445,0.98,400,4.6,80
709,16,1,4.5,0,5.385,0.96,400,4.6,80
710,16,2,4.5,0,5.346,0.96,400,4.6,80
711,16,3,5.1,0,5.347,0.96,400,4.6,80
712,16,4,5.5,0,5.401,0.95,400,4.6,80
713,16,5,5.8,0,5.489,0.95,400,4.6,80
714,16,6,6.2,0,5.6,0.94,400,4.6,80
715,16,7,6.6,0,5.712,0.94,400,4.6,80
716,16,8,7.1,0,5.84,0.93,400,4.6,80
717,16,9,7.2,11.22222222,6.001,0.95,400,4.6,80
718,16,10,7.7,33.66666667,6.203,0.95,400,4.6,80
719,16,11,7.6,33.66666667,6.433,0.95,400,4.6,80
720,16,12,5.2,516.2222222,5.84,0.95,400,2.9,80
721,16,13,5.6,549.8888889,6.264,0.88,400,2.9,80
722,16,14,4.8,392.7777778,5.415,0.92,400,2.9,80
723,16,15,3.6,157.1111111,6.223,0.95,400,2.9,80
724,16,16,3.5,22.44444444,5.957,0.96,400,2.9,80
725,16,17,3.6,0,5.733,0.97,400,2.9,80
726,16,18,3.7,0,5.59,0.98,400,2.9,80
727,16,19,3.9,0,5.511,0.99,400,2.9,80
728,16,20,3.9,0,5.48,0.99,400,2.9,80
729,16,21,4.4,0,5.455,0.99,400,2.9,80
730,16,22,4.7,0,5.45,0.99,400,2.9,80
731,16,23,4.4,0,5.466,0.99,400,2.9,80
732,16,24,4.3,0,5.445,0.98,400,4.6,80
733,17,1,4.5,0,5.385,0.96,400,4.6,80
734,17,2,4.5,0,5.346,0.96,400,4.6,80
735,17,3,5.1,0,5.347,0.96,400,4.6,80
736,17,4,5.5,0,5.401,0.95,400,4.6,80
737,17,5,5.8,0,5.489,0.95,400,4.6,80
738,17,6,6.2,0,5.6,0.94,400,4.6,80
739,17,7,6.6,0,5.712,0.94,400,4.6,80
740,17,8,7.1,0,5.84,0.93,400,4.6,80
741,17,9,7.2,11.22222222,6.001,0.95,400,4.6,80
742,17,10,7.7,33.66666667,6.203,0.95,400,4.6,80
743,17,11,7.6,33.66666667,6.433,0.95,400,4.6,80
744,17,12,5.2,516.2222222,5.84,0.95,400,2.9,80
745,17,13,5.6,549.8888889,6.264,0.88,400,2.9,80
746,17,14,4.8,392.7777778,5.415,0.92,400,2.9,80
747,17,15,3.6,157.1111111,6.223,0.95,400,2.9,80
748,17,16,3.5,22.44444444,5.957,0.96,400,2.9,80
749,17,17,3.6,0,5.733,0.97,400,2.9,80
750,17,18,3.7,0,5.59,0.98,400,2.9,80
751,17,19,3.9,0,5.511,0.99,400,2.9,80
752,17,20,3.9,0,5.48,0.99,400,2.9,80
753,17,21,4.4,0,5.455,0.99,400,2.9,80
754,17,22,4.7,0,5.45,0.99,400,2.9,80
755,17,23,4.4,0,5.466,0.99,400,2.9,80
756,17,24,4.3,0,5.445,0.98,400,4.6,80
757,18,1,4.5,0,5.385,0.96,400,4.6,80
758,18,2,4.5,0,5.346,0.96,400,4.6,80
759,18,3,5.1,0,5.347,0.96,400,4.6,80
760,18,4,5.5,0,5.401,0.95,400,4.6,80
761,18,5,5.8,0,5.489,0.95,400,4.6,80
762,18,6,6.2,0,5.6,0.94,400,4.6,80
763,18,7,6.6,0,5.712,0.94,400,4.6,80
764,18,8,7.1,0,5.84,0.93,400,4.6,80
765,18,9,7.2,11.22222222,6.001,0.95,400,4.6,80
766,18,10,7.7,33.66666667,6.203,0.95,400,4.6,80
767,18,11,7.6,33.66666667,6.433,0.95,400,4.6,80
768,18,12,5.2,516.2222222,5.84,0.95,400,2.9,80
769,18,13,5.6,549.8888889,6.264,0.88,400,2.9,80
770,18,14,4.8,392.7777778,5.415,0.92,400,2.9,80
771,18,15,3.6,157.1111111,6.223,0.95,400,2.9,80
772,18,16,3.5,22.44444444,5.957,0.96,400,2.9,80
773,18,17,3.6,0,5.733,0.97,400,2.9,80
774,18,18,3.7,0,5.59,0.98,400,2.9,80
775,18,19,3.9,0,5.511,0.99,400,2.9,80
776,18,20,3.9,0,5.48,0.99,400,2.9,80
777,18,21,4.4,0,5.455,0.99,400,2.9,80
778,18,22,4.7,0,5.45,0.99,400,2.9,80
779,18,23,4.4,0,5.466,0.99,400,2.9,80
780,18,24,4.3,0,5.445,0.98,400,4.6,80
781,19,1,4.5,0,5.385,0.96,400,4.6,80
782,19,2,4.5,0,5.346,0.96,400,4.6,80
783,19,3,5.1,0,5.347,0.96,400,4.6,80
784,19,4,5.5,0,5.401,0.95,400,4.6,80
785,19,5,5.8,0,5.489,0.95,400,4.6,80
786,19,6,6.2,0,5.6,0.94,400,4.6,80
787,19,7,6.6,0,5.712,0.94,400,4.6,80
788,19,8,7.1,0,5.84,0.93,400,4.6,80
789,19,9,7.2,11.22222222,6.001,0.95,400,4.6,80
790,19,10,7.7,33.66666667,6.203,0.95,400,4.6,80
791,19,11,7.6,33.66666667,6.433,0.95,400,4.6,80
792,19,12,5.2,516.2222222,5.84,0.95,400,2.9,80
793,19,13,5.6,549.8888889,6.264,0.88,400,2.9,80
794,19,14,4.8,392.7777778,5.415,0.92,400,2.9,80
795,19,15,3.6,157.1111111,6.223,0.95,400,2.9,80
796,19,16,3.5,22.44444444,5.957,0.96,400,2.9,80
797,19,17,3.6,0,5.733,0.97,400,2.9,80
798,19,18,3.7,0,5.59,0.98,400,2.9,80
799,19,19,3.9,0,5.511,0.99,400,2.9,80
800,19,20,3.9,0,5.48,0.99,400,2.9,80
801,19,21,4.4,0,5.455,0.99,400,2.9,80
802,19,22,4.7,0,5.45,0.99,400,2.9,80
803,19,23,4.4,0,5.466,0.99,400,2.9,80
804,19,24,4.3,0,5.445,0.98,400,4.6,80
805,20,1,4.5,0,5.385,0.96,400,4.6,80
806,20,2,4.5,0,5.346,0.96,400,4.6,80
807,20,3,5.1,0,5.347,0.96,400,4.6,80
808,20,4,5.5,0,5.401,0.95,400,4.6,80
809,20,5,5.8,0,5.489,0.95,400,4.6,80
810,20,6,6.2,0,5.6,0.94,400,4.6,80
811,20,7,6.6,0,5.712,0.94,400,4.6,80
812,20,8,7.1,0,5.84,0.93,400,4.6,80
813,20,9,7.2,11.22222222,6.001,0.95,400,4.6,80
814,20,10,7.7,33.66666667,6.203,0.95,400,4.6,80
815,20,11,7.6,33.66666667,6.433,0.95,400,4.6,80
816,20,12,5.2,516.2222222,5.84,0.95,400,2.9,80
817,20,13,5.6,549.8888889,6.264,0.88,400,2.9,80
818,20,14,4.8,392.7777778,5.415,0.92,400,2.9,80
819,20,15,3.6,157.1111111,6.223,0.95,400,2.9,80
820,20,16,3.5,22.44444444,5.957,0.96,400,2.9,80
821,20,17,3.6,0,5.733,0.97,400,2.9,80
822,20,18,3.7,0,5.59,0.98,400,2.9,80
823,20,19,3.9,0,5.511,0.99,400,2.9,80
824,20,20,3.9,0,5.48,0.99,400,2.9,80
825,20,21,4.4,0,5.455,0.99,400,2.9,80
826,20,22,4.7,0,5.45,0.99,400,2.9,80
827,20,23,4.4,0,5.466,0.99,400,2.9,80
828,20,24,4.3,0,5.445,0.98,400,4.6,80
829,21,1,4.5,0,5.385,0.96,400,4.6,80
830,21,2,4.5,0,5.346,0.96,400,4.6,80
831,21,3,5.1,0,5.347,0.96,400,4.6,80
832,21,4,5.5,0,5.401,0.95,400,4.6,80
833,21,5,5.8,0,5.489,0.95,400,4.6,80
834,21,6,6.2,0,5.6,0.94,400,4.6,80
835,21,7,6.6,0,5.712,0.94,400,4.6,80
836,21,8,7.1,0,5.84,0.93,400,4.6,80
837,21,9,7.2,11.22222222,6.001,0.95,400,4.6,80
838,21,10,7.7,33.66666667,6.203,0.95,400,4.6,80
839,21,11,7.6,33.66666667,6.433,0.95,400,4.6,80
840,21,12,5.2,516.2222222,5.84,0.95,400,2.9,80
841,21,13,5.6,549.8888889,6.264,0.88,400,2.9,80
842,21,14,4.8,392.7777778,5.415,0.92,400,2.9,80
843,21,15,3.6,157.1111111,6.223,0.95,400,2.9,80
844,21,16,3.5,22.44444444,5.957,0.96,400,2.9,80
845,21,17,3.6,0,5.733,0.97,400,2.9,80
846,21,18,3.7,0,5.59,0.98,400,2.9,80
847,21,19,3.9,0,5.511,0.99,400,2.9,80
848,21,20,3.9,0,5.48,0.99,400,2.9,80
849,21,21,4.4,0,5.455,0.99,400,2.9,80
850,21,22,4.7,0,5.45,0.99,400,2.9,80
851,21,23,4.4,0,5.466,0.99,400,2.9,80
852,21,24,4.3,0,5.445,0.98,400,4.6,80
853,22,1,4.5,0,5.385,0.96,400,4.6,80
854,22,2,4.5,0,5.346,0.96,400,4.6,80
855,22,3,5.1,0,5.347,0.96,400,4.6,80
856,22,4,5.5,0,5.401,0.95,400,4.6,80
857,22,5,5.8,0,5.489,0.95,400,4.6,80
858,22,6,6.2,0,5.6,0.94,400,4.6,80
859,22,7,6.6,0,5.712,0.94,400,4.6,80
860,22,8,7.1,0,5.84,0.93,400,4.6,80
861,22,9,7.2,11.22222222,6.001,0.95,400,4.6,80
862,22,10,7.7,33.66666667,6.203,0.95,400,4.6,80
863,22,11,7.6,33.66666667,6.433,0.95,400,4.6,80
864,22,12,5.2,516.2222222,5.84,0.95,400,2.9,80
865,22,13,5.6,549.8888889,6.264,0.88,400,2.9,80
866,22,14,4.8,392.7777778,5.415,0.92,400,2.9,80
867,22,15,3.6,157.1111111,6.223,0.95,400,2.9,80
868,22,16,3.5,22.44444444,5.957,0.96,400,2.9,80
869,22,17,3.6,0,5.733,0.97,400,2.9,80
870,22,18,3.7,0,5.59,0.98,400,2.9,80
871,22,19,3.9,0,5.511,0.99,400,2.9,80
872,22,20,3.9,0,5.48,0.99,400,2.9,80
873,22,21,4.4,0,5.455,0.99,400,2.9,80
874,22,22,4.7,0,5.45,0.99,400,2.9,80
875,22,23,4.4,0,5.466,0.99,400,2.9,80
876,22,24,4.3,0,5.445,0.98,400,4.6,80
877,23,1,4.5,0,5.385,0.96,400,4.6,80
878,23,2,4.5,0,5.346,0.96,400,4.6,80
879,23,3,5.1,0,5.347,0.96,400,4.6,80
880,23,4,5.5,0,5.401,0.95,400,4.6,80
881,23,5,5.8,0,5.489,0.95,400,4.6,80
882,23,6,6.2,0,5.6,0.94,400,4.6,80
883,23,7,6.6,0,5.712,0.94,400,4.6,80
884,23,8,7.1,0,5.84,0.93,400,4.6,80
885,23,9,7.2,11.22222222,6.001,0.95,400,4.6,80
886,23,10,7.7,33.66666667,6.203,0.95,400,4.6,80
887,23,11,7.6,33.66666667,6.433,0.95,400,4.6,80
888,23,12,5.2,516.2222222,5.84,0.95,400,2.9,80
889,23,13,5.6,549.8888889,6.264,0.88,400,2.9,80
890,23,14,4.8,392.7777778,5.415,0.92,400,2.9,80
891,23,15,3.6,157.1111111,6.223,0.95,400,2.9,80
892,23,16,3.5,22.44444444,5.957,0.96,400,2.9,80
893,23,17,3.6,0,5.733,0.97,400,2.9,80
894,23,18,3.7,0,5.59,0.98,400,2.9,80
895,23,19,3.9,0,5.511,0.99,400,2.9,80
896,23,20,3.9,0,5.48,0.99,400,2.9,80
897,23,21,4.4,0,5.455,0.99,400,2.9,80
898,23,22,4.7,0,5.45,0.99,400,2.9,80
899,23,23,4.4,0,5.466,0.99,400,2.9,80
900,23,24,4.3,0,5.445,0.98,400,4.6,80
901,24,1,4.5,0,5.385,0.96,400,4.6,80
902,24,2,4.5,0,5.346,0.96,400,4.6,80
903,24,3,5.1,0,5.347,0.96,400,4.6,80
904,24,4,5.5,0,5.401,0.95,400,4.6,80
905,24,5,5.8,0,5.489,0.95,400,4.6,80
906,24,6,6.2,0,5.6,0.94,400,4.6,80
907,24,7,6.6,0,5.712,0.94,400,4.6,80
908,24,8,7.1,0,5.84,0.93,400,4.6,80
909,24,9,7.2,11.22222222,6.001,0.95,400,4.6,80
910,24,10,7.7,33.66666667,6.203,0.95,400,4.6,80
911,24,11,7.6,33.66666667,6.433,0.95,400,4.6,80
912,24,12,5.2,516.2222222,5.84,0.95,400,2.9,80
913,24,13,5.6,549.8888889,6.264,0.88,400,2.9,80
914,24,14,4.8,392.7777778,5.415,0.92,400,2.9,80
915,24,15,3.6,157.1111111,6.223,0.95,400,2.9,80
916,24,16,3.5,22.44444444,5.957,0.96,400,2.9,80
917,24,17,3.6,0,5.733,0.97,400,2.9,80
918,24,18,3.7,0,5.59,0.98,400,2.9,80
919,24,19,3.9,0,5.511,0.99,400,2.9,80
920,24,20,3.9,0,5.48,0.99,400,2.9,80
921,24,21,4.4,0,5.455,0.99,400,2.9,80
922,24,22,4.7,0,5.45,0.99,400,2.9,80
923,24,23,4.4,0,5.466,0.99,400,2.9,80
924,24,24,4.3,0,5.445,0.98,400,4.6,80
925,25,1,4.5,0,5.385,0.96,400,4.6,80
926,25,2,4.5,0,5.346,0.96,400,4.6,80
927,25,3,5.1,0,5.347,0.96,400,4.6,80
928,25,4,5.5,0,5.401,0.95,400,4.6,80
929,25,5,5.8,0,5.489,0.95,400,4.6,80
930,25,6,6.2,0,5.6,0.94,400,4.6,80
931,25,7,6.6,0,5.712,0.94,400,4.6,80
932,25,8,7.1,0,5.84,0.93,400,4.6,80
933,25,9,7.2,11.22222222,6.001,0.95,400,4.6,80
934,25,10,7.7,33.66666667,6.203,0.95,400,4.6,80
935,25,11,7.6,33.66666667,6.433,0.95,400,4.6,80
936,25,12,5.2,516.2222222,5.84,0.95,400,2.9,80
937,25,13,5.6,549.8888889,6.264,0.88,400,2.9,80
938,25,14,4.8,392.7777778,5.415,0.92,400,2.9,80
939,25,15,3.6,157.1111111,6.223,0.95,400,2.9,80
940,25,16,3.5,22.44444444,5.957,0.96,400,2.9,80
941,25,17,3.6,0,5.733,0.97,400,2.9,80
942,25,18,3.7,0,5.59,0.98,400,2.9,80
943,25,19,3.9,0,5.511,0.99,400,2.9,80
944,25,20,3.9,0,5.48,0.99,400,2.9,80
